Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Derek Barnett,,PHI,1,14,2017,Tennessee,2014,2016,39.0,,,,,,,,,,,,,,DE,Tennessee,,,,,,,,,,,,,,,33.0,131.0,66.0,197.0,52.0,0.8461538461538461,,,,22.0,Front7
Jonathan Allen,,WAS,1,17,2017,Alabama,2013,2016,51.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,28.0,78.0,75.0,153.0,45.0,0.5490196078431373,,,,48.0,Front7
Jarrad Davis,,DET,1,21,2017,Florida,2013,2016,40.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,5.0,102.0,103.0,205.0,20.0,0.125,,,,20.0,Front7
Charles Harris,,MIA,1,22,2017,Missouri,2014,2016,37.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,18.0,80.0,56.0,136.0,34.5,0.4864864864864865,,,,4.0,Front7
Jabrill Peppers,,CLE,1,25,2017,Michigan,2016,2016,12.0,,,,,,,,,,,,,,LB,Michigan,,,,,,,,,,,,,,,4.0,47.0,25.0,72.0,16.0,0.3333333333333333,,,,11.0,Front7
Takkarist McKinley,,ATL,1,26,2017,UCLA,2014,2016,33.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,17.0,80.0,22.0,102.0,29.0,0.5151515151515151,,,,13.0,Front7
Taco Charlton,,DAL,1,28,2017,Michigan,2013,2016,38.0,,,,,,,,,,,,,,DE,Michigan,,,,,,,,,,,,,,,18.0,55.0,39.0,94.0,27.5,0.4736842105263157,,,,6.0,Front7
T.J. Watt,,PIT,1,30,2017,Wisconsin,2015,2016,27.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,11.0,42.0,29.0,71.0,17.0,0.4074074074074074,,,,96.0,Front7
Reuben Foster,,SFO,1,31,2017,Alabama,2013,2016,47.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,8.0,123.0,99.0,222.0,24.0,0.1702127659574468,,,,8.0,Front7
Tyus Bowser,,RAV,2,47,2017,Houston,2013,2016,46.0,,,,,,,,,,,,,,DE,Houston,,,,,,,,,,,,,,,22.0,70.0,67.0,137.0,28.0,0.4782608695652174,,,,18.0,Front7
Ryan Anderson,,WAS,2,49,2017,Alabama,2013,2016,47.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,19.0,66.0,62.0,128.0,40.0,0.4042553191489361,,,,6.0,Front7
Demarcus Walker,,DEN,2,51,2017,Florida State,2013,2016,36.0,,,,,,,,,,,,,,DE,Florida State,,,,,,,,,,,,,,,27.0,81.0,63.0,144.0,39.0,0.75,,,,6.0,Front7
Raekwon McMillan,,MIA,2,54,2017,Ohio State,2014,2016,39.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,6.0,136.0,139.0,275.0,17.5,0.1538461538461538,,,,9.0,Front7
Dalvin Tomlinson,,NYG,2,55,2017,Alabama,2013,2016,45.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,4.0,39.0,83.0,122.0,10.5,0.0888888888888888,,,,23.0,Front7
Zach Cunningham,,HTX,2,57,2017,Vanderbilt,2014,2016,36.0,,,,,,,,,,,,,,LB,Vanderbilt,,,,,,,,,,,,,,,6.0,177.0,118.0,295.0,39.5,0.1666666666666666,,,,29.0,Front7
Larry Ogunjobi,,CLE,3,65,2017,Charlotte,2015,2016,24.0,,,,,,,,,,,,,,DL,Charlotte,,,,,,,,,,,,,,,5.0,68.0,59.0,127.0,28.0,0.2083333333333333,,,,20.0,Front7
Dawuane Smoot,,JAX,3,68,2017,Illinois,2013,2016,41.0,,,,,,,,,,,,,,LB,Illinois,,,,,,,,,,,,,,,16.0,72.0,65.0,137.0,38.5,0.3902439024390244,,,,16.0,Front7
Jordan Willis,,CIN,3,73,2017,Kansas State,2013,2016,40.0,,,,,,,,,,,,,,DE,Kansas State,,,,,,,,,,,,,,,26.0,76.0,38.0,114.0,40.5,0.65,,,,4.0,Front7
Chris Wormley,,RAV,3,74,2017,Michigan,2013,2016,48.0,,,,,,,,,,,,,,DL,Michigan,,,,,,,,,,,,,,,18.0,61.0,62.0,123.0,33.0,0.375,,,,8.0,Front7
Duke Riley,,ATL,3,75,2017,LSU,2013,2016,43.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,1.0,59.0,85.0,144.0,10.0,0.0232558139534883,,,,7.0,Front7
Alex Anzalone,,NOR,3,76,2017,Florida,2013,2016,24.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,3.0,32.0,43.0,75.0,5.0,0.125,,,,8.0,Front7
Daeshon Hall,,CAR,3,77,2017,Texas A&M,2013,2016,47.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,16.0,70.0,91.0,161.0,36.5,0.3404255319148936,,,,0.0,Front7
Tim Williams,,RAV,3,78,2017,Alabama,2013,2016,45.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,21.0,39.0,19.0,58.0,31.0,0.4666666666666667,,,,2.0,Front7
Tarell Basham,,CLT,3,80,2017,Ohio,2013,2016,51.0,,,,,,,,,,,,,,DL,Ohio,,,,,,,,,,,,,,,28.0,75.0,82.0,157.0,40.0,0.5490196078431373,,,,1.0,Front7
Eddie Vanderdoes,,RAI,3,88,2017,UCLA,2013,2016,39.0,,,,,,,,,,,,,,DE,UCLA,,,,,,,,,,,,,,,4.0,69.0,55.0,124.0,13.5,0.1025641025641025,,,,5.0,Front7
Montravius Adams,,GNB,3,93,2017,Auburn,2013,2016,50.0,,,,,,,,,,,,,,DT,Auburn,,,,,,,,,,,,,,,11.0,79.0,72.0,151.0,21.0,0.22,,,,4.0,Front7
Nazair Jones,,SEA,3,102,2017,North Carolina,2014,2016,35.0,,,,,,,,,,,,,,DT,North Carolina,,,,,,,,,,,,,,,5.0,71.0,74.0,145.0,21.0,0.1428571428571428,,,,3.0,Front7
Trey Hendrickson,,NOR,3,103,2017,Florida Atlantic,2013,2016,40.0,,,,,,,,,,,,,,DE,Florida Atlantic,,,,,,,,,,,,,,,29.0,71.0,56.0,127.0,41.5,0.725,,,,10.0,Front7
Kendell Beckwith,,TAM,3,107,2017,LSU,2013,2016,44.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,7.0,124.0,139.0,263.0,24.5,0.1590909090909091,,,,5.0,Front7
Vince Biegel,,GNB,4,108,2017,Wisconsin,2013,2016,47.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,20.0,111.0,71.0,182.0,37.5,0.425531914893617,,,,1.0,Front7
Jaleel Johnson,,MIN,4,109,2017,Iowa,2013,2016,41.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,12.0,53.0,59.0,112.0,18.0,0.2926829268292683,,,,12.0,Front7
Carl Lawson,,CIN,4,116,2017,Auburn,2013,2016,31.0,,,,,,,,,,,,,,DE,Auburn,,,,,,,,,,,,,,,14.0,34.0,33.0,67.0,24.0,0.4516129032258064,,,,10.0,Front7
Ben Gedeon,,MIN,4,120,2017,Michigan,2013,2016,42.0,,,,,,,,,,,,,,LB,Michigan,,,,,,,,,,,,,,,6.0,80.0,96.0,176.0,21.0,0.1428571428571428,,,,15.0,Front7
Jalen Reeves-Maybin,,DET,4,124,2017,Tennessee,2014,2016,30.0,,,,,,,,,,,,,,LB,Tennessee,,,,,,,,,,,,,,,8.0,141.0,85.0,226.0,27.0,0.2666666666666666,,,,15.0,Front7
Deatrich Wise Jr.,,NWE,4,131,2017,Arkansas,2012,2016,47.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,16.0,51.0,61.0,112.0,23.0,0.3404255319148936,,,,38.0,Front7
Ryan Glasgow,,CIN,4,138,2017,Michigan,2013,2016,36.0,,,,,,,,,,,,,,DL,Michigan,,,,,,,,,,,,,,,5.0,41.0,50.0,91.0,18.5,0.1388888888888889,,,,3.0,Front7
Carlos Watkins,,HTX,4,142,2017,Clemson,2012,2016,50.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,14.0,56.0,49.0,105.0,24.0,0.28,,,,9.0,Front7
Blair Brown,,JAX,5,148,2017,Ohio,2013,2016,43.0,,,,,,,,,,,,,,LB,Ohio,,,,,,,,,,,,,,,5.0,138.0,118.0,256.0,24.5,0.1162790697674418,,,,3.0,Front7
Jayon Brown,,OTI,5,155,2017,UCLA,2013,2016,40.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,3.0,136.0,87.0,223.0,9.0,0.075,,,,23.0,Front7
Anthony Walker,,CLT,5,161,2017,Northwestern,2014,2016,38.0,,,,,,,,,,,,,,LB,Northwestern,,,,,,,,,,,,,,,6.0,155.0,123.0,278.0,39.5,0.1578947368421052,,,,22.0,Front7
Matt Milano,,BUF,5,163,2017,Boston College,2014,2016,37.0,,,,,,,,,,,,,,LB,Boston College,,,,,,,,,,,,,,,14.0,104.0,32.0,136.0,31.5,0.3783783783783784,,,,57.0,Front7
Marquel Lee,,RAI,5,168,2017,Wake Forest,2013,2016,46.0,,,,,,,,,,,,,,LB,Wake Forest,,,,,,,,,,,,,,,14.0,143.0,148.0,291.0,42.0,0.3043478260869565,,,,9.0,Front7
Davon Gaudchaux,,MIA,5,178,2017,LSU,2014,2016,35.0,,,,,,,,,,,,,,DT,LSU,,,,,,,,,,,,,,,12.0,51.0,88.0,139.0,19.0,0.3428571428571428,,,,12.0,Front7
Ukeme Eligwe,,KAN,5,183,2017,Georgia Southern,2013,2016,23.0,,,,,,,,,,,,,,LB,Florida StateGeorgia Southern,,,,,,,,,,,,,,,4.0,81.0,47.0,128.0,12.5,0.1739130434782608,,,,1.0,Front7
Caleb Brantley,,CLE,6,185,2017,Florida,2014,2016,38.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,5.0,30.0,51.0,81.0,20.0,0.131578947368421,,,,2.0,Front7
Tanzel Smart,,RAM,6,189,2017,Tulane,2013,2016,44.0,,,,,,,,,,,,,,DT,Tulane,,,,,,,,,,,,,,,9.0,104.0,86.0,190.0,40.5,0.2045454545454545,,,,4.0,Front7
Jordan Evans,,CIN,6,193,2017,Oklahoma,2013,2016,39.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,3.0,153.0,107.0,260.0,21.5,0.0769230769230769,,,,9.0,Front7
Vincent Taylor,,MIA,6,194,2017,Oklahoma State,2014,2016,36.0,,,,,,,,,,,,,,DT,Oklahoma State,,,,,,,,,,,,,,,12.0,66.0,46.0,112.0,22.5,0.3333333333333333,,,,2.0,Front7
Tanner Vallejo,,BUF,6,195,2017,Boise State,2013,2016,44.0,,,,,,,,,,,,,,LB,Boise State,,,,,,,,,,,,,,,5.0,163.0,113.0,276.0,36.0,0.1136363636363636,,,,1.0,Front7
Al-Quadin Muhammad,,NOR,6,196,2017,Miami (FL),2013,2015,17.0,,,,,,,,,,,,,,DE,Miami (FL),,,,,,,,,,,,,,,7.0,39.0,21.0,60.0,10.5,0.4117647058823529,,,,0.0,Front7
D.J. Jones,,SFO,6,198,2017,Ole Miss,2015,2016,25.0,,,,,,,,,,,,,,DT,Ole Miss,,,,,,,,,,,,,,,6.0,34.0,36.0,70.0,8.5,0.24,,,,20.0,Front7
Pita Taumoepenu,,SFO,6,202,2017,Utah,2015,2016,26.0,,,,,,,,,,,,,,DE,Utah,,,,,,,,,,,,,,,15.0,35.0,15.0,50.0,18.0,0.5769230769230769,,,,0.0,Front7
Jeremiah Ledbetter,,DET,6,205,2017,Arkansas,2015,2016,26.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,7.0,41.0,63.0,104.0,15.0,0.2692307692307692,,,,1.0,Front7
Elijah Qualls,,PHI,6,214,2017,Washington,2014,2016,38.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,7.0,42.0,35.0,77.0,11.5,0.1842105263157894,,,,1.0,Front7
Isaac Rochell,,SDG,7,225,2017,Notre Dame,2013,2016,42.0,,,,,,,,,,,,,,DL,Notre Dame,,,,,,,,,,,,,,,4.0,84.0,84.0,168.0,22.0,0.0952380952380952,,,,8.0,Front7
Josh Carraway,,OTI,7,227,2017,Texas Christian,2012,2016,43.0,,,,,,,,,,,,,,DL,Texas Christian,,,,,,,,,,,,,,,19.0,64.0,69.0,133.0,27.5,0.4418604651162791,,,,0.0,Front7
Ejuan Price,,RAM,7,234,2017,Pitt,2011,2016,45.0,,,,,,,,,,,,,,LB,Pitt,,,,,,,,,,,,,,,29.0,92.0,51.0,143.0,53.0,0.6444444444444445,,,,0.0,Front7
Treyvon Hester,,RAI,7,244,2017,Toledo,2013,2016,47.0,,,,,,,,,,,,,,DT,Toledo,,,,,,,,,,,,,,,13.0,77.0,84.0,161.0,31.5,0.2765957446808511,,,,1.0,Front7
Pat O'Connor,,DET,7,250,2017,Eastern Michigan,2012,2016,48.0,,,,,,,,,,,,,,DL,Eastern Michigan,,,,,,,,,,,,,,,20.0,68.0,98.0,166.0,33.5,0.4166666666666667,,,,1.0,Front7
Bradley Chubb,,DEN,1,5,2018,North Carolina State,2014,2017,49.0,,,,,,,,,,,,,,DE,North Carolina State,,,,,,,,,,,,,,,26.0,103.0,101.0,204.0,60.0,0.5306122448979592,,,,25.0,Front7
Roquan Smith,,CHI,1,8,2018,Georgia,2015,2017,40.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,6.0,146.0,106.0,252.0,20.5,0.15,,,,37.0,Front7
Vita Vea,,TAM,1,12,2018,Washington,2015,2017,40.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,9.0,66.0,34.0,100.0,15.0,0.225,,,,51.0,Front7
Daron Payne,,WAS,1,13,2018,Alabama,2015,2017,44.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,3.0,39.0,63.0,102.0,5.0,0.0681818181818181,,,,53.0,Front7
Marcus Davenport,,NOR,1,14,2018,UTSA,2014,2017,46.0,,,,,,,,,,,,,,DE,UTSA,,,,,,,,,,,,,,,21.0,100.0,86.0,186.0,37.0,0.4565217391304347,,,,18.0,Front7
Tremaine Edmunds,,BUF,1,16,2018,Virginia Tech,2015,2017,40.0,,,,,,,,,,,,,,LB,Virginia Tech,,,,,,,,,,,,,,,10.0,122.0,104.0,226.0,35.0,0.25,,,,44.0,Front7
Leighton Vander Esch,,DAL,1,19,2018,Boise State,2015,2017,32.0,,,,,,,,,,,,,,LB,Boise State,,,,,,,,,,,,,,,5.0,128.0,60.0,188.0,13.0,0.15625,,,,35.0,Front7
Rashaan Evans,,OTI,1,22,2018,Alabama,2014,2017,53.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,15.0,85.0,67.0,152.0,23.5,0.2830188679245283,,,,25.0,Front7
Taven Bryan,,JAX,1,29,2018,Florida,2015,2017,36.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,5.0,31.0,36.0,67.0,10.5,0.1388888888888889,,,,10.0,Front7
Harold Landry,,OTI,2,41,2018,Boston College,2014,2017,47.0,,,,,,,,,,,,,,DL,Boston College,,,,,,,,,,,,,,,26.0,100.0,60.0,160.0,47.5,0.5531914893617021,,,,39.0,Front7
Breeland Speaks,,KAN,2,46,2018,Ole Miss,2015,2017,37.0,,,,,,,,,,,,,,DT,Ole Miss,,,,,,,,,,,,,,,9.0,52.0,75.0,127.0,15.0,0.2432432432432432,,,,3.0,Front7
Uchenna Nwosu,,SDG,2,48,2018,USC,2014,2017,53.0,,,,,,,,,,,,,,LB,USC,,,,,,,,,,,,,,,12.0,94.0,74.0,168.0,20.5,0.2264150943396226,,,,13.0,Front7
Kemoko Turay,,CLT,2,52,2018,Rutgers,2014,2017,44.0,,,,,,,,,,,,,,DE,Rutgers,,,,,,,,,,,,,,,15.0,54.0,49.0,103.0,20.5,0.3409090909090909,,,,5.0,Front7
Tyquan Lewis,,CLT,2,64,2018,Ohio State,2014,2017,53.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,23.0,63.0,49.0,112.0,36.5,0.4339622641509434,,,,13.0,Front7
Lorenzo Carter,,NYG,3,66,2018,Georgia,2014,2017,54.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,14.0,82.0,83.0,165.0,20.5,0.2592592592592592,,,,16.0,Front7
Chad Thomas,,CLE,3,67,2018,Miami (FL),2014,2017,48.0,,,,,,,,,,,,,,DE,Miami (FL),,,,,,,,,,,,,,,10.0,51.0,52.0,103.0,26.0,0.2083333333333333,,,,5.0,Front7
B.J. Hill,,NYG,3,69,2018,North Carolina State,2014,2017,51.0,,,,,,,,,,,,,,DT,North Carolina State,,,,,,,,,,,,,,,9.0,79.0,107.0,186.0,26.5,0.1764705882352941,,,,7.0,Front7
Fred Warner,,SFO,3,70,2018,BYU,2014,2017,49.0,,,,,,,,,,,,,,LB,BYU,,,,,,,,,,,,,,,6.0,158.0,106.0,264.0,32.0,0.1224489795918367,,,,82.0,Front7
Jerome Baker,,MIA,3,73,2018,Ohio State,2015,2017,33.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,7.0,90.0,68.0,158.0,17.5,0.2121212121212121,,,,33.0,Front7
Derrick Nnadi,,KAN,3,75,2018,Florida State,2014,2017,48.0,,,,,,,,,,,,,,DT,Florida State,,,,,,,,,,,,,,,11.0,74.0,91.0,165.0,24.0,0.2291666666666666,,,,38.0,Front7
Sam Hubbard,,CIN,3,77,2018,Ohio State,2015,2017,40.0,,,,,,,,,,,,,,DE,Ohio State,,,,,,,,,,,,,,,17.0,64.0,52.0,116.0,29.5,0.425,,,,40.0,Front7
Malik Jefferson,,CIN,3,78,2018,Texas,2015,2017,35.0,,,,,,,,,,,,,,LB,Texas,,,,,,,,,,,,,,,12.0,158.0,72.0,230.0,25.5,0.3428571428571428,,,,1.0,Front7
Rasheem Green,,SEA,3,79,2018,USC,2015,2017,41.0,,,,,,,,,,,,,,DE,USC,,,,,,,,,,,,,,,16.0,49.0,68.0,117.0,20.0,0.3902439024390244,,,,13.0,Front7
Justin Jones,,SDG,3,84,2018,North Carolina State,2015,2017,39.0,,,,,,,,,,,,,,DT,North Carolina State,,,,,,,,,,,,,,,7.0,55.0,52.0,107.0,21.5,0.1794871794871795,,,,14.0,Front7
Arden Key,,RAI,3,87,2018,LSU,2015,2017,31.0,,,,,,,,,,,,,,DE,LSU,,,,,,,,,,,,,,,21.0,59.0,71.0,130.0,26.5,0.6774193548387096,,,,5.0,Front7
Oren Burks,,GNB,3,88,2018,Vanderbilt,2016,2017,25.0,,,,,,,,,,,,,,LB,Vanderbilt,,,,,,,,,,,,,,,4.0,85.0,56.0,141.0,13.5,0.16,,,,6.0,Front7
Deadrin Senat,,ATL,3,90,2018,South Florida,2014,2017,48.0,,,,,,,,,,,,,,DT,South Florida,,,,,,,,,,,,,,,7.0,104.0,75.0,179.0,23.5,0.1458333333333333,,,,3.0,Front7
Harrison Phillips,,BUF,3,96,2018,Stanford,2014,2017,34.0,,,,,,,,,,,,,,DE,Stanford,,,,,,,,,,,,,,,15.0,60.0,97.0,157.0,28.0,0.4411764705882353,,,,8.0,Front7
Dorian O'Daniel,,KAN,3,100,2018,Clemson,2014,2017,56.0,,,,,,,,,,,,,,LB,Clemson,,,,,,,,,,,,,,,8.0,129.0,77.0,206.0,28.0,0.1428571428571428,,,,5.0,Front7
Jalyn Holmes,,MIN,4,102,2018,Ohio State,2014,2017,48.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,5.0,40.0,44.0,84.0,14.0,0.1041666666666666,,,,5.0,Front7
Josey Jewell,,DEN,4,106,2018,Iowa,2014,2017,50.0,,,,,,,,,,,,,,LB,Iowa,,,,,,,,,,,,,,,9.0,211.0,226.0,437.0,28.0,0.18,,,,28.0,Front7
Da'Shawn Hand,,DET,4,114,2018,Alabama,2014,2017,50.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,10.0,30.0,41.0,71.0,15.5,0.2,,,,6.0,Front7
Joel Iyiegbuniwe,,CHI,4,115,2018,Western Kentucky,2014,2017,44.0,,,,,,,,,,,,,,LB,Western Kentucky,,,,,,,,,,,,,,,6.0,107.0,93.0,200.0,22.5,0.1363636363636363,,,,4.0,Front7
Dorance Armstrong Jr.,,DAL,4,116,2018,Kansas,2015,2017,36.0,,,,,,,,,,,,,,DE,Kansas,,,,,,,,,,,,,,,15.0,89.0,53.0,142.0,34.5,0.4166666666666667,,,,15.0,Front7
Kenny Young,,RAV,4,122,2018,UCLA,2014,2017,51.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,6.0,193.0,111.0,304.0,22.0,0.1176470588235294,,,,5.0,Front7
Kentavius Street,,SFO,4,128,2018,North Carolina State,2014,2017,51.0,,,,,,,,,,,,,,DE,North Carolina State,,,,,,,,,,,,,,,9.0,48.0,73.0,121.0,19.5,0.1764705882352941,,,,4.0,Front7
Josh Sweat,,PHI,4,130,2018,Florida State,2015,2017,37.0,,,,,,,,,,,,,,DE,Florida State,,,,,,,,,,,,,,,14.0,77.0,61.0,138.0,29.0,0.3783783783783784,,,,32.0,Front7
Marquis Haynes,,CAR,4,136,2018,Ole Miss,2014,2017,50.0,,,,,,,,,,,,,,DE,Ole Miss,,,,,,,,,,,,,,,32.0,102.0,70.0,172.0,47.5,0.64,,,,7.0,Front7
RJ McIntosh,,NYG,5,139,2018,Miami (FL),2015,2017,31.0,,,,,,,,,,,,,,DL,Miami (FL),,,,,,,,,,,,,,,5.0,51.0,52.0,103.0,23.0,0.1612903225806451,,,,1.0,Front7
Maurice Hurst Jr.,,RAI,5,140,2018,Michigan,2014,2017,46.0,,,,,,,,,,,,,,DT,Michigan,,,,,,,,,,,,,,,12.0,64.0,68.0,132.0,33.5,0.2608695652173913,,,,9.0,Front7
Shaquem Griffin,,SEA,5,141,2018,UCF,2016,2017,26.0,,,,,,,,,,,,,,LB,UCF,,,,,,,,,,,,,,,18.0,101.0,65.0,166.0,33.5,0.6923076923076923,,,,4.0,Front7
Jawhan Bentley,,NWE,5,143,2018,Purdue,2014,2017,38.0,,,,,,,,,,,,,,LB,Purdue,,,,,,,,,,,,,,,1.0,160.0,112.0,272.0,29.5,0.0263157894736842,,,,36.0,Front7
Micah Kiser,,RAM,5,147,2018,Virginia,2014,2017,49.0,,,,,,,,,,,,,,LB,Virginia,,,,,,,,,,,,,,,19.0,188.0,223.0,411.0,32.5,0.3877551020408163,,,,6.0,Front7
Genard Avery,,CLE,5,150,2018,Memphis,2014,2017,50.0,,,,,,,,,,,,,,LB,Memphis,,,,,,,,,,,,,,,21.0,170.0,63.0,233.0,45.5,0.42,,,,4.0,Front7
Andrew Brown,,CIN,5,158,2018,Virginia,2014,2017,41.0,,,,,,,,,,,,,,DT,Virginia,,,,,,,,,,,,,,,10.0,42.0,52.0,94.0,26.5,0.2439024390243902,,,,2.0,Front7
Ogbonnia Okoronkwo,,RAM,5,160,2018,Oklahoma,2014,2017,46.0,,,,,,,,,,,,,,DE,Oklahoma,,,,,,,,,,,,,,,20.0,105.0,58.0,163.0,33.5,0.4347826086956521,,,,2.0,Front7
Jermaine Carter Jr.,,CAR,5,161,2018,Maryland,2014,2017,50.0,,,,,,,,,,,,,,LB,Maryland,,,,,,,,,,,,,,,9.0,193.0,137.0,330.0,29.0,0.18,,,,14.0,Front7
Tim Settle,,WAS,5,163,2018,Virginia Tech,2016,2017,27.0,,,,,,,,,,,,,,DT,Virginia Tech,,,,,,,,,,,,,,,4.0,28.0,25.0,53.0,19.5,0.1481481481481481,,,,4.0,Front7
Duke Ejiofor,,HTX,6,177,2018,Wake Forest,2014,2017,42.0,,,,,,,,,,,,,,DE,Wake Forest,,,,,,,,,,,,,,,23.0,79.0,54.0,133.0,43.0,0.5476190476190477,,,,1.0,Front7
Folorunso Fatukasi,,NYJ,6,180,2018,Connecticut,2014,2017,48.0,,,,,,,,,,,,,,DL,Connecticut,,,,,,,,,,,,,,,14.0,103.0,67.0,170.0,21.0,0.2916666666666667,,,,11.0,Front7
Kylie Fitts,,CHI,6,181,2018,Utah,2013,2017,26.0,,,,,,,,,,,,,,DE,UCLAUtah,,,,,,,,,,,,,,,11.0,38.0,31.0,69.0,15.0,0.4230769230769231,,,,0.0,Front7
Jacob Martin,,SEA,6,186,2018,Temple,2014,2017,50.0,,,,,,,,,,,,,,DL,Temple,,,,,,,,,,,,,,,11.0,42.0,38.0,80.0,17.5,0.22,,,,2.0,Front7
Chris Covington,,DAL,6,193,2018,Indiana,2014,2017,37.0,,,,,,,,,,,,,,LB,Indiana,,,,,,,,,,,,,,,5.0,70.0,48.0,118.0,15.0,0.1351351351351351,,,,0.0,Front7
Sebastian Joseph,,RAM,6,195,2018,Rutgers,2013,2017,50.0,,,,,,,,,,,,,,DL,Rutgers,,,,,,,,,,,,,,,3.0,44.0,53.0,97.0,14.5,0.06,,,,17.0,Front7
Shaun Dion Hamilton,,WAS,6,197,2018,Alabama,2014,2017,51.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,4.0,65.0,69.0,134.0,16.0,0.0784313725490196,,,,8.0,Front7
Jack Cichy,,TAM,6,202,2018,Wisconsin,2013,2016,21.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,6.0,78.0,43.0,121.0,15.0,0.2857142857142857,,,,0.0,Front7
Trevon Young,,RAM,6,205,2018,Louisville,2014,2017,36.0,,,,,,,,,,,,,,DE,Louisville,,,,,,,,,,,,,,,14.0,62.0,39.0,101.0,24.0,0.3888888888888889,,,,0.0,Front7
Peter Kalambayi,,HTX,6,214,2018,Stanford,2014,2017,54.0,,,,,,,,,,,,,,LB,Stanford,,,,,,,,,,,,,,,18.0,111.0,79.0,190.0,28.0,0.3333333333333333,,,,3.0,Front7
Keishawn Bierria,,DEN,6,217,2018,Washington,2014,2017,54.0,,,,,,,,,,,,,,LB,Washington,,,,,,,,,,,,,,,7.0,155.0,87.0,242.0,19.5,0.1296296296296296,,,,1.0,Front7
Matthew Adams,,CLT,7,221,2018,Houston,2014,2017,48.0,,,,,,,,,,,,,,LB,Houston,,,,,,,,,,,,,,,7.0,161.0,98.0,259.0,21.0,0.1458333333333333,,,,9.0,Front7
Jullian Taylor,,SFO,7,223,2018,Temple,2014,2017,18.0,,,,,,,,,,,,,,DL,Temple,,,,,,,,,,,,,,,1.0,29.0,23.0,52.0,11.5,0.0555555555555555,,,,1.0,Front7
Devante Downs,,MIN,7,225,2018,California,2014,2017,40.0,,,,,,,,,,,,,,LB,California,,,,,,,,,,,,,,,8.0,108.0,104.0,212.0,14.5,0.2,,,,1.0,Front7
Leon Jacobs,,JAX,7,230,2018,Wisconsin,2013,2017,38.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,5.0,62.0,43.0,105.0,14.5,0.131578947368421,,,,7.0,Front7
Travin Howard,,RAM,7,231,2018,Texas Christian,2016,2017,25.0,,,,,,,,,,,,,,LB,Texas Christian,,,,,,,,,,,,,,,2.0,132.0,106.0,238.0,11.0,0.08,,,,3.0,Front7
