Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Markus Kuhn,,NYG,7,239,2012,North Carolina State,2007,2011,48.0,,,,,,,,,,,,,,DL,North Carolina State,,,,,,,,,,,,,,,8.0,61.0,54.0,115.0,18.5,0.1666666666666666,,,,6.0,Front7
Travian Robertson,,ATL,7,249,2012,South Carolina,2007,2011,56.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,6.0,71.0,52.0,123.0,21.0,0.1071428571428571,,,,1.0,Front7
Dion Jordan,,MIA,1,3,2013,Oregon,2010,2012,39.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,14.0,72.0,47.0,119.0,29.0,0.358974358974359,,,,3.0,Front7
Ezekiel Ansah,,DET,1,5,2013,BYU,2010,2012,31.0,,,,,,,,,,,,,,DL,BYU,,,,,,,,,,,,,,,4.0,39.0,33.0,72.0,13.0,0.1290322580645161,,,,37.0,Front7
Barkevious Mingo,,CLE,1,6,2013,LSU,2010,2012,40.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,15.0,60.0,59.0,119.0,29.0,0.375,,,,10.0,Front7
Sheldon Richardson,,NYJ,1,13,2013,Missouri,2011,2012,24.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,6.0,54.0,58.0,112.0,18.5,0.25,,,,32.0,Front7
Star Lotulelei,,CAR,1,14,2013,Utah,2010,2012,38.0,,,,,,,,,,,,,,DL,Utah,,,,,,,,,,,,,,,7.0,48.0,59.0,107.0,21.5,0.1842105263157894,,,,28.0,Front7
Jarvis Jones,,PIT,1,17,2013,Georgia,2009,2012,34.0,,,,,,,,,,,,,,LB,GeorgiaUSC,,,,,,,,,,,,,,,28.0,96.0,72.0,168.0,45.5,0.8235294117647058,,,,17.0,Front7
Shariff Floyd,,MIN,1,23,2013,Florida,2011,2012,24.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,4.0,48.0,44.0,92.0,19.5,0.1666666666666666,,,,13.0,Front7
Bjoern Werner,,CLT,1,24,2013,Florida State,2010,2012,41.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,23.0,63.0,36.0,99.0,35.0,0.5609756097560976,,,,10.0,Front7
Datone Jones,,GNB,1,26,2013,UCLA,2008,2012,51.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,12.0,90.0,58.0,148.0,36.5,0.2352941176470588,,,,9.0,Front7
Sylvester Williams,,DEN,1,28,2013,North Carolina,2011,2012,25.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,8.0,44.0,52.0,96.0,20.5,0.32,,,,22.0,Front7
Alec Ogletree,,RAM,1,30,2013,Georgia,2011,2012,18.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,6.0,104.0,59.0,163.0,19.0,0.3333333333333333,,,,37.0,Front7
Manti Te'o,,SDG,2,38,2013,Notre Dame,2009,2012,51.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,8.0,212.0,225.0,437.0,34.0,0.1568627450980392,,,,14.0,Front7
Cornellius Carradine,,SFO,2,40,2013,Florida State,2011,2012,25.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,16.0,71.0,47.0,118.0,21.0,0.64,,,,7.0,Front7
Kawann Short,,CAR,2,44,2013,Purdue,2009,2012,50.0,,,,,,,,,,,,,,DL,Purdue,,,,,,,,,,,,,,,19.0,124.0,62.0,186.0,49.0,0.38,,,,41.0,Front7
Kevin Minter,,CRD,2,45,2013,LSU,2010,2012,37.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,5.0,81.0,125.0,206.0,18.5,0.1351351351351351,,,,19.0,Front7
Kiko Alonso,,BUF,2,46,2013,Oregon,2009,2012,37.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,3.0,99.0,45.0,144.0,21.0,0.081081081081081,,,,10.0,Front7
Johnathan Hankins,,NYG,2,49,2013,Ohio State,2010,2012,38.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,5.0,58.0,80.0,138.0,16.5,0.131578947368421,,,,17.0,Front7
Jonathan Bostic,,CHI,2,50,2013,Florida,2010,2012,39.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,7.0,141.0,78.0,219.0,19.0,0.1794871794871795,,,,5.0,Front7
Jamie Collins,,NWE,2,52,2013,Southern Mississippi,2011,2012,26.0,,,,,,,,,,,,,,DL,Southern Mississippi,,,,,,,,,,,,,,,16.0,124.0,66.0,190.0,39.5,0.6153846153846154,,,,42.0,Front7
Margus Hunt,,CIN,2,53,2013,SMU,2009,2012,53.0,,,,,,,,,,,,,,DL,SMU,,,,,,,,,,,,,,,16.0,60.0,52.0,112.0,28.0,0.3018867924528302,,,,4.0,Front7
Arthur Brown,,RAV,2,56,2013,Kansas State,2008,2012,50.0,,,,,,,,,,,,,,LB,Kansas StateMiami (FL),,,,,,,,,,,,,,,3.0,132.0,86.0,218.0,17.0,0.06,,,,2.0,Front7
Sio Moore,,RAI,3,66,2013,Connecticut,2009,2012,41.0,,,,,,,,,,,,,,LB,Connecticut,,,,,,,,,,,,,,,16.0,174.0,100.0,274.0,44.0,0.3902439024390244,,,,9.0,Front7
Bennie Logan,,PHI,3,67,2013,LSU,2010,2012,30.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,5.0,38.0,69.0,107.0,12.5,0.1666666666666666,,,,22.0,Front7
Damontre Moore,,NYG,3,81,2013,Texas A&M,2010,2012,38.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,26.0,116.0,81.0,197.0,45.0,0.6842105263157895,,,,4.0,Front7
John Jenkins,,NOR,3,82,2013,Georgia,2011,2012,27.0,,,,,,,,,,,,,,DL,Georgia,,,,,,,,,,,,,,,4.0,36.0,42.0,78.0,8.0,0.1481481481481481,,,,9.0,Front7
Jordan Hill,,SEA,3,87,2013,Penn State,2011,2012,25.0,,,,,,,,,,,,,,DL,Penn State,,,,,,,,,,,,,,,8.0,51.0,72.0,123.0,16.5,0.32,,,,6.0,Front7
Corey Lemonier,,SFO,3,88,2013,Auburn,2010,2012,39.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,17.0,57.0,41.0,98.0,24.0,0.4358974358974359,,,,3.0,Front7
Zaviar Gooden,,OTI,3,97,2013,Missouri,2009,2012,49.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,4.0,161.0,95.0,256.0,20.5,0.0816326530612244,,,,3.0,Front7
Nico Johnson,,KAN,4,99,2013,Alabama,2009,2012,52.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,2.0,87.0,76.0,163.0,16.5,0.0384615384615384,,,,1.0,Front7
Akeem Spence,,TAM,4,100,2013,Illinois,2010,2012,38.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,3.0,65.0,121.0,186.0,16.5,0.0789473684210526,,,,14.0,Front7
Alex Okafor,,CRD,4,103,2013,Texas,2009,2012,52.0,,,,,,,,,,,,,,DL,Texas,,,,,,,,,,,,,,,23.0,88.0,62.0,150.0,34.0,0.4423076923076923,,,,14.0,Front7
Jelani Jenkins,,MIA,4,104,2013,Florida,2009,2012,36.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,6.0,109.0,73.0,182.0,16.5,0.1666666666666666,,,,14.0,Front7
Khaseem Greene,,CHI,4,117,2013,Rutgers,2012,2012,13.0,,,,,,,,,,,,,,LB,Rutgers,,,,,,,,,,,,,,,6.0,70.0,66.0,136.0,12.0,0.4615384615384615,,,,3.0,Front7
Sean Porter,,CIN,4,118,2013,Texas A&M,2009,2012,52.0,,,,,,,,,,,,,,LB,Texas A&M,,,,,,,,,,,,,,,14.0,148.0,113.0,261.0,34.5,0.2692307692307692,,,,0.0,Front7
William Gholston,,TAM,4,126,2013,Michigan State,2010,2012,36.0,,,,,,,,,,,,,,DL,Michigan State,,,,,,,,,,,,,,,10.0,62.0,80.0,142.0,30.0,0.2777777777777778,,,,39.0,Front7
Malliciah Goodman,,ATL,4,127,2013,Clemson,2009,2012,54.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,12.0,70.0,57.0,127.0,23.0,0.2222222222222222,,,,5.0,Front7
John Simon,,RAV,4,129,2013,Ohio State,2009,2012,50.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,20.0,81.0,73.0,154.0,42.0,0.4,,,,1.0,Front7
Devin Taylor,,DET,4,132,2013,South Carolina,2009,2012,52.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,18.0,107.0,54.0,161.0,35.5,0.3461538461538461,,,,12.0,Front7
Lavar Edwards,,OTI,5,142,2013,LSU,2009,2012,52.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,10.0,41.0,55.0,96.0,20.0,0.1923076923076923,,,,1.0,Front7
Quanterus Smith,,DEN,5,146,2013,Western Kentucky,2009,2012,46.0,,,,,,,,,,,,,,DL,Western Kentucky,,,,,,,,,,,,,,,24.0,87.0,48.0,135.0,41.0,0.5217391304347826,,,,1.0,Front7
Steven Means,,TAM,5,147,2013,Buffalo,2009,2012,48.0,,,,,,,,,,,,,,DL,Buffalo,,,,,,,,,,,,,,,19.0,87.0,99.0,186.0,30.5,0.3958333333333333,,,,1.0,Front7
A.J. Klein,,CAR,5,148,2013,Iowa State,2009,2012,51.0,,,,,,,,,,,,,,LB,Iowa State,,,,,,,,,,,,,,,3.0,181.0,180.0,361.0,20.0,0.0588235294117647,,,,9.0,Front7
Stansly Maponga,,ATL,5,153,2013,Texas Christian,2010,2012,36.0,,,,,,,,,,,,,,DL,Texas Christian,,,,,,,,,,,,,,,15.0,63.0,50.0,113.0,23.0,0.4166666666666667,,,,2.0,Front7
Quinton Dial,,SFO,5,157,2013,Alabama,2011,2012,25.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,2.0,20.0,26.0,46.0,8.0,0.08,,,,13.0,Front7
Brandon Jenkins,,WAS,5,162,2013,Florida State,2009,2012,40.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,22.0,81.0,38.0,119.0,37.5,0.55,,,,0.0,Front7
Josh Boyd,,GNB,5,167,2013,Mississippi State,2009,2012,51.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,8.0,47.0,78.0,125.0,18.0,0.1568627450980392,,,,4.0,Front7
Tourek Williams,,SDG,6,179,2013,Florida International,2009,2012,49.0,,,,,,,,,,,,,,DL,Florida International,,,,,,,,,,,,,,,18.0,84.0,66.0,150.0,45.0,0.3673469387755102,,,,5.0,Front7
Cornelius Washington,,CHI,6,188,2013,Georgia,2009,2012,51.0,,,,,,,,,,,,,,DL,Georgia,,,,,,,,,,,,,,,10.0,46.0,30.0,76.0,17.0,0.196078431372549,,,,3.0,Front7
Kapron Lewis-Moore,,RAV,6,200,2013,Notre Dame,2009,2012,45.0,,,,,,,,,,,,,,DL,Notre Dame,,,,,,,,,,,,,,,12.0,79.0,101.0,180.0,22.0,0.2666666666666666,,,,0.0,Front7
Stacy McGee,,RAI,6,205,2013,Oklahoma,2009,2012,34.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,2.0,29.0,34.0,63.0,9.5,0.0588235294117647,,,,10.0,Front7
Vince Williams,,PIT,6,206,2013,Florida State,2008,2012,49.0,,,,,,,,,,,,,,LB,Florida State,,,,,,,,,,,,,,,3.0,85.0,54.0,139.0,12.5,0.0612244897959183,,,,35.0,Front7
Michael Mauti,,MIN,7,213,2013,Penn State,2010,2012,26.0,,,,,,,,,,,,,,LB,Penn State,,,,,,,,,,,,,,,4.0,91.0,92.0,183.0,12.5,0.1538461538461538,,,,2.0,Front7
Michael Buchanan,,NWE,7,226,2013,Illinois,2009,2012,46.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,14.0,68.0,93.0,161.0,26.0,0.3043478260869565,,,,2.0,Front7
Sam Barrington,,GNB,7,232,2013,South Florida,2009,2012,49.0,,,,,,,,,,,,,,LB,South Florida,,,,,,,,,,,,,,,6.0,151.0,107.0,258.0,21.5,0.1224489795918367,,,,4.0,Front7
Steve Beauharnais,,NWE,7,235,2013,Rutgers,2009,2012,51.0,,,,,,,,,,,,,,LB,Rutgers,,,,,,,,,,,,,,,12.0,128.0,146.0,274.0,35.0,0.2352941176470588,,,,0.0,Front7
Jadeveon Clowney,,HTX,1,1,2014,South Carolina,2011,2013,36.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,24.0,85.0,44.0,129.0,47.0,0.6666666666666666,,,,38.0,Front7
Khalil Mack,,RAI,1,5,2014,Buffalo,2010,2013,48.0,,,,,,,,,,,,,,LB,Buffalo,,,,,,,,,,,,,,,28.0,185.0,142.0,327.0,74.5,0.5833333333333334,,,,41.0,Front7
Jake Matthews,,ATL,1,6,2014,Texas A&M,2014,2016,33.0,,,,,,,,,,,,,,LB,Arizona,,,,,,,,,,,,,,,3.0,69.0,38.0,107.0,3.5,0.0909090909090909,,,,75.0,Front7
Anthony Barr,,MIN,1,9,2014,UCLA,2012,2013,26.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,23.0,103.0,46.0,149.0,41.5,0.8846153846153846,,,,52.0,Front7
Aaron Donald,,RAM,1,13,2014,Pitt,2010,2013,51.0,,,,,,,,,,,,,,DL,Pitt,,,,,,,,,,,,,,,29.0,115.0,66.0,181.0,66.0,0.5686274509803921,,,,123.0,Front7
Ryan Shazier,,PIT,1,15,2014,Ohio State,2011,2013,39.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,15.0,210.0,107.0,317.0,45.5,0.3846153846153846,,,,27.0,Front7
C.J. Mosley,,RAV,1,17,2014,Alabama,2010,2013,51.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,6.0,175.0,142.0,317.0,23.0,0.1176470588235294,,,,59.0,Front7
Dee Ford,,KAN,1,23,2014,Auburn,2009,2013,52.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,20.0,60.0,33.0,93.0,27.5,0.3846153846153846,,,,21.0,Front7
Marcus Smith,,PHI,1,26,2014,Louisville,2011,2013,36.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,25.0,57.0,25.0,82.0,32.5,0.6944444444444444,,,,3.0,Front7
Dominique Easley,,NWE,1,29,2014,Florida,2010,2013,31.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,5.0,38.0,34.0,72.0,18.0,0.1612903225806451,,,,4.0,Front7
Demarcus Lawrence,,DAL,2,34,2014,Boise State,2012,2013,23.0,,,,,,,,,,,,,,DL,Boise State,,,,,,,,,,,,,,,20.0,63.0,57.0,120.0,34.0,0.8695652173913043,,,,65.0,Front7
Ra'Shede Hageman,,ATL,2,37,2014,Minnesota,2010,2013,46.0,,,,,,,,,,,,,,DL,Minnesota,,,,,,,,,,,,,,,10.0,57.0,34.0,91.0,24.0,0.217391304347826,,,,8.0,Front7
Kyle Van Noy,,DET,2,40,2014,BYU,2010,2013,52.0,,,,,,,,,,,,,,LB,BYU,,,,,,,,,,,,,,,25.0,157.0,69.0,226.0,61.5,0.4807692307692308,,,,4.0,Front7
Stephon Tuitt,,PIT,2,46,2014,Notre Dame,2011,2013,35.0,,,,,,,,,,,,,,DL,Notre Dame,,,,,,,,,,,,,,,21.0,59.0,67.0,126.0,25.0,0.6,,,,38.0,Front7
Trent Murphy,,WAS,2,47,2014,Stanford,2010,2013,43.0,,,,,,,,,,,,,,DL,Stanford,,,,,,,,,,,,,,,32.0,102.0,58.0,160.0,52.5,0.7441860465116279,,,,11.0,Front7
Timmy Jernigan,,RAV,2,48,2014,Florida State,2011,2013,40.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,8.0,73.0,65.0,138.0,25.0,0.2,,,,14.0,Front7
Jeremiah Attaochu,,SDG,2,50,2014,Georgia Tech,2010,2013,49.0,,,,,,,,,,,,,,LB,Georgia Tech,,,,,,,,,,,,,,,31.0,134.0,62.0,196.0,43.5,0.6326530612244898,,,,8.0,Front7
Ego Ferguson,,CHI,2,51,2014,LSU,2011,2013,38.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,1.0,24.0,61.0,85.0,5.0,0.0263157894736842,,,,2.0,Front7
Kony Ealy,,CAR,2,60,2014,Missouri,2011,2013,39.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,13.0,56.0,40.0,96.0,28.0,0.3333333333333333,,,,10.0,Front7
Christian Kirksey,,CLE,3,71,2014,Iowa,2010,2013,49.0,,,,,,,,,,,,,,LB,Iowa,,,,,,,,,,,,,,,5.0,151.0,164.0,315.0,13.5,0.1020408163265306,,,,22.0,Front7
Scott Crichton,,MIN,3,72,2014,Oregon State,2011,2013,38.0,,,,,,,,,,,,,,DL,Oregon State,,,,,,,,,,,,,,,23.0,100.0,65.0,165.0,51.0,0.6052631578947368,,,,2.0,Front7
Preston Brown,,BUF,3,73,2014,Louisville,2012,2013,26.0,,,,,,,,,,,,,,LB,Louisville,,,,,,,,,,,,,,,5.0,121.0,82.0,203.0,16.0,0.1923076923076923,,,,28.0,Front7
Jay Bromley,,NYG,3,74,2014,Syracuse,2010,2013,50.0,,,,,,,,,,,,,,DL,Syracuse,,,,,,,,,,,,,,,13.0,70.0,50.0,120.0,24.5,0.26,,,,5.0,Front7
Chris Borland,,SFO,3,77,2014,Wisconsin,2009,2013,54.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,17.0,233.0,187.0,420.0,50.0,0.3148148148148148,,,,6.0,Front7
Will Sutton,,CHI,3,82,2014,Arizona State,2009,2013,51.0,,,,,,,,,,,,,,DL,Arizona State,,,,,,,,,,,,,,,20.0,95.0,66.0,161.0,45.5,0.392156862745098,,,,8.0,Front7
Kareem Martin,,CRD,3,84,2014,North Carolina,2010,2013,49.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,19.0,92.0,86.0,178.0,45.5,0.3877551020408163,,,,9.0,Front7
Will Clarke,,CIN,3,88,2014,West Virginia,2013,2013,12.0,,,,,,,,,,,,,,DL,West Virginia,,,,,,,,,,,,,,,6.0,36.0,14.0,50.0,17.0,0.5,,,,4.0,Front7
Justin Ellis,,RAI,4,107,2014,Louisiana Tech,2011,2013,34.0,,,,,,,,,,,,,,DL,Louisiana Tech,,,,,,,,,,,,,,,2.0,36.0,62.0,98.0,9.0,0.0588235294117647,,,,19.0,Front7
Cassius Marsh,,SEA,4,108,2014,UCLA,2010,2013,51.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,15.0,96.0,53.0,149.0,22.5,0.2941176470588235,,,,5.0,Front7
Daquan Jones,,OTI,4,112,2014,Penn State,2011,2013,36.0,,,,,,,,,,,,,,DL,Penn State,,,,,,,,,,,,,,,3.0,45.0,41.0,86.0,13.5,0.0833333333333333,,,,34.0,Front7
Anthony Hitchens,,DAL,4,119,2014,Iowa,2012,2013,24.0,,,,,,,,,,,,,,LB,Iowa,,,,,,,,,,,,,,,3.0,110.0,126.0,236.0,19.0,0.125,,,,21.0,Front7
Carl Bradford,,GNB,4,121,2014,Arizona State,2011,2013,36.0,,,,,,,,,,,,,,LB,Arizona State,,,,,,,,,,,,,,,21.0,110.0,44.0,154.0,43.0,0.5833333333333334,,,,0.0,Front7
Kevin Pierre-Louis,,SEA,4,132,2014,Boston College,2010,2013,44.0,,,,,,,,,,,,,,LB,Boston College,,,,,,,,,,,,,,,8.0,214.0,146.0,360.0,23.0,0.1818181818181818,,,,3.0,Front7
Brent Urban,,RAV,4,134,2014,Virginia,2011,2013,33.0,,,,,,,,,,,,,,DL,Virginia,,,,,,,,,,,,,,,3.0,26.0,49.0,75.0,16.0,0.0909090909090909,,,,18.0,Front7
Prince Shembo,,ATL,4,139,2014,Notre Dame,2010,2013,51.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,19.0,71.0,74.0,145.0,24.5,0.3725490196078431,,,,2.0,Front7
Taylor Hart,,PHI,5,141,2014,Oregon,2010,2013,52.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,16.0,97.0,76.0,173.0,22.0,0.3076923076923077,,,,1.0,Front7
Telvin Smith,,JAX,5,144,2014,Florida State,2010,2013,54.0,,,,,,,,,,,,,,LB,Florida State,,,,,,,,,,,,,,,7.0,139.0,75.0,214.0,29.0,0.1296296296296296,,,,42.0,Front7
Aaron Lynch,,SFO,5,150,2014,South Florida,2011,2013,24.0,,,,,,,,,,,,,,DL,Notre DameSouth Florida,,,,,,,,,,,,,,,10.0,36.0,26.0,62.0,19.0,0.4166666666666667,,,,10.0,Front7
Avery Williamson,,OTI,5,151,2014,Kentucky,2010,2013,48.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,4.0,147.0,149.0,296.0,10.0,0.0833333333333333,,,,25.0,Front7
Lamin Barrow,,DEN,5,156,2014,LSU,2010,2013,51.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,1.0,87.0,143.0,230.0,14.5,0.0196078431372549,,,,1.0,Front7
Chris Smith,,JAX,5,159,2014,Arkansas,2010,2013,43.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,21.0,61.0,61.0,122.0,30.5,0.4883720930232558,,,,3.0,Front7
Ed Stinson,,CRD,5,160,2014,Alabama,2010,2013,49.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,5.0,57.0,47.0,104.0,15.5,0.1020408163265306,,,,5.0,Front7
Ryan Carrethers,,SDG,5,165,2014,Arkansas State,2010,2013,49.0,,,,,,,,,,,,,,DL,Arkansas State,,,,,,,,,,,,,,,6.0,58.0,138.0,196.0,14.5,0.1224489795918367,,,,3.0,Front7
Jonathan Newsome,,CLT,5,166,2014,Ball State,2012,2013,22.0,,,,,,,,,,,,,,DL,Ball State,,,,,,,,,,,,,,,17.0,49.0,66.0,115.0,24.5,0.7727272727272727,,,,4.0,Front7
Ronald Powell,,NOR,5,169,2014,Florida,2010,2013,35.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,11.0,53.0,26.0,79.0,18.5,0.3142857142857143,,,,1.0,Front7
Devon Kennard,,NYG,5,174,2014,USC,2009,2013,52.0,,,,,,,,,,,,,,DL,USC,,,,,,,,,,,,,,,12.0,96.0,99.0,195.0,26.0,0.2307692307692307,,,,13.0,Front7
Jeoffrey Pagan,,HTX,6,177,2014,Alabama,2011,2013,32.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,3.0,27.0,33.0,60.0,7.5,0.09375,,,,1.0,Front7
Andrew Jackson,,CLT,6,203,2014,Western Kentucky,2011,2013,33.0,,,,,,,,,,,,,,LB,Western Kentucky,,,,,,,,,,,,,,,6.0,152.0,143.0,295.0,37.5,0.1818181818181818,,,,1.0,Front7
Ik Enemkpali,,NYJ,6,210,2014,Louisiana Tech,2010,2013,48.0,,,,,,,,,,,,,,DL,Louisiana Tech,,,,,,,,,,,,,,,17.0,71.0,77.0,148.0,32.0,0.3541666666666667,,,,0.0,Front7
Marquis Flowers,,CIN,6,212,2014,Arizona,2012,2013,26.0,,,,,,,,,,,,,,LB,Arizona,,,,,,,,,,,,,,,6.0,111.0,83.0,194.0,24.5,0.2307692307692307,,,,4.0,Front7
Daniel McCullers,,PIT,6,215,2014,Tennessee,2012,2013,24.0,,,,,,,,,,,,,,DL,Tennessee,,,,,,,,,,,,,,,1.0,41.0,31.0,72.0,10.0,0.0416666666666666,,,,6.0,Front7
Shamar Stephen,,MIN,7,220,2014,Connecticut,2010,2013,46.0,,,,,,,,,,,,,,DL,Connecticut,,,,,,,,,,,,,,,5.0,55.0,75.0,130.0,17.0,0.108695652173913,,,,25.0,Front7
Randell Johnson,,BUF,7,221,2014,Florida Atlantic,2010,2013,40.0,,,,,,,,,,,,,,LB,Florida Atlantic,,,,,,,,,,,,,,,9.0,104.0,91.0,195.0,30.5,0.225,,,,2.0,Front7
Brandon Watts,,MIN,7,223,2014,Georgia Tech,2013,2013,11.0,,,,,,,,,,,,,,LB,Georgia Tech,,,,,,,,,,,,,,,2.0,37.0,23.0,60.0,3.0,0.1818181818181818,,,,1.0,Front7
Beau Allen,,PHI,7,224,2014,Wisconsin,2010,2013,50.0,,,,,,,,,,,,,,DL,Wisconsin,,,,,,,,,,,,,,,8.0,45.0,49.0,94.0,15.0,0.16,,,,8.0,Front7
Trevor Reilly,,NYJ,7,233,2014,Utah,2010,2013,48.0,,,,,,,,,,,,,,DL,Utah,,,,,,,,,,,,,,,20.0,131.0,104.0,235.0,37.5,0.4166666666666667,,,,3.0,Front7
Corey Nelson,,DEN,7,242,2014,Oklahoma,2010,2013,46.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,7.0,77.0,79.0,156.0,17.5,0.1521739130434782,,,,8.0,Front7
Ken Bishop,,DAL,7,251,2014,Northern Illinois,2012,2013,27.0,,,,,,,,,,,,,,DL,Northern Illinois,,,,,,,,,,,,,,,3.0,66.0,59.0,125.0,16.5,0.1111111111111111,,,,0.0,Front7
Dante Fowler Jr.,,JAX,1,3,2015,Florida,2012,2014,36.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,14.0,73.0,67.0,140.0,33.0,0.3888888888888889,,,,5.0,Front7
Leonard Williams,,NYJ,1,6,2015,USC,2012,2014,39.0,,,,,,,,,,,,,,DL,USC,,,,,,,,,,,,,,,20.0,111.0,107.0,218.0,35.5,0.5128205128205128,,,,26.0,Front7
Vic Beasley,,ATL,1,8,2015,Clemson,2011,2014,47.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,33.0,72.0,17.0,89.0,52.0,0.7021276595744681,,,,32.0,Front7
Danny Shelton,,CLE,1,12,2015,Washington,2011,2014,50.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,10.0,104.0,95.0,199.0,23.0,0.2,,,,15.0,Front7
Arik Armstead,,SFO,1,17,2015,Oregon,2012,2014,35.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,4.0,42.0,45.0,87.0,10.5,0.1142857142857142,,,,40.0,Front7
Alvin Dupree,,PIT,1,22,2015,Kentucky,2011,2014,47.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,23.0,145.0,102.0,247.0,37.0,0.4893617021276595,,,,30.0,Front7
Shane Ray,,DEN,1,23,2015,Missouri,2012,2014,40.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,19.0,82.0,38.0,120.0,34.0,0.475,,,,12.0,Front7
Shaq Thompson,,CAR,1,25,2015,Washington,2013,2014,26.0,,,,,,,,,,,,,,LB,Washington,,,,,,,,,,,,,,,1.0,102.0,57.0,159.0,6.5,0.0384615384615384,,,,41.0,Front7
