rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,star,draft_year
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,204.0,4.62,19.0,35.0,120.0,7.005,4.23,23.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,216.0,4.51,19.0,35.0,120.0,7.005,4.23,21.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,216.0,4.39,19.0,33.5,122.0,7.005,4.23,22.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,205.0,4.53,27.0,35.5,120.0,6.82,4.12,23.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,220.0,4.46,25.0,36.0,118.0,7.005,4.23,23.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,210.0,4.38,19.0,38.0,134.0,7.005,4.23,21.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,192.0,4.55,19.0,29.5,115.0,7.005,4.23,22.0,1,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,206.0,4.51,19.0,35.0,120.0,7.005,4.23,22.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,221.0,4.33,19.0,41.5,129.0,6.94,4.15,24.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,235.0,4.51,26.0,32.0,117.0,7.005,4.23,20.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,221.0,4.71,23.0,38.0,125.0,7.005,4.23,21.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,206.0,4.51,19.0,35.0,120.0,7.005,4.23,23.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,209.0,4.48,19.0,40.0,124.0,6.81,4.06,24.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,191.0,4.42,19.0,33.0,125.0,7.005,4.23,24.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,213.0,4.46,18.0,37.5,120.0,7.01,4.15,23.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,221.0,4.51,20.0,35.0,120.0,7.005,4.23,22.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,193.0,4.56,19.0,35.0,120.0,7.005,4.23,25.0,0,2024
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,211.0,4.51,19.0,35.0,120.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,221.0,4.46,18.0,38.0,130.0,7.005,4.4,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,221.0,4.48,19.0,38.5,132.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,202.0,4.43,19.0,38.5,128.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,205.0,4.4,16.0,38.0,127.0,7.005,4.34,24.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,224.0,4.57,19.0,35.0,120.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,206.0,4.32,19.0,40.5,130.0,7.005,4.41,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,219.0,4.51,19.0,39.5,123.0,7.005,4.23,23.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,198.0,4.42,15.0,35.0,124.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,204.0,4.44,21.0,33.5,120.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,200.0,4.51,13.0,35.0,124.0,7.005,4.23,20.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,205.0,4.55,19.0,35.0,117.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,212.0,4.43,19.0,39.5,130.0,7.005,4.33,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,226.0,4.61,19.0,34.5,120.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,213.0,4.58,19.0,37.5,124.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,74.0,226.0,4.51,19.0,35.0,120.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,214.0,4.52,16.0,35.0,120.0,6.9,4.06,23.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,194.0,4.39,19.0,32.5,117.0,7.005,4.23,22.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,211.0,4.6,19.0,34.5,117.0,7.005,4.23,23.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,204.0,4.51,19.0,35.0,120.0,7.005,4.23,21.0,0,2025
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,234.0,4.51,19.0,35.0,120.0,7.005,4.23,22.0,0,2025
