Sk,TFL,Solo,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,av_class_q,draft_year
21.5,32.5,57.0,74.0,252.0,4.75,26.0,34.5,118.0,7.35,4.5,21.0,2,2016
26.5,44.0,110.0,78.0,285.0,4.87,25.0,30.0,111.0,7.03,4.25,25.0,0,2016
12.0,33.5,91.0,75.0,285.0,4.93,23.0,32.0,116.0,7.31,4.56,22.0,1,2016
27.0,44.0,74.0,76.0,251.0,4.82,23.0,35.0,115.0,6.97,4.25,24.0,0,2016
13.5,25.0,71.0,75.0,301.0,5.17,21.0,27.0,99.0,8.06,4.79,21.0,1,2016
11.5,24.0,58.0,73.0,309.0,4.93,29.0,34.5,109.0,7.9,4.7,23.0,2,2016
7.0,14.0,36.0,76.0,329.0,5.19,17.0,29.0,110.0,8.03,4.59,22.0,0,2016
15.5,26.5,68.0,75.0,271.0,4.59,23.0,34.0,119.0,7.44,4.49,23.0,0,2016
7.5,32.0,91.0,73.0,293.0,5.07,21.0,30.0,102.0,7.44,4.5,22.0,0,2016
9.5,17.0,62.0,75.0,303.0,5.02,24.0,32.0,113.0,8.28,4.82,21.0,1,2016
8.0,29.5,74.0,73.0,311.0,5.05,31.0,27.5,113.0,8.05,4.82,21.0,1,2016
9.5,18.0,40.0,75.0,303.0,5.0,28.0,30.5,110.0,7.57,4.53,22.0,1,2016
12.5,31.5,87.0,78.0,296.0,4.87,30.0,32.5,114.0,7.26,4.38,22.0,2,2016
13.5,32.0,67.0,74.0,284.0,5.15,32.0,30.0,113.0,7.95,4.53,23.0,1,2016
11.5,24.0,58.0,75.0,275.0,4.73,30.0,35.0,109.0,7.67,4.52,24.0,2,2016
10.5,21.5,52.0,76.0,291.0,4.95,24.0,29.0,112.0,7.95,4.37,23.0,1,2016
10.0,30.0,76.0,75.0,299.0,5.03,32.0,28.0,108.0,7.78,4.71,22.0,2,2016
5.0,9.0,34.0,75.0,327.0,5.33,30.0,29.5,99.0,7.9,4.71,22.0,2,2016
20.0,38.0,69.0,76.0,277.0,4.81,28.0,30.5,109.0,7.63,4.39,24.0,1,2016
17.5,36.0,87.0,75.0,235.0,4.74,14.0,41.0,116.0,7.04,4.38,23.0,0,2016
32.5,48.5,84.0,76.0,272.0,4.64,33.0,41.0,128.0,7.44,4.49,21.0,2,2017
11.5,25.5,65.0,75.0,273.0,4.69,30.0,35.0,126.0,6.95,4.28,21.0,2,2017
33.0,52.0,131.0,75.0,259.0,4.88,25.0,31.0,117.0,6.96,4.44,21.0,2,2017
28.5,45.0,78.0,75.0,286.0,5.0,21.0,30.0,108.0,7.49,4.5,22.0,2,2017
18.0,34.5,80.0,75.0,253.0,4.82,21.0,32.0,109.0,7.47,4.42,22.0,1,2017
18.5,27.5,55.0,78.0,277.0,4.92,25.0,33.0,116.0,7.17,4.39,22.0,1,2017
27.5,39.0,81.0,76.0,280.0,4.89,18.0,32.0,112.0,7.44,4.49,22.0,1,2017
4.0,10.5,39.0,75.0,310.0,5.19,25.0,27.0,110.0,7.68,4.59,23.0,2,2017
11.5,24.0,58.0,79.0,289.0,4.83,23.0,30.0,128.0,7.46,4.62,23.0,1,2017
5.5,28.0,68.0,75.0,305.0,4.97,26.0,32.0,116.0,7.55,4.75,23.0,2,2017
16.5,38.5,72.0,75.0,264.0,4.77,25.0,29.5,117.0,7.18,4.39,22.0,2,2017
26.0,40.5,76.0,76.0,255.0,4.53,24.0,39.0,125.0,6.85,4.28,22.0,1,2017
18.0,33.0,61.0,77.0,298.0,4.89,23.0,32.0,112.0,7.44,4.49,23.0,1,2017
16.0,36.5,70.0,77.0,266.0,4.76,18.0,36.0,123.0,7.03,4.38,22.0,0,2017
28.5,40.0,75.0,76.0,269.0,4.7,15.0,31.5,119.0,7.27,4.35,23.0,0,2017
11.5,24.0,58.0,76.0,248.0,4.61,30.0,35.0,123.0,6.94,4.4,23.0,0,2017
4.0,13.5,69.0,75.0,305.0,4.99,28.0,28.5,111.0,7.69,4.39,22.0,1,2017
11.0,21.0,79.0,76.0,304.0,4.87,22.0,29.0,108.0,7.62,4.89,22.0,1,2017
5.0,21.0,71.0,77.0,304.0,5.11,25.0,24.5,101.0,7.93,4.63,22.0,0,2017
29.5,41.5,71.0,76.0,266.0,4.65,25.0,33.5,122.0,7.03,4.2,22.0,1,2017
12.0,18.0,53.0,75.0,316.0,5.38,19.0,28.0,100.0,7.64,4.62,23.0,1,2017
14.0,24.0,34.0,74.0,261.0,4.67,35.0,33.0,114.0,7.46,4.19,22.0,1,2017
16.5,23.0,51.0,77.0,274.0,4.92,22.0,33.0,124.0,7.44,4.49,23.0,2,2017
5.0,18.5,41.0,75.0,302.0,5.13,20.0,27.5,105.0,7.55,4.5,23.0,0,2017
14.0,24.0,56.0,75.0,309.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,1,2017
11.5,24.0,58.0,75.0,264.0,4.79,14.0,32.5,114.0,7.25,4.43,22.0,0,2017
12.5,19.0,51.0,75.0,310.0,5.27,18.0,32.0,112.0,7.44,4.49,22.0,1,2017
5.5,20.0,30.0,75.0,307.0,5.14,21.0,27.0,105.0,7.66,4.62,23.0,0,2017
9.5,40.5,104.0,73.0,296.0,5.24,22.0,27.0,105.0,7.53,4.57,22.0,1,2017
12.0,22.5,66.0,75.0,304.0,5.07,26.0,28.5,108.0,7.58,4.72,23.0,0,2017
7.0,10.5,39.0,75.0,253.0,4.88,22.0,30.5,117.0,7.25,4.47,22.0,0,2017
6.0,8.5,34.0,73.0,319.0,5.04,25.0,28.5,108.0,7.73,4.65,22.0,2,2017
7.5,15.0,41.0,75.0,280.0,4.84,29.0,32.5,113.0,7.55,4.56,23.0,0,2017
7.5,11.5,42.0,73.0,313.0,5.13,33.0,31.5,105.0,7.65,4.66,22.0,0,2017
13.5,14.5,25.0,75.0,258.0,4.72,25.0,31.5,128.0,7.26,4.4,23.0,1,2017
4.5,22.0,84.0,76.0,280.0,4.89,25.0,31.5,114.0,7.44,4.49,22.0,1,2017
19.0,27.5,64.0,75.0,242.0,4.74,25.0,29.5,120.0,7.2,4.44,23.0,0,2017
13.0,31.5,77.0,74.0,300.0,4.89,25.0,32.0,112.0,7.44,4.49,24.0,0,2017
26.0,60.0,103.0,76.0,269.0,4.65,24.0,36.0,121.0,7.37,4.41,22.0,2,2018
9.5,15.0,66.0,76.0,347.0,5.1,41.0,32.0,112.0,7.44,4.49,23.0,2,2018
3.0,5.0,39.0,74.0,311.0,4.95,27.0,28.5,107.0,7.58,4.71,21.0,2,2018
21.5,37.0,100.0,78.0,264.0,4.58,22.0,33.5,124.0,7.2,4.41,22.0,2,2018
5.5,10.5,31.0,76.0,291.0,4.98,30.0,35.0,119.0,7.12,4.48,22.0,1,2018
26.0,47.5,100.0,75.0,252.0,4.64,24.0,36.0,119.0,6.88,4.19,22.0,2,2018
9.0,15.0,52.0,75.0,283.0,4.87,25.0,32.5,110.0,7.63,4.65,22.0,0,2018
12.5,20.5,94.0,75.0,251.0,4.65,20.0,32.0,119.0,7.44,4.49,21.0,1,2018
15.5,20.5,54.0,77.0,253.0,4.65,25.0,32.0,112.0,7.44,4.49,23.0,1,2018
23.5,36.5,63.0,75.0,265.0,4.89,25.0,35.5,122.0,7.44,4.49,23.0,1,2018
14.0,20.5,82.0,78.0,250.0,4.5,25.0,36.0,130.0,7.44,4.49,22.0,2,2018
10.5,26.0,51.0,78.0,281.0,4.92,25.0,29.0,116.0,7.44,4.49,22.0,1,2018
9.0,26.5,79.0,76.0,311.0,4.99,35.0,26.5,101.0,7.28,4.53,23.0,1,2018
11.5,24.0,58.0,77.0,315.0,5.09,25.0,31.0,112.0,7.5,4.53,24.0,1,2018
11.5,24.0,74.0,73.0,317.0,5.38,25.0,27.0,96.0,8.15,5.02,22.0,2,2018
17.0,29.5,64.0,77.0,270.0,4.89,25.0,35.0,116.0,6.84,4.32,23.0,2,2018
16.5,20.0,49.0,77.0,275.0,4.73,25.0,32.5,118.0,7.24,4.39,21.0,1,2018
7.5,21.5,55.0,74.0,309.0,5.09,24.0,29.0,104.0,7.82,4.74,22.0,1,2018
21.0,26.5,59.0,78.0,238.0,4.89,25.0,31.0,117.0,7.16,4.25,22.0,1,2018
7.0,23.5,104.0,72.0,314.0,5.16,35.0,26.0,100.0,7.77,4.79,24.0,0,2018
15.5,28.0,60.0,76.0,307.0,5.21,42.0,32.0,103.0,7.28,4.5,22.0,1,2018
5.0,14.0,40.0,77.0,283.0,4.82,25.0,32.0,112.0,7.44,4.49,22.0,1,2018
15.5,34.5,89.0,76.0,257.0,4.87,20.0,30.0,118.0,7.12,4.23,21.0,2,2018
9.5,19.5,48.0,74.0,280.0,4.87,28.0,32.0,112.0,7.44,4.49,22.0,1,2018
14.5,29.0,77.0,76.0,251.0,4.53,25.0,39.5,124.0,7.44,4.28,21.0,2,2018
11.5,24.0,58.0,76.0,283.0,4.75,26.0,33.0,113.0,7.36,4.48,21.0,0,2018
32.0,47.5,102.0,75.0,235.0,4.67,23.0,32.0,123.0,7.14,4.45,24.0,1,2018
5.5,23.0,51.0,76.0,286.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2018
12.5,33.5,64.0,74.0,292.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,1,2018
11.5,24.0,58.0,76.0,306.0,4.95,29.0,32.0,112.0,7.44,4.49,21.0,2,2018
10.5,26.5,42.0,76.0,296.0,5.03,31.0,28.0,101.0,7.51,4.48,22.0,0,2018
20.0,33.5,105.0,73.0,253.0,4.77,27.0,38.0,121.0,7.44,4.49,23.0,0,2018
4.0,19.5,28.0,75.0,329.0,5.37,25.0,23.5,96.0,7.95,4.83,21.0,1,2018
23.5,43.0,79.0,76.0,264.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,0,2018
11.5,15.0,38.0,76.0,263.0,4.69,31.0,32.5,117.0,6.88,4.19,23.0,0,2018
14.0,24.0,62.0,76.0,258.0,4.78,25.0,33.0,114.0,6.99,4.4,23.0,0,2018
18.5,28.0,111.0,75.0,252.0,4.57,19.0,34.0,121.0,7.13,4.36,23.0,0,2018
5.5,14.5,62.0,75.0,246.0,4.48,26.0,34.5,122.0,7.14,4.44,22.0,1,2018
8.5,21.0,56.0,75.0,287.0,4.89,28.0,35.5,113.0,7.32,4.37,23.0,0,2018
27.0,50.0,84.0,76.0,264.0,4.89,25.0,32.0,112.0,7.26,4.4,22.0,1,2019
31.5,41.0,120.0,77.0,262.0,4.63,28.0,32.0,118.0,7.15,4.23,22.0,2,2019
24.0,39.5,72.0,77.0,249.0,4.53,25.0,36.0,129.0,7.01,4.49,21.0,2,2019
22.5,30.0,50.0,78.0,260.0,4.41,21.0,36.0,125.0,7.0,4.29,23.0,2,2019
22.0,49.0,96.0,75.0,250.0,4.62,23.0,40.0,134.0,7.02,4.27,23.0,1,2019
18.0,44.5,70.0,75.0,256.0,4.59,18.0,30.5,116.0,6.94,4.11,24.0,1,2019
33.0,51.5,93.0,75.0,253.0,4.78,24.0,34.0,118.0,7.13,4.57,22.0,1,2019
11.5,16.0,25.0,75.0,247.0,4.89,25.0,38.5,118.0,7.44,4.49,23.0,0,2019
20.0,36.0,69.0,76.0,271.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,1,2019
14.5,31.5,58.0,76.0,254.0,4.69,16.0,29.5,112.0,7.44,4.45,22.0,0,2019
13.0,36.5,98.0,77.0,248.0,4.5,25.0,36.5,119.0,7.06,4.4,23.0,0,2019
11.5,24.0,58.0,78.0,253.0,4.89,20.0,32.0,112.0,7.44,4.49,22.0,0,2019
7.0,13.5,37.0,77.0,257.0,4.36,21.0,39.5,134.0,6.83,4.21,22.0,1,2021
18.0,22.5,61.0,74.0,249.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,1,2021
10.5,25.0,158.0,72.0,238.0,4.57,29.0,37.0,119.0,7.44,4.27,22.0,2,2021
17.5,34.0,56.0,74.0,244.0,4.89,18.0,32.0,112.0,7.44,4.49,22.0,0,2021
1.5,4.5,15.0,74.0,350.0,5.4,25.0,28.5,97.0,8.15,5.05,23.0,0,2021
3.0,8.5,27.0,73.0,296.0,4.97,40.0,32.0,105.0,7.2,4.49,21.0,0,2021
7.5,11.5,36.0,78.0,274.0,5.08,21.0,28.5,112.0,7.52,4.55,23.0,1,2021
8.5,19.0,41.0,75.0,313.0,4.9,25.0,28.5,106.0,7.68,4.7,22.0,0,2021
25.0,42.5,92.0,74.0,254.0,4.68,25.0,29.0,118.0,7.45,4.51,23.0,0,2021
21.5,37.0,79.0,73.0,262.0,4.87,28.0,34.5,115.0,7.25,4.35,21.0,1,2021
24.5,40.0,93.0,78.0,240.0,4.59,16.0,35.0,119.0,6.97,4.41,23.0,1,2021
10.0,15.0,45.0,74.0,253.0,4.69,28.0,33.0,108.0,6.99,4.31,23.0,2,2021
21.5,30.5,59.0,74.0,242.0,4.51,24.0,39.0,128.0,6.95,4.28,23.0,0,2021
9.5,12.5,34.0,77.0,272.0,4.51,25.0,35.5,123.0,6.89,4.32,21.0,2,2022
18.5,27.5,84.0,79.0,260.0,4.74,25.0,36.0,117.0,6.73,4.15,22.0,2,2022
19.0,33.0,84.0,76.0,254.0,4.58,27.0,32.0,112.0,7.44,4.49,21.0,2,2022
7.0,12.0,37.0,78.0,341.0,4.78,25.0,32.0,123.0,7.44,4.49,22.0,2,2022
18.5,26.0,54.0,77.0,254.0,4.58,25.0,32.0,125.0,7.44,4.49,23.0,2,2022
5.0,11.0,49.0,75.0,304.0,4.77,25.0,29.0,111.0,7.44,4.49,24.0,1,2022
14.5,30.5,64.0,76.0,266.0,4.89,21.0,38.0,121.0,7.44,4.36,21.0,2,2022
8.0,20.5,50.0,78.0,283.0,4.88,25.0,30.0,112.0,7.25,4.44,22.0,2,2022
15.5,28.0,76.0,74.0,250.0,4.89,21.0,38.0,128.0,7.44,4.49,23.0,1,2022
15.0,19.5,59.0,76.0,261.0,4.53,25.0,38.0,125.0,7.44,4.49,23.0,2,2022
11.0,12.0,25.0,76.0,250.0,4.55,25.0,35.0,122.0,7.44,4.45,22.0,0,2022
13.5,37.0,73.0,75.0,268.0,4.77,25.0,37.5,123.0,7.44,4.49,22.0,1,2022
10.5,17.5,53.0,76.0,310.0,4.89,25.0,23.5,109.0,7.44,4.91,24.0,0,2022
20.5,31.5,76.0,76.0,261.0,4.46,25.0,32.5,123.0,7.44,4.49,23.0,1,2022
12.5,25.0,56.0,75.0,254.0,4.89,25.0,36.5,127.0,7.44,4.49,21.0,0,2022
18.5,32.0,68.0,75.0,248.0,4.54,25.0,35.5,120.0,7.07,4.23,22.0,2,2022
8.5,18.0,47.0,76.0,325.0,4.92,25.0,28.5,110.0,7.33,4.58,22.0,2,2022
11.5,20.0,48.0,77.0,271.0,4.89,15.0,32.0,112.0,7.44,4.49,22.0,1,2022
34.0,60.0,179.0,75.0,243.0,4.89,23.0,32.0,112.0,7.44,4.49,23.0,1,2022
13.0,25.0,59.0,76.0,283.0,5.0,25.0,27.5,106.0,7.44,4.49,22.0,1,2022
21.0,39.0,71.0,76.0,267.0,4.89,24.0,32.0,112.0,7.44,4.49,22.0,0,2022
17.5,27.0,39.0,76.0,282.0,4.99,19.0,27.5,110.0,7.44,4.49,23.0,1,2022
13.5,24.0,60.0,77.0,228.0,4.67,25.0,33.0,120.0,7.44,4.37,24.0,0,2022
7.0,18.0,21.0,76.0,290.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2022
15.0,34.5,70.0,78.0,316.0,4.89,25.0,33.0,107.0,7.44,4.49,24.0,0,2022
12.5,21.0,52.0,77.0,263.0,4.89,24.0,32.0,116.0,7.44,4.49,25.0,1,2022
7.5,23.0,55.0,76.0,330.0,5.41,25.0,21.5,112.0,8.41,4.49,23.0,0,2022
5.0,15.5,62.0,75.0,327.0,4.89,23.0,28.0,112.0,7.85,4.72,22.0,1,2022
10.0,20.5,89.0,75.0,301.0,4.94,25.0,32.0,110.0,7.33,4.41,22.0,0,2022
7.0,11.0,28.0,75.0,254.0,4.86,25.0,34.0,117.0,7.44,4.49,22.0,0,2022
4.5,8.5,39.0,76.0,324.0,4.89,29.0,32.0,112.0,7.44,4.49,22.0,1,2022
7.5,13.5,50.0,77.0,282.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,0,2022
11.5,24.0,58.0,77.0,253.0,4.72,25.0,41.0,121.0,7.44,4.49,24.0,1,2022
9.5,16.5,69.0,76.0,297.0,5.0,17.0,32.0,112.0,7.89,4.81,23.0,0,2022
15.0,24.0,73.0,76.0,258.0,4.87,25.0,36.5,117.0,7.44,4.49,22.0,1,2022
10.0,21.5,48.0,77.0,246.0,4.36,25.0,37.0,131.0,7.44,4.45,23.0,0,2022
4.0,15.0,32.0,73.0,302.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,1,2022
18.5,26.5,45.0,77.0,266.0,4.7,25.0,31.5,117.0,7.44,4.49,23.0,0,2022
3.0,8.0,21.0,77.0,333.0,4.89,25.0,29.0,102.0,7.44,4.49,22.0,0,2022
18.0,40.0,96.0,76.0,258.0,4.7,25.0,35.5,122.0,7.21,4.35,23.0,0,2022
11.5,24.0,58.0,76.0,253.0,4.6,25.0,32.0,112.0,7.44,4.49,22.0,2,2023
11.5,24.0,58.0,78.0,271.0,4.89,23.0,32.0,112.0,7.44,4.49,23.0,1,2023
11.5,24.0,58.0,75.0,314.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,2,2023
11.5,24.0,58.0,73.0,281.0,4.67,25.0,32.0,112.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,75.0,323.0,4.89,34.0,32.0,112.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,77.0,268.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,1,2023
11.5,24.0,58.0,78.0,298.0,4.86,22.0,29.0,112.0,7.44,4.49,21.0,2,2023
11.5,24.0,58.0,74.0,238.0,4.39,25.0,41.5,128.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,75.0,255.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,1,2023
11.5,24.0,58.0,75.0,254.0,4.55,25.0,33.5,127.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,77.0,264.0,4.58,22.0,34.0,125.0,7.28,4.41,22.0,0,2023
11.5,24.0,58.0,74.0,248.0,4.89,25.0,32.5,126.0,7.44,4.49,21.0,0,2023
11.5,24.0,58.0,77.0,285.0,4.89,30.0,34.0,117.0,7.44,4.49,24.0,1,2023
11.5,24.0,58.0,76.0,309.0,5.08,25.0,29.5,111.0,7.34,4.65,22.0,2,2023
11.5,24.0,58.0,78.0,310.0,4.88,22.0,31.0,110.0,7.5,4.49,21.0,2,2023
11.5,24.0,58.0,75.0,266.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,2,2023
11.5,24.0,58.0,76.0,291.0,4.89,22.0,30.5,116.0,7.45,4.62,23.0,0,2023
11.5,24.0,58.0,75.0,294.0,4.89,24.0,26.0,108.0,7.68,4.49,22.0,0,2023
11.5,24.0,58.0,78.0,274.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,75.0,263.0,4.51,25.0,37.0,120.0,7.44,4.49,24.0,2,2023
11.5,24.0,58.0,75.0,335.0,5.39,25.0,32.0,112.0,7.8,4.99,22.0,0,2023
11.5,24.0,58.0,76.0,257.0,4.89,18.0,34.0,120.0,7.44,4.49,23.0,0,2023
11.5,24.0,58.0,74.0,282.0,4.49,27.0,37.5,125.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,76.0,273.0,4.79,23.0,32.0,115.0,7.44,4.52,22.0,1,2023
11.5,24.0,58.0,75.0,304.0,5.1,25.0,32.0,112.0,7.44,4.49,23.0,0,2023
11.5,24.0,58.0,76.0,268.0,4.76,25.0,36.5,122.0,7.39,4.49,22.0,1,2023
11.5,24.0,58.0,76.0,279.0,5.11,30.0,28.5,116.0,7.6,4.49,23.0,1,2023
11.5,24.0,58.0,74.0,240.0,4.65,25.0,32.0,112.0,7.44,4.49,21.0,1,2023
11.5,24.0,58.0,75.0,305.0,4.89,30.0,32.0,112.0,8.01,5.0,22.0,0,2023
11.5,24.0,58.0,77.0,275.0,4.95,22.0,28.5,110.0,7.44,4.49,22.0,0,2023
11.5,24.0,58.0,74.0,236.0,4.58,25.0,35.5,120.0,7.44,4.49,23.0,0,2023
11.5,24.0,58.0,76.0,247.0,4.48,25.0,30.0,123.0,7.44,4.49,24.0,0,2023
11.5,24.0,58.0,77.0,250.0,4.74,21.0,33.5,118.0,7.44,4.38,24.0,0,2023
11.5,24.0,58.0,74.0,332.0,5.22,24.0,27.5,101.0,7.44,4.49,23.0,0,2023
11.5,24.0,58.0,76.0,286.0,4.85,20.0,28.5,113.0,7.38,4.61,23.0,1,2023
11.5,24.0,58.0,75.0,292.0,5.04,29.0,33.0,112.0,7.44,4.49,22.0,1,2023
11.5,24.0,58.0,77.0,259.0,4.64,25.0,32.0,116.0,7.44,4.49,23.0,1,2024
11.5,24.0,58.0,75.0,247.0,4.46,25.0,40.5,127.0,7.44,4.49,21.0,1,2024
11.5,24.0,58.0,76.0,254.0,4.58,31.0,35.0,127.0,7.31,4.44,23.0,2,2024
11.5,24.0,58.0,77.0,285.0,4.95,21.0,35.0,111.0,7.44,4.49,22.0,1,2024
11.5,24.0,58.0,76.0,294.0,4.89,29.0,32.0,116.0,7.44,4.49,22.0,1,2024
11.5,24.0,58.0,74.0,304.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,1,2024
11.5,24.0,58.0,77.0,366.0,5.27,25.0,26.0,98.0,7.44,4.49,23.0,1,2024
11.5,24.0,58.0,76.0,292.0,4.78,26.0,33.5,117.0,7.44,4.37,24.0,1,2024
11.5,24.0,58.0,77.0,306.0,5.01,25.0,31.0,108.0,7.62,4.69,21.0,1,2024
11.5,24.0,58.0,75.0,299.0,4.91,29.0,30.0,115.0,7.44,4.78,22.0,1,2024
11.5,24.0,58.0,75.0,290.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,0,2024
11.5,24.0,58.0,75.0,267.0,4.75,21.0,35.5,119.0,7.02,4.18,23.0,0,2024
11.5,24.0,58.0,75.0,251.0,4.6,25.0,33.5,115.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,74.0,248.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,0,2024
11.5,24.0,58.0,76.0,247.0,4.74,25.0,34.5,123.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,74.0,302.0,4.99,25.0,32.0,109.0,7.95,4.75,23.0,0,2024
11.5,24.0,58.0,74.0,326.0,5.26,25.0,23.0,106.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,76.0,297.0,5.18,25.0,28.0,112.0,7.44,4.49,23.0,0,2024
11.5,24.0,58.0,75.0,283.0,4.85,25.0,30.5,111.0,7.43,4.85,23.0,1,2024
11.5,24.0,58.0,75.0,313.0,4.89,34.0,31.0,104.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,74.0,244.0,4.62,26.0,32.5,120.0,7.44,4.49,24.0,0,2024
11.5,24.0,58.0,77.0,240.0,4.79,25.0,32.5,120.0,7.44,4.49,21.0,1,2024
11.5,24.0,58.0,76.0,264.0,4.69,21.0,33.5,114.0,7.44,4.49,23.0,0,2024
11.5,24.0,58.0,73.0,248.0,4.57,23.0,34.5,123.0,7.44,4.49,25.0,0,2024
11.5,24.0,58.0,73.0,246.0,4.72,23.0,37.0,119.0,7.44,4.49,23.0,1,2024
11.5,24.0,58.0,77.0,281.0,5.05,25.0,31.5,114.0,7.16,4.37,24.0,0,2024
11.5,24.0,58.0,72.0,284.0,4.85,25.0,31.5,109.0,7.44,4.49,21.0,0,2024
11.5,24.0,58.0,74.0,301.0,5.02,29.0,28.5,108.0,7.44,5.0,23.0,0,2024
11.5,24.0,58.0,76.0,301.0,4.97,25.0,29.5,105.0,7.44,4.66,24.0,0,2024
11.5,24.0,58.0,75.0,260.0,4.63,25.0,38.0,122.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,77.0,239.0,4.66,25.0,34.5,127.0,7.44,4.49,24.0,0,2024
11.5,24.0,58.0,78.0,278.0,4.67,25.0,35.0,120.0,7.44,4.49,24.0,0,2024
11.5,24.0,58.0,76.0,250.0,4.89,25.0,37.0,118.0,7.44,4.49,22.0,0,2024
11.5,24.0,58.0,75.0,250.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,1,2025
11.5,24.0,58.0,76.0,296.0,4.89,24.0,32.0,112.0,7.44,4.49,22.0,1,2025
11.5,24.0,58.0,77.0,260.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,1,2025
11.5,24.0,58.0,76.0,331.0,4.89,22.0,32.0,112.0,7.44,4.49,21.0,0,2025
11.5,24.0,58.0,76.0,296.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,0,2025
11.5,24.0,58.0,77.0,267.0,4.59,25.0,40.0,131.0,7.44,4.49,21.0,0,2025
11.5,24.0,58.0,77.0,313.0,4.95,25.0,32.0,112.0,7.44,4.49,22.0,1,2025
11.5,24.0,58.0,77.0,245.0,4.47,25.0,31.0,123.0,7.44,4.49,21.0,0,2025
11.5,24.0,58.0,75.0,334.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,1,2025
11.5,24.0,58.0,76.0,297.0,4.89,25.0,31.5,112.0,7.7,4.67,22.0,0,2025
11.5,24.0,58.0,78.0,332.0,4.89,25.0,26.0,96.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,75.0,248.0,4.89,22.0,35.5,119.0,6.94,4.19,21.0,0,2025
11.5,24.0,58.0,76.0,265.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,75.0,257.0,4.89,25.0,32.0,112.0,7.44,4.49,21.0,1,2025
11.5,24.0,58.0,75.0,259.0,4.89,20.0,36.5,120.0,7.44,4.49,21.0,0,2025
11.5,24.0,58.0,75.0,251.0,4.89,28.0,32.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,75.0,290.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,74.0,291.0,4.89,25.0,31.5,113.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,76.0,305.0,4.95,28.0,31.5,111.0,7.6,4.79,25.0,0,2025
11.5,24.0,58.0,75.0,264.0,4.89,24.0,36.5,120.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,77.0,311.0,4.89,25.0,32.0,112.0,7.44,4.49,24.0,0,2025
11.5,24.0,58.0,78.0,264.0,4.68,25.0,40.5,129.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,76.0,244.0,4.72,25.0,38.0,126.0,7.33,4.46,23.0,0,2025
11.5,24.0,58.0,76.0,279.0,4.67,25.0,32.0,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,74.0,332.0,5.16,25.0,27.0,112.0,7.44,4.49,25.0,0,2025
11.5,24.0,58.0,73.0,249.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,77.0,280.0,4.89,19.0,33.0,119.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,79.0,331.0,4.89,25.0,25.0,104.0,7.44,4.49,21.0,1,2025
11.5,24.0,58.0,77.0,288.0,4.83,28.0,33.5,119.0,7.58,4.5,24.0,0,2025
11.5,24.0,58.0,73.0,316.0,4.95,25.0,33.0,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,76.0,260.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,75.0,256.0,4.68,28.0,34.0,121.0,7.06,4.36,22.0,0,2025
