rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,258.0,3939.0,15.3,27.0,78.8,74.0,208.0,4.45,18.0,36.0,124.0,7.0,4.07,21.0,5.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,202.0,2924.0,14.5,10.0,56.2,69.0,179.0,4.48,18.0,34.5,115.0,6.87,4.07,22.0,0.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,98.0,1367.0,13.9,15.0,26.8,75.0,252.0,4.67,19.0,37.5,113.0,7.05,4.34,23.0,3.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,130.0,2195.0,16.9,18.0,47.7,76.0,217.0,4.57,18.0,35.0,122.0,6.81,4.14,21.0,5.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,80.0,958.0,12.0,4.0,35.5,75.0,255.0,4.79,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2006
61.0,289.0,4.7,3.0,26.0,226.0,8.7,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,188.0,4.34,18.0,37.5,117.0,7.06,4.26,23.0,1.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,62.0,852.0,13.7,8.0,23.0,75.0,253.0,4.65,23.0,34.5,114.0,6.87,4.1,23.0,35.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,169.0,2247.0,13.3,13.0,47.8,72.0,212.0,4.62,20.0,37.0,118.0,7.0,4.245,23.0,25.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,162.0,2660.0,16.4,20.0,59.1,74.0,197.0,4.52,18.0,38.0,127.0,6.84,4.08,23.0,9.0,2006
369.0,2041.0,5.5,12.0,55.0,481.0,8.7,1.0,122.0,1807.0,14.4,14.5,46.2,68.0,201.0,4.42,17.0,32.5,105.0,6.94,4.37,24.0,23.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,112.0,1674.0,14.9,13.0,38.0,76.0,229.0,4.52,18.0,37.0,120.0,7.0,4.245,22.0,27.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,111.0,1129.0,10.2,9.0,25.7,69.0,192.0,4.53,18.0,34.0,118.0,7.0,4.245,21.0,0.0,2006
482.0,2800.0,5.8,25.0,34.0,275.0,8.1,1.0,122.0,1807.0,14.4,14.5,46.2,69.0,201.0,4.47,19.0,34.5,124.0,6.77,4.07,23.0,10.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,12.0,144.0,12.0,0.0,3.8,75.0,266.0,4.84,23.0,32.5,115.0,7.31,4.3,23.0,0.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,58.0,724.0,12.5,12.0,13.7,77.0,245.0,4.83,21.0,32.5,109.0,6.99,4.09,23.0,8.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,44.0,563.0,12.8,5.0,10.4,78.0,268.0,4.77,20.0,32.5,114.0,7.09,4.52,24.0,2.0,2006
742.0,3193.0,4.3,43.0,114.0,895.0,7.9,9.0,122.0,1807.0,14.4,14.5,46.2,71.0,214.0,4.48,18.0,35.0,111.0,6.99,4.36,22.0,5.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,234.0,2890.0,12.4,20.0,65.7,74.0,211.0,4.4,18.0,37.0,126.0,6.81,4.08,24.0,2.0,2006
314.0,1774.0,5.6,9.0,32.0,363.0,11.3,2.0,122.0,1807.0,14.4,14.5,46.2,69.0,218.0,4.5,29.0,35.0,119.0,7.19,4.245,22.0,1.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,97.0,1313.0,13.5,18.0,25.7,73.0,205.0,4.45,18.0,38.0,116.0,7.17,4.21,22.0,10.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,223.0,3634.0,16.3,20.0,79.0,70.0,192.0,4.57,18.0,34.0,116.0,6.88,4.2,23.0,7.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,178.0,2927.0,16.4,28.0,77.0,77.0,239.0,4.35,18.0,35.0,120.0,7.0,4.245,21.0,78.0,2007
748.0,4041.0,5.4,41.0,24.0,198.0,8.3,1.0,122.0,1807.0,14.4,14.5,46.2,73.0,217.0,4.4,18.0,38.5,127.0,7.09,4.4,22.0,89.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,135.0,1943.0,14.4,15.0,52.5,71.0,178.0,4.38,18.0,35.0,120.0,7.0,4.245,22.0,15.0,2007
490.0,3230.0,6.6,29.0,68.0,600.0,8.8,6.0,122.0,1807.0,14.4,14.5,46.2,71.0,215.0,4.46,20.0,35.5,125.0,7.05,4.55,21.0,15.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,154.0,2403.0,15.6,26.0,52.2,74.0,221.0,4.51,18.0,33.0,125.0,6.81,4.35,22.0,50.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,125.0,2140.0,17.1,17.0,57.8,74.0,214.0,4.39,18.0,37.5,121.0,6.97,4.31,22.0,25.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,87.0,1215.0,14.0,6.0,36.8,78.0,254.0,4.51,23.0,35.5,114.0,7.04,4.48,22.0,11.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,87.0,1286.0,14.8,13.0,39.0,72.0,193.0,4.44,18.0,38.0,123.0,6.54,4.08,22.0,16.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,1512.0,10.5,14.0,43.2,76.0,256.0,4.87,18.0,34.0,115.0,7.01,4.42,21.0,20.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,142.0,2233.0,15.7,23.0,93.0,75.0,200.0,4.51,18.0,39.5,119.0,7.09,4.34,21.0,20.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,216.0,3138.0,14.5,41.0,82.6,76.0,219.0,4.62,18.0,35.0,120.0,7.0,4.245,20.0,4.0,2007
269.0,892.0,3.3,9.0,26.0,205.0,7.9,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,230.0,4.4,26.0,36.0,127.0,6.96,4.14,22.0,1.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,190.0,3019.0,15.9,22.0,65.6,72.0,197.0,4.44,18.0,38.0,120.0,6.68,4.19,22.0,21.0,2007
678.0,2775.0,4.1,32.0,207.0,1868.0,9.0,13.0,122.0,1807.0,14.4,14.5,46.2,73.0,226.0,4.52,28.0,34.5,122.0,6.88,4.22,23.0,3.0,2007
291.0,1431.0,4.9,14.0,34.0,318.0,9.4,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,210.0,4.54,21.0,37.0,122.0,7.0,4.14,21.0,16.0,2007
497.0,2389.0,4.8,15.0,114.0,995.0,8.7,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,191.0,4.46,26.0,35.5,121.0,7.0,4.245,23.0,3.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,1144.0,15.7,6.0,33.6,71.0,174.0,4.3,18.0,35.0,123.0,6.85,4.21,24.0,2.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,148.0,2704.0,18.3,32.0,62.9,72.0,204.0,4.32,18.0,37.0,123.0,7.02,4.22,22.0,4.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,109.0,1293.0,11.9,12.0,27.5,79.0,270.0,4.83,18.0,35.0,120.0,7.0,4.245,23.0,2.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,126.0,1496.0,11.9,12.0,34.0,73.0,207.0,4.54,22.0,34.0,119.0,7.06,4.2,23.0,43.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,175.0,2370.0,13.5,16.0,67.7,74.0,209.0,4.35,18.0,36.5,121.0,6.92,4.39,22.0,16.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,1048.0,14.6,8.0,27.6,73.0,205.0,4.45,18.0,38.5,125.0,7.03,4.24,23.0,0.0,2007
654.0,3320.0,5.1,25.0,88.0,799.0,9.1,3.0,122.0,1807.0,14.4,14.5,46.2,74.0,233.0,4.68,24.0,35.0,120.0,7.0,4.245,21.0,0.0,2007
807.0,5164.0,6.4,52.0,58.0,588.0,10.1,5.0,122.0,1807.0,14.4,14.5,46.2,67.0,186.0,4.39,22.0,35.5,116.0,6.69,4.08,23.0,2.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,190.0,3218.0,16.9,32.0,65.7,71.0,186.0,4.48,18.0,36.5,122.0,6.62,4.32,23.0,9.0,2007
501.0,2683.0,5.4,16.0,51.0,429.0,8.4,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,228.0,4.66,14.0,34.0,115.0,7.23,4.43,24.0,1.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,258.0,3697.0,14.3,22.0,73.9,69.0,179.0,4.47,18.0,35.0,123.0,6.71,4.21,22.0,0.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,137.0,1842.0,13.4,12.0,36.1,70.0,181.0,4.5,18.0,35.5,115.0,6.66,4.14,23.0,0.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,117.0,1467.0,12.5,10.0,39.6,79.0,270.0,4.78,16.0,30.0,111.0,7.26,4.32,22.0,0.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,49.0,808.0,16.5,5.0,16.8,76.0,252.0,4.79,19.0,34.0,117.0,7.35,4.49,23.0,0.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,1696.0,10.9,10.0,35.3,72.0,193.0,4.46,18.0,33.0,124.0,6.9,4.29,24.0,22.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,145.0,1732.0,11.9,11.0,78.7,72.0,198.0,4.39,18.0,37.0,127.0,7.0,4.245,21.0,3.0,2007
316.0,1863.0,5.9,18.0,56.0,581.0,10.4,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,220.0,4.5,18.0,38.0,114.0,7.22,4.34,22.0,4.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,57.0,594.0,10.4,3.0,23.8,75.0,244.0,4.78,20.0,36.0,115.0,6.96,4.47,22.0,7.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,1024.0,14.8,12.0,39.4,74.0,225.0,4.41,19.0,40.0,119.0,7.0,4.245,23.0,8.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,153.0,2098.0,13.7,9.0,42.0,74.0,204.0,4.5,18.0,36.0,122.0,7.22,4.28,23.0,1.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,47.0,605.0,12.9,5.0,28.8,76.0,217.0,4.49,18.0,35.0,120.0,7.0,4.245,23.0,0.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,79.0,781.0,9.9,2.0,25.2,75.0,252.0,4.74,18.0,34.5,111.0,7.21,4.31,23.0,4.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,151.0,2236.0,14.8,21.0,43.8,75.0,208.0,4.53,18.0,36.0,129.0,6.69,4.19,24.0,0.0,2007
446.0,2077.0,4.7,25.0,35.0,376.0,10.7,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,232.0,4.47,18.0,31.5,115.0,7.0,4.245,23.0,3.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,131.0,1584.0,12.1,6.0,36.0,69.0,194.0,4.59,17.0,33.0,120.0,7.0,4.245,22.0,1.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,139.0,1750.0,12.6,7.0,56.5,71.0,197.0,4.56,18.0,35.0,120.0,6.91,4.14,23.0,5.0,2007
702.0,3324.0,4.7,11.0,70.0,340.0,4.9,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,211.0,4.75,19.0,30.0,108.0,7.25,4.53,24.0,0.0,2007
558.0,2982.0,5.3,31.0,87.0,697.0,8.0,5.0,122.0,1807.0,14.4,14.5,46.2,69.0,198.0,4.55,18.0,34.0,112.0,6.7,4.09,21.0,36.0,2007
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,85.0,1426.0,16.8,6.0,31.0,72.0,191.0,4.45,15.0,35.5,120.0,7.12,4.4,22.0,1.0,2007
785.0,4590.0,5.8,41.0,46.0,365.0,7.9,2.0,122.0,1807.0,14.4,14.5,46.2,73.0,211.0,4.33,18.0,33.0,128.0,7.0,4.245,21.0,32.0,2008
516.0,2891.0,5.6,27.0,49.0,334.0,6.8,4.0,122.0,1807.0,14.4,14.5,46.2,70.0,235.0,4.46,28.0,36.5,128.0,7.0,4.245,21.0,48.0,2008
386.0,2956.0,7.7,20.0,39.0,383.0,9.8,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,207.0,4.44,18.0,33.5,124.0,6.9,4.19,21.0,26.0,2008
388.0,2539.0,6.5,22.0,59.0,564.0,9.6,5.0,122.0,1807.0,14.4,14.5,46.2,70.0,225.0,4.41,26.0,33.5,117.0,7.0,4.18,21.0,26.0,2008
624.0,2982.0,4.8,32.0,125.0,1296.0,10.4,10.0,122.0,1807.0,14.4,14.5,46.2,71.0,197.0,4.24,18.0,35.0,130.0,7.0,4.245,22.0,61.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,142.0,1882.0,13.3,16.0,40.9,74.0,242.0,4.53,26.0,38.0,131.0,6.88,4.14,23.0,22.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,210.0,3289.0,15.7,19.0,65.8,71.0,192.0,4.43,16.0,35.0,120.0,7.0,4.245,24.0,8.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,85.0,1350.0,15.9,9.0,58.7,74.0,216.0,4.41,18.0,28.0,126.0,7.15,4.26,21.0,4.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,206.0,2822.0,13.7,20.0,78.4,75.0,217.0,4.51,18.0,31.0,123.0,7.03,4.35,23.0,69.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,100.0,1093.0,10.9,8.0,23.3,77.0,251.0,4.88,20.0,30.5,113.0,7.12,4.28,24.0,12.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,191.0,2740.0,14.3,36.0,83.0,77.0,217.0,4.45,18.0,31.5,125.0,6.84,4.2,22.0,1.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,119.0,1778.0,14.9,12.0,34.9,70.0,184.0,4.39,24.0,36.0,124.0,7.07,4.34,22.0,19.0,2008
833.0,4265.0,5.1,39.0,103.0,985.0,9.6,5.0,122.0,1807.0,14.4,14.5,46.2,73.0,217.0,4.44,23.0,33.0,118.0,6.84,4.23,22.0,78.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,117.0,1408.0,12.0,13.0,29.3,75.0,255.0,4.68,24.0,35.0,120.0,7.0,4.245,22.0,14.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,162.0,2423.0,15.0,22.0,67.3,70.0,169.0,4.35,18.0,35.0,120.0,7.0,4.245,21.0,52.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,2285.0,15.9,21.0,58.6,76.0,224.0,4.68,18.0,35.0,120.0,7.0,4.245,21.0,3.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,124.0,1915.0,15.4,20.0,43.5,76.0,215.0,4.48,18.0,35.0,120.0,7.0,4.245,23.0,1.0,2008
910.0,4926.0,5.4,49.0,37.0,334.0,9.0,1.0,122.0,1807.0,14.4,14.5,46.2,68.0,199.0,4.42,23.0,31.5,119.0,6.65,4.2,21.0,63.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,105.0,1246.0,11.9,10.0,35.6,78.0,259.0,4.68,18.0,34.0,118.0,7.64,4.53,21.0,4.0,2008
905.0,4679.0,5.2,45.0,55.0,444.0,8.1,1.0,122.0,1807.0,14.4,14.5,46.2,73.0,217.0,4.53,18.0,32.0,120.0,6.74,4.49,21.0,19.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,236.0,2852.0,12.1,20.0,81.5,71.0,209.0,4.48,15.0,26.0,110.0,7.15,4.22,21.0,19.0,2008
533.0,3328.0,6.2,36.0,49.0,539.0,11.0,3.0,122.0,1807.0,14.4,14.5,46.2,71.0,200.0,4.38,18.0,30.5,122.0,6.8,4.22,21.0,64.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,21.0,341.0,16.2,1.0,8.1,79.0,270.0,4.63,24.0,33.0,120.0,7.0,4.245,23.0,2.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,160.0,1943.0,12.1,20.0,43.2,72.0,209.0,4.59,18.0,35.0,120.0,7.0,4.245,22.0,10.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,173.0,2924.0,16.9,15.0,63.6,71.0,176.0,4.51,18.0,31.0,120.0,6.57,4.12,23.0,28.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,51.0,669.0,13.1,7.0,13.4,75.0,254.0,4.59,27.0,27.5,114.0,7.07,4.31,24.0,5.0,2008
664.0,3923.0,5.9,50.0,65.0,805.0,12.4,5.0,122.0,1807.0,14.4,14.5,46.2,69.0,197.0,4.45,19.0,33.5,118.0,7.0,4.245,22.0,21.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,76.0,947.0,12.5,5.0,36.4,76.0,243.0,4.82,20.0,27.5,117.0,7.15,4.38,21.0,27.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,137.0,2310.0,16.9,27.0,67.9,72.0,181.0,4.59,16.0,32.0,117.0,7.34,4.27,22.0,18.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,185.0,2349.0,12.7,16.0,44.3,72.0,204.0,4.35,18.0,33.0,124.0,6.75,4.11,23.0,10.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,143.0,2125.0,14.9,13.0,48.3,72.0,214.0,4.37,18.0,34.5,120.0,7.0,4.245,22.0,1.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,153.0,2073.0,13.5,13.0,42.3,73.0,221.0,4.51,20.0,26.5,111.0,7.1,4.42,23.0,0.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,203.0,2175.0,10.7,18.0,43.5,77.0,251.0,4.75,20.0,35.0,120.0,7.0,4.245,23.0,0.0,2008
697.0,3465.0,5.0,28.0,41.0,288.0,7.0,0.0,122.0,1807.0,14.4,14.5,46.2,70.0,215.0,4.48,20.0,34.0,119.0,6.88,4.245,23.0,10.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,136.0,1748.0,12.9,12.0,49.9,71.0,187.0,4.57,14.0,35.0,117.0,7.0,4.245,22.0,7.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,133.0,1417.0,10.7,11.0,30.1,75.0,236.0,4.58,18.0,30.0,109.0,6.99,4.27,23.0,7.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,189.0,2376.0,12.6,25.0,51.7,72.0,201.0,4.44,10.0,38.5,125.0,6.77,4.2,23.0,3.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,98.0,1009.0,10.3,10.0,21.0,75.0,251.0,4.83,24.0,29.0,115.0,6.8,4.19,25.0,2.0,2008
333.0,1782.0,5.4,12.0,25.0,305.0,12.2,5.0,122.0,1807.0,14.4,14.5,46.2,72.0,222.0,4.61,21.0,34.0,120.0,7.0,4.245,22.0,0.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,108.0,1491.0,13.8,17.0,31.7,78.0,243.0,4.61,22.0,31.0,117.0,6.92,4.23,22.0,3.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,60.0,789.0,13.2,9.0,18.8,78.0,262.0,4.59,22.0,28.0,118.0,7.25,4.38,22.0,5.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,122.0,1817.0,14.9,16.0,35.6,72.0,219.0,4.46,18.0,35.0,120.0,7.0,4.245,23.0,13.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,178.0,2485.0,14.0,21.0,54.0,71.0,202.0,4.69,18.0,27.5,115.0,7.31,4.77,23.0,0.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,97.0,1184.0,12.2,6.0,25.2,75.0,250.0,4.8,14.0,36.0,121.0,7.08,4.27,22.0,2.0,2008
1015.0,5040.0,5.0,41.0,67.0,566.0,8.4,2.0,122.0,1807.0,14.4,14.5,46.2,69.0,206.0,4.69,23.0,28.0,110.0,7.0,4.245,22.0,3.0,2008
371.0,1778.0,4.8,19.0,17.0,158.0,9.3,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,211.0,4.45,18.0,35.0,120.0,7.0,4.245,23.0,0.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,83.0,1338.0,16.1,8.0,26.8,75.0,213.0,4.56,18.0,28.5,120.0,7.03,4.43,23.0,0.0,2008
567.0,3220.0,5.7,26.0,41.0,386.0,9.4,1.0,122.0,1807.0,14.4,14.5,46.2,68.0,194.0,4.62,26.0,26.5,112.0,6.96,4.245,22.0,12.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,109.0,1438.0,13.2,16.0,41.1,75.0,203.0,4.55,18.0,35.0,120.0,7.0,4.245,22.0,1.0,2008
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,138.0,2089.0,15.1,13.0,55.0,74.0,210.0,4.3,16.0,38.5,126.0,6.8,4.18,22.0,17.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,231.0,3127.0,13.5,41.0,120.3,73.0,215.0,4.54,18.0,35.0,120.0,7.0,4.245,21.0,33.0,2009
498.0,2734.0,5.5,30.0,53.0,645.0,12.2,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,217.0,4.5,25.0,35.5,115.0,6.84,4.27,22.0,32.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,182.0,2315.0,12.7,22.0,82.7,72.0,198.0,4.43,18.0,35.0,120.0,7.0,4.245,21.0,33.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,112.0,1450.0,12.9,9.0,30.9,77.0,263.0,4.8,22.0,33.0,118.0,7.12,4.37,24.0,22.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,133.0,1929.0,14.5,13.0,53.6,71.0,192.0,4.39,19.0,35.0,120.0,7.0,4.245,21.0,37.0,2009
698.0,3800.0,5.4,33.0,48.0,276.0,5.8,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,210.0,4.46,18.0,41.5,125.0,6.93,4.1,22.0,21.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,181.0,2840.0,15.7,21.0,78.9,73.0,212.0,4.51,18.0,36.0,120.0,7.0,4.245,21.0,37.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,178.0,3043.0,17.1,17.0,89.5,75.0,218.0,4.47,23.0,37.0,124.0,7.0,4.47,20.0,20.0,2009
585.0,3382.0,5.8,30.0,15.0,84.0,5.6,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,235.0,4.38,25.0,33.5,128.0,7.0,4.245,21.0,14.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,127.0,1866.0,14.7,24.0,36.6,75.0,209.0,4.46,18.0,37.5,120.0,6.72,4.19,21.0,3.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,158.0,2282.0,14.4,16.0,44.7,73.0,210.0,4.51,18.0,36.5,127.0,7.0,4.245,22.0,11.0,2009
584.0,2816.0,4.8,35.0,65.0,549.0,8.4,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,198.0,4.5,18.0,35.0,120.0,7.0,4.245,21.0,50.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,12.0,124.0,10.3,2.0,3.6,76.0,264.0,4.88,24.0,32.5,119.0,7.5,4.62,23.0,0.0,2009
376.0,2228.0,5.9,22.0,11.0,72.0,6.5,0.0,122.0,1807.0,14.4,14.5,46.2,70.0,227.0,4.55,19.0,37.0,121.0,7.1,4.4,24.0,20.0,2009
410.0,2107.0,5.1,14.0,42.0,351.0,8.4,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,209.0,4.5,24.0,36.0,121.0,7.35,4.51,22.0,2.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,161.0,1743.0,10.8,9.0,37.9,71.0,194.0,4.47,15.0,33.0,120.0,7.0,4.245,23.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,46.0,927.0,20.2,8.0,22.6,72.0,183.0,4.52,18.0,35.0,120.0,7.0,4.245,21.0,8.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,101.0,1910.0,18.9,15.0,51.6,72.0,199.0,4.33,14.0,40.0,129.0,6.9,4.27,23.0,32.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,138.0,1752.0,12.7,17.0,36.5,77.0,223.0,4.59,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,1107.0,15.2,7.0,30.8,77.0,246.0,4.49,23.0,41.0,123.0,7.0,4.245,22.0,10.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,179.0,2771.0,15.5,22.0,55.4,70.0,182.0,4.31,12.0,34.5,118.0,7.01,4.48,23.0,4.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,247.0,2659.0,10.8,30.0,53.2,78.0,244.0,4.83,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,202.0,2861.0,14.2,19.0,53.0,73.0,210.0,4.44,18.0,34.5,116.0,7.0,4.4,22.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,159.0,2149.0,13.5,11.0,67.2,75.0,243.0,4.61,28.0,35.0,120.0,7.0,4.245,22.0,2.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,259.0,3231.0,12.5,22.0,67.3,68.0,195.0,4.3,18.0,40.5,126.0,6.65,4.28,22.0,20.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,90.0,1429.0,15.9,12.0,37.6,74.0,195.0,4.49,18.0,34.5,120.0,6.65,4.12,22.0,30.0,2009
