Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Dontae Johnson,,SFO,4,129,2014,North Carolina State,2010,2013,51.0,,,,,,,,,,,,,,DB,North Carolina State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,15.0,15.0,DB
Brock Vereen,,CHI,4,131,2014,Minnesota,2010,2013,47.0,,,,,,,,,,,,,,DB,Minnesota,,,,,,,,,,,,,,,,,,,,,4.0,0.0,12.0,2.0,DB
Nevin Lawson,,DET,4,133,2014,Utah State,2010,2013,47.0,,,,,,,,,,,,,,DB,Utah State,,,,,,,,,,,,,,,,,,,,,6.0,1.0,34.0,17.0,DB
Ricardo Allen,,ATL,5,147,2014,Purdue,2010,2013,50.0,,,,,,,,,,,,,,DB,Purdue,,,,,,,,,,,,,,,,,,,,,13.0,4.0,11.0,24.0,DB
Bene Benwikere,,CAR,5,148,2014,San Jose State,2010,2013,47.0,,,,,,,,,,,,,,DB,San Jose State,,,,,,,,,,,,,,,,,,,,,14.0,1.0,17.0,6.0,DB
Nat Berhe,,NYG,5,152,2014,San Diego State,2010,2013,51.0,,,,,,,,,,,,,,DB,San Diego State,,,,,,,,,,,,,,,,,,,,,5.0,0.0,15.0,3.0,DB
Ed Reynolds,,PHI,5,162,2014,Stanford,2010,2013,33.0,,,,,,,,,,,,,,DB,Stanford,,,,,,,,,,,,,,,,,,,,,7.0,3.0,4.0,1.0,DB
Vinnie Sunseri,,NOR,5,167,2014,Alabama,2011,2013,33.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,4.0,2.0,5.0,0.0,DB
Keith Reaser,,SFO,5,170,2014,Florida Atlantic,2010,2013,40.0,,,,,,,,,,,,,,DB,Florida Atlantic,,,,,,,,,,,,,,,,,,,,,5.0,0.0,11.0,2.0,DB
Kenneth Acker,,SFO,6,180,2014,SMU,2010,2013,46.0,,,,,,,,,,,,,,DB,SMU,,,,,,,,,,,,,,,,,,,,,7.0,1.0,17.0,5.0,DB
Antone Exum,,MIN,6,182,2014,Virginia Tech,2010,2013,44.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,6.0,0.0,20.0,3.0,DB
E.J. Gaines,,RAM,6,188,2014,Missouri,2010,2013,50.0,,,,,,,,,,,,,,DB,Missouri,,,,,,,,,,,,,,,,,,,,,8.0,0.0,20.0,9.0,DB
Demetri Goodson,,GNB,6,197,2014,Baylor,2011,2013,19.0,,,,,,,,,,,,,,DB,Baylor,,,,,,,,,,,,,,,,,,,,,4.0,0.0,13.0,2.0,DB
Eric Pinkins,,SEA,6,208,2014,San Diego State,2009,2013,46.0,,,,,,,,,,,,,,DB,San Diego State,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,1.0,DB
Andre Hal,,HTX,7,216,2014,Vanderbilt,2010,2013,50.0,,,,,,,,,,,,,,DB,Vanderbilt,,,,,,,,,,,,,,,,,,,,,6.0,0.0,17.0,17.0,DB
Travis Carrie,,RAI,7,219,2014,Ohio,2008,2013,50.0,,,,,,,,,,,,,,DB,Ohio,,,,,,,,,,,,,,,,,,,,,9.0,2.0,26.0,13.0,DB
Jabari Price,,MIN,7,225,2014,North Carolina,2010,2013,45.0,,,,,,,,,,,,,,DB,North Carolina,,,,,,,,,,,,,,,,,,,,,2.0,0.0,16.0,1.0,DB
Christian Bryant,,RAM,7,241,2014,Ohio State,2010,2013,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,11.0,1.0,DB
Jonathan Dowling,,RAI,7,247,2014,Western Kentucky,2012,2013,23.0,,,,,,,,,,,,,,DB,Western Kentucky,,,,,,,,,,,,,,,,,,,,,9.0,1.0,6.0,0.0,DB
Terrance Mitchell,,DAL,7,254,2014,Oregon,2011,2013,40.0,,,,,,,,,,,,,,DB,Oregon,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,0.0,DB
Lonnie Ballentine,,HTX,7,256,2014,Memphis,2010,2013,42.0,,,,,,,,,,,,,,DB,Memphis,,,,,,,,,,,,,,,,,,,,,3.0,0.0,8.0,0.0,DB
Trae Waynes,,MIN,1,11,2015,Michigan State,2012,2014,36.0,,,,,,,,,,,,,,DB,Michigan State,,,,,,,,,,,,,,,,,,,,,6.0,0.0,13.0,18.0,DB
Kevin Johnson,,HTX,1,16,2015,Wake Forest,2010,2014,47.0,,,,,,,,,,,,,,DB,Wake Forest,,,,,,,,,,,,,,,,,,,,,7.0,0.0,20.0,8.0,DB
Marcus Peters,,KAN,1,18,2015,Washington,2012,2014,35.0,,,,,,,,,,,,,,DB,Washington,,,,,,,,,,,,,,,,,,,,,11.0,1.0,16.0,32.0,DB
Byron Jones,,DAL,1,27,2015,Connecticut,2011,2014,43.0,,,,,,,,,,,,,,DB,Connecticut,,,,,,,,,,,,,,,,,,,,,8.0,1.0,16.0,29.0,DB
Damarious Randall,,GNB,1,30,2015,Arizona State,2013,2014,24.0,,,,,,,,,,,,,,DB,Arizona State,,,,,,,,,,,,,,,,,,,,,6.0,2.0,12.0,11.0,DB
Landon Collins,,NYG,2,33,2015,Alabama,2012,2014,41.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,5.0,1.0,13.0,32.0,DB
Jalen Collins,,ATL,2,42,2015,LSU,2012,2014,34.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,4.0,DB
Eric Rowe,,PHI,2,47,2015,Utah,2011,2014,47.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,3.0,1.0,28.0,2.0,DB
Ronald Darby,,BUF,2,50,2015,Florida State,2012,2014,35.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,16.0,9.0,DB
Quinten Rollins,,GNB,2,62,2015,Miami (OH),2014,2014,12.0,,,,,,,,,,,,,,DB,Miami (OH),,,,,,,,,,,,,,,,,,,,,7.0,1.0,9.0,7.0,DB
Jordan Richards,,NWE,2,64,2015,Stanford,2011,2014,54.0,,,,,,,,,,,,,,DB,Stanford,,,,,,,,,,,,,,,,,,,,,9.0,1.0,9.0,5.0,DB
D'Joun Smith,,CLT,3,65,2015,Florida Atlantic,2012,2014,34.0,,,,,,,,,,,,,,DB,Florida Atlantic,,,,,,,,,,,,,,,,,,,,,9.0,2.0,21.0,0.0,DB
P.J. Williams,,NOR,3,78,2015,Florida State,2012,2014,39.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,4.0,1.0,18.0,19.0,DB
Alex Carter,,DET,3,80,2015,Stanford,2012,2014,40.0,,,,,,,,,,,,,,DB,Stanford,,,,,,,,,,,,,,,,,,,,,2.0,0.0,16.0,0.0,DB
Craig Mager,,SDG,3,83,2015,Texas State,2012,2014,36.0,,,,,,,,,,,,,,DB,Texas State,,,,,,,,,,,,,,,,,,,,,7.0,0.0,19.0,4.0,DB
Steven Nelson,,KAN,3,98,2015,Oregon State,2013,2014,25.0,,,,,,,,,,,,,,CB,Oregon State,,,,,,,,,,,,,,,,,,,,,8.0,1.0,16.0,11.0,DB
James Sample,,JAX,4,104,2015,Louisville,2014,2014,13.0,,,,,,,,,,,,,,S,Louisville,,,,,,,,,,,,,,,,,,,,,4.0,0.0,8.0,1.0,DB
Clayton Geathers,,CLT,4,109,2015,UCF,2010,2014,53.0,,,,,,,,,,,,,,DB,UCF,,,,,,,,,,,,,,,,,,,,,3.0,0.0,30.0,13.0,DB
Ibraheim Campbell,,CLE,4,115,2015,Northwestern,2011,2014,46.0,,,,,,,,,,,,,,DB,Northwestern,,,,,,,,,,,,,,,,,,,,,10.0,0.0,12.0,5.0,DB
Josh Shaw,,CIN,4,120,2015,USC,2011,2012,23.0,,,,,,,,,,,,,,DB,FloridaUSC,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,7.0,DB
Doran Grant,,PIT,4,121,2015,Ohio State,2011,2014,53.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,9.0,1.0,19.0,0.0,DB
Adrian Amos,,CHI,5,142,2015,Penn State,2011,2014,48.0,,,,,,,,,,,,,,DB,Penn State,,,,,,,,,,,,,,,,,,,,,7.0,0.0,16.0,19.0,DB
Bobby McCain,,MIA,5,145,2015,Memphis,2011,2014,45.0,,,,,,,,,,,,,,DB,Memphis,,,,,,,,,,,,,,,,,,,,,12.0,4.0,12.0,17.0,DB
Lorenzo Doss,,DEN,5,164,2015,Tulane,2012,2014,37.0,,,,,,,,,,,,,,DB,Tulane,,,,,,,,,,,,,,,,,,,,,15.0,2.0,17.0,0.0,DB
Damian Swann,,NOR,5,167,2015,Georgia,2011,2014,50.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,8.0,0.0,16.0,1.0,DB
Kyshoen Jarrett,,WAS,6,181,2015,Virginia Tech,2011,2014,53.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,3.0,DB
Charles Gaines,,CLE,6,189,2015,Louisville,2012,2014,32.0,,,,,,,,,,,,,,DB,Louisville,,,,,,,,,,,,,,,,,,,,,7.0,1.0,17.0,1.0,DB
Randall Evans,,PHI,6,196,2015,Kansas State,2011,2014,51.0,,,,,,,,,,,,,,DB,Kansas State,,,,,,,,,,,,,,,,,,,,,7.0,0.0,21.0,0.0,DB
Derron Smith,,CIN,6,197,2015,Fresno State,2010,2014,56.0,,,,,,,,,,,,,,DB,Fresno State,,,,,,,,,,,,,,,,,,,,,15.0,2.0,16.0,2.0,DB
Quandre Diggs,,DET,6,200,2015,Texas,2011,2014,52.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,11.0,0.0,27.0,11.0,DB
Dexter McDonald,,RAI,7,242,2015,Kansas,2011,2014,30.0,,,,,,,,,,,,,,DB,Kansas,,,,,,,,,,,,,,,,,,,,,4.0,0.0,23.0,2.0,DB
Akeem King,,ATL,7,249,2015,San Jose State,2013,2014,20.0,,,,,,,,,,,,,,CB,San Jose State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,DB
Taurean Nixon,,DEN,7,251,2015,Tulane,2013,2014,17.0,,,,,,,,,,,,,,CB,Tulane,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,0.0,DB
Jalen Ramsey,,JAX,1,5,2016,Florida State,2013,2015,41.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,23.0,28.0,DB
Eli Apple,,NYG,1,10,2016,Ohio State,2014,2015,28.0,,,,,,,,,,,,,,CB,Ohio State,,,,,,,,,,,,,,,,,,,,,4.0,0.0,18.0,9.0,DB
Vernon Hargreaves III,,TAM,1,11,2016,Florida,2013,2015,37.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,10.0,0.0,27.0,10.0,DB
Karl Joseph,,RAI,1,14,2016,West Virginia,2012,2015,42.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,9.0,0.0,8.0,14.0,DB
Keanu Neal,,ATL,1,17,2016,Florida,2013,2015,26.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,17.0,DB
William Jackson III,,CIN,1,24,2016,Houston,2015,2015,13.0,,,,,,,,,,,,,,CB,Houston,,,,,,,,,,,,,,,,,,,,,5.0,2.0,23.0,15.0,DB
Artie Burns,,PIT,1,25,2016,Miami (FL),2013,2015,35.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,7.0,0.0,14.0,14.0,DB
Xavien Howard,,MIA,2,38,2016,Baylor,2013,2015,29.0,,,,,,,,,,,,,,DB,Baylor,,,,,,,,,,,,,,,,,,,,,10.0,0.0,23.0,56.0,DB
Su'A Cravens,,WAS,2,53,2016,USC,2013,2015,40.0,,,,,,,,,,,,,,S,USC,,,,,,,,,,,,,,,,,,,,,9.0,1.0,16.0,4.0,DB
Mackensie Alexander,,MIN,2,54,2016,Clemson,2014,2015,27.0,,,,,,,,,,,,,,CB,Clemson,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,8.0,DB
T.J. Green,,CLT,2,57,2016,Clemson,2013,2015,31.0,,,,,,,,,,,,,,S,Clemson,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,5.0,DB
Sean Davis,,PIT,2,58,2016,Maryland,2012,2015,50.0,,,,,,,,,,,,,,DB,Maryland,,,,,,,,,,,,,,,,,,,,,5.0,0.0,14.0,18.0,DB
Vonn Bell,,NOR,2,61,2016,Ohio State,2013,2015,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,9.0,1.0,15.0,12.0,DB
James Bradberry,,CAR,2,62,2016,,2011,2011,1.0,,,,,,,,,,,,,,DB,Arkansas State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.0,DB
Kevin Byard,,OTI,3,64,2016,Middle Tennessee State,2012,2015,49.0,,,,,,,,,,,,,,DB,Middle Tennessee State,,,,,,,,,,,,,,,,,,,,,19.0,4.0,15.0,49.0,DB
Darian Thompson,,NYG,3,71,2016,Boise State,2012,2015,47.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,19.0,1.0,6.0,6.0,DB
Daryl Worley,,CAR,3,77,2016,West Virginia,2013,2015,34.0,,,,,,,,,,,,,,CB,West Virginia,,,,,,,,,,,,,,,,,,,,,10.0,0.0,21.0,11.0,DB
Kendall Fuller,,WAS,3,84,2016,Virginia Tech,2013,2015,29.0,,,,,,,,,,,,,,CB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,8.0,1.0,27.0,26.0,DB
Justin Simmons,,DEN,3,98,2016,Boston College,2012,2015,45.0,,,,,,,,,,,,,,DB,Boston College,,,,,,,,,,,,,,,,,,,,,8.0,0.0,10.0,56.0,DB
Tavon Young,,RAV,4,104,2016,Temple,2012,2015,47.0,,,,,,,,,,,,,,DB,Temple,,,,,,,,,,,,,,,,,,,,,7.0,1.0,21.0,14.0,DB
Eric Murray,,KAN,4,106,2016,Minnesota,2012,2015,51.0,,,,,,,,,,,,,,DB,Minnesota,,,,,,,,,,,,,,,,,,,,,2.0,0.0,24.0,5.0,DB
Juston Burris,,NYJ,4,118,2016,North Carolina State,2013,2015,38.0,,,,,,,,,,,,,,CB,North Carolina State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,18.0,3.0,DB
Deon Bush,,CHI,4,124,2016,Miami (FL),2012,2015,45.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,4.0,0.0,13.0,7.0,DB
