Sk,Solo,Ast,Comb,TFL,Int,PD,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
25.5,57.0,25.0,82.0,32.5,,,75.0,251.0,4.66,23.0,35.0,121.0,7.48,4.47,22.0,3.0,2014
5.5,38.0,34.0,72.0,18.0,,,74.0,288.0,4.93,26.0,33.0,116.0,7.23,4.39,22.0,4.0,2014
20.0,63.0,57.0,120.0,34.0,,,75.0,251.0,4.8,20.0,34.5,113.0,7.46,4.31,22.0,65.0,2014
10.0,57.0,34.0,91.0,24.0,,,78.0,310.0,4.92,32.0,35.5,114.0,7.87,4.5,24.0,8.0,2014
25.0,157.0,69.0,226.0,61.5,,,75.0,243.0,4.71,21.0,32.5,112.0,7.22,4.2,23.0,4.0,2014
21.5,59.0,67.0,126.0,25.0,,,77.0,304.0,4.92,31.0,33.0,116.0,7.23,4.39,21.0,38.0,2014
32.5,102.0,58.0,160.0,52.5,,,77.0,250.0,4.86,19.0,35.5,118.0,6.78,4.2,23.0,11.0,2014
8.5,73.0,65.0,138.0,25.0,,,74.0,299.0,5.06,27.0,29.5,102.0,7.23,4.83,21.0,14.0,2014
31.5,134.0,62.0,196.0,43.5,,,75.0,252.0,4.75,24.0,33.0,116.0,7.23,4.39,21.0,8.0,2014
1.0,24.0,61.0,85.0,5.0,,,75.0,315.0,4.98,24.0,33.0,116.0,7.23,4.39,22.0,2.0,2014
13.5,56.0,40.0,96.0,28.0,,,76.0,273.0,4.92,22.0,31.0,114.0,6.83,4.45,22.0,10.0,2014
5.5,151.0,164.0,315.0,13.5,,,74.0,233.0,4.72,16.0,32.0,122.0,7.23,4.39,22.0,22.0,2014
23.5,100.0,65.0,165.0,51.0,,,75.0,273.0,4.84,24.0,31.5,108.0,7.19,4.29,22.0,2.0,2014
13.0,70.0,50.0,120.0,24.5,,,75.0,306.0,5.06,26.0,33.5,106.0,7.92,4.78,22.0,5.0,2014
17.0,233.0,187.0,420.0,50.0,,,71.0,248.0,4.83,27.0,31.0,114.0,7.18,4.27,23.0,6.0,2014
20.5,95.0,66.0,161.0,45.5,,,72.0,303.0,5.36,24.0,28.5,99.0,7.93,4.82,22.0,8.0,2014
19.5,92.0,86.0,178.0,45.5,,,78.0,272.0,4.72,22.0,35.5,129.0,7.2,4.33,22.0,9.0,2014
2.5,36.0,62.0,98.0,9.0,,,73.0,334.0,5.27,25.0,28.0,92.0,7.81,4.75,23.0,19.0,2014
15.0,96.0,53.0,149.0,22.5,,,76.0,252.0,4.89,14.0,32.0,108.0,7.08,4.25,22.0,5.0,2014
3.5,45.0,41.0,86.0,13.5,,,76.0,322.0,5.35,25.0,27.5,101.0,7.73,4.78,22.0,34.0,2014
3.0,110.0,126.0,236.0,19.0,,,72.0,240.0,4.74,23.0,31.5,116.0,7.15,4.45,22.0,21.0,2014
21.5,110.0,44.0,154.0,43.0,,,73.0,250.0,4.76,23.0,37.5,122.0,7.25,4.3,22.0,0.0,2014
8.0,214.0,146.0,360.0,23.0,,,72.0,232.0,4.51,28.0,39.0,128.0,6.92,4.02,22.0,3.0,2014
3.0,26.0,49.0,75.0,16.0,,,79.0,295.0,4.98,24.0,33.0,116.0,7.23,4.39,23.0,18.0,2014
19.5,71.0,74.0,145.0,24.5,,,73.0,253.0,4.71,26.0,38.5,122.0,7.29,4.31,22.0,2.0,2014
16.0,97.0,76.0,173.0,22.0,,,78.0,281.0,4.92,21.0,33.0,116.0,7.23,4.39,23.0,1.0,2014
7.0,139.0,75.0,214.0,29.0,,,75.0,218.0,4.52,24.0,31.5,119.0,7.23,4.39,23.0,42.0,2014
10.5,36.0,26.0,62.0,19.0,,,77.0,249.0,4.76,18.0,33.0,116.0,7.23,4.39,21.0,10.0,2014
4.0,147.0,149.0,296.0,10.0,,,73.0,246.0,4.66,25.0,30.5,120.0,7.11,4.07,22.0,25.0,2014
1.5,87.0,143.0,230.0,14.5,,,73.0,237.0,4.64,22.0,35.0,123.0,7.24,4.35,23.0,1.0,2014
21.5,61.0,61.0,122.0,30.5,,,73.0,266.0,4.66,28.0,37.0,121.0,7.55,4.46,22.0,3.0,2014
5.5,57.0,47.0,104.0,15.5,,,75.0,287.0,4.98,24.0,33.0,116.0,7.23,4.39,24.0,5.0,2014
6.5,58.0,138.0,196.0,14.5,,,73.0,337.0,5.47,32.0,26.0,88.0,7.89,4.6,23.0,3.0,2014
17.0,49.0,66.0,115.0,24.5,,,75.0,247.0,4.73,21.0,34.0,117.0,7.31,4.63,23.0,4.0,2014
11.0,53.0,26.0,79.0,18.5,,,75.0,237.0,4.65,21.0,35.5,114.0,7.23,4.39,23.0,1.0,2014
12.5,96.0,99.0,195.0,26.0,,,75.0,249.0,4.7,23.0,30.0,113.0,7.25,4.32,23.0,13.0,2014
3.5,27.0,33.0,60.0,7.5,,,75.0,310.0,4.92,24.0,33.0,116.0,7.23,4.39,21.0,1.0,2014
6.5,152.0,143.0,295.0,37.5,,,73.0,254.0,4.9,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2014
17.5,71.0,77.0,148.0,32.0,,,73.0,261.0,4.86,28.0,34.0,112.0,7.67,4.65,23.0,0.0,2014
1.5,41.0,31.0,72.0,10.0,,,79.0,352.0,5.18,27.0,20.5,97.0,7.23,4.39,22.0,6.0,2014
5.0,55.0,75.0,130.0,17.0,,,77.0,309.0,5.25,25.0,30.5,103.0,7.23,4.39,23.0,25.0,2014
20.5,131.0,104.0,235.0,37.5,,,77.0,245.0,4.67,26.0,33.0,116.0,7.23,4.39,26.0,3.0,2014
14.5,73.0,67.0,140.0,33.0,,,75.0,261.0,4.6,19.0,32.5,112.0,7.4,4.32,21.0,5.0,2015
20.0,111.0,107.0,218.0,35.5,,,77.0,302.0,4.97,24.0,29.5,106.0,7.59,4.53,21.0,26.0,2015
33.0,72.0,17.0,89.0,52.0,,,75.0,246.0,4.53,35.0,41.0,130.0,6.91,4.15,23.0,32.0,2015
10.5,104.0,95.0,199.0,23.0,,,74.0,339.0,5.64,34.0,30.5,95.0,7.99,4.65,22.0,15.0,2015
4.0,42.0,45.0,87.0,10.5,,,79.0,292.0,5.06,24.0,34.0,117.0,7.57,4.53,21.0,40.0,2015
23.5,145.0,102.0,247.0,37.0,,,76.0,269.0,4.56,24.0,42.0,138.0,7.23,4.39,22.0,30.0,2015
19.0,82.0,38.0,120.0,34.0,,,75.0,245.0,4.68,21.0,33.0,116.0,7.23,4.39,22.0,12.0,2015
1.5,102.0,57.0,159.0,6.5,,,72.0,228.0,4.64,24.0,33.5,117.0,6.99,4.08,21.0,41.0,2015
10.0,151.0,104.0,255.0,35.0,,,75.0,243.0,4.56,23.0,37.0,122.0,7.07,4.03,23.0,9.0,2015
6.5,49.0,46.0,95.0,16.0,,,74.0,319.0,5.05,26.0,29.5,98.0,7.84,4.59,21.0,27.0,2015
8.0,54.0,41.0,95.0,23.0,,,75.0,279.0,4.76,32.0,32.5,120.0,7.44,4.55,21.0,10.0,2015
16.0,73.0,61.0,134.0,27.0,,,77.0,271.0,4.74,24.0,34.0,121.0,7.07,4.28,22.0,21.0,2015
6.0,31.0,31.0,62.0,12.0,,,76.0,336.0,5.28,24.0,33.0,116.0,7.23,4.39,21.0,32.0,2015
7.5,122.0,121.0,243.0,19.5,,,76.0,246.0,4.66,16.0,40.5,121.0,7.21,4.27,22.0,42.0,2015
35.5,139.0,67.0,206.0,51.0,,,74.0,253.0,4.93,24.0,33.0,116.0,7.23,4.39,23.0,5.0,2015
10.0,307.0,174.0,481.0,26.0,,,72.0,232.0,4.61,19.0,38.0,124.0,7.23,4.39,23.0,55.0,2015
4.5,240.0,111.0,351.0,27.0,,,71.0,236.0,4.78,27.0,32.0,113.0,7.23,4.39,22.0,29.0,2015
21.5,76.0,57.0,133.0,29.5,,,75.0,250.0,4.8,24.0,31.5,115.0,7.28,4.43,22.0,7.0,2015
3.5,28.0,30.0,58.0,9.0,,,77.0,329.0,5.17,28.0,30.0,105.0,7.88,4.68,22.0,9.0,2015
16.5,77.0,66.0,143.0,33.0,,,74.0,260.0,4.9,24.0,33.0,116.0,7.23,4.39,24.0,23.0,2015
16.5,62.0,57.0,119.0,25.5,,,77.0,235.0,4.64,24.0,36.5,125.0,7.23,4.39,22.0,11.0,2015
11.5,66.0,49.0,115.0,35.5,,,75.0,271.0,4.79,19.0,38.5,118.0,7.08,4.05,22.0,20.0,2015
12.5,85.0,51.0,136.0,24.5,,,75.0,267.0,4.62,25.0,39.0,127.0,7.36,4.19,23.0,1.0,2015
17.5,75.0,66.0,141.0,36.5,,,75.0,247.0,4.6,24.0,35.0,123.0,7.07,4.16,21.0,11.0,2015
21.0,77.0,37.0,114.0,33.5,,,76.0,259.0,4.85,23.0,32.0,112.0,7.47,4.58,22.0,4.0,2015
5.5,128.0,111.0,239.0,20.5,,,73.0,236.0,4.68,20.0,38.0,124.0,6.78,4.15,23.0,18.0,2015
4.5,52.0,90.0,142.0,21.0,,,77.0,252.0,4.57,25.0,33.0,116.0,7.23,4.39,20.0,58.0,2015
3.5,31.0,63.0,94.0,14.5,,,77.0,320.0,5.07,24.0,33.0,103.0,7.91,4.47,23.0,7.0,2015
17.0,77.0,65.0,142.0,31.5,,,78.0,294.0,4.97,24.0,30.0,111.0,7.2,4.19,24.0,8.0,2015
13.0,70.0,52.0,122.0,32.5,,,75.0,293.0,4.86,29.0,29.0,110.0,7.23,4.37,23.0,3.0,2015
7.5,52.0,32.0,84.0,16.5,,,75.0,262.0,4.81,20.0,37.0,117.0,7.24,4.38,23.0,3.0,2015
6.5,136.0,105.0,241.0,31.0,,,72.0,235.0,4.93,21.0,28.0,109.0,7.23,4.49,22.0,1.0,2015
4.5,32.0,33.0,65.0,17.0,,,76.0,318.0,5.02,20.0,31.0,101.0,7.5,4.57,22.0,1.0,2015
18.0,97.0,93.0,190.0,47.5,,,74.0,266.0,4.93,28.0,36.5,121.0,7.34,4.4,22.0,24.0,2015
6.0,43.0,40.0,83.0,20.5,,,75.0,300.0,5.07,34.0,26.5,100.0,7.73,4.56,23.0,1.0,2015
6.0,138.0,115.0,253.0,19.0,,,74.0,237.0,4.77,23.0,35.0,111.0,7.23,4.51,23.0,12.0,2015
11.0,50.0,70.0,120.0,14.5,,,76.0,274.0,4.83,23.0,29.0,113.0,7.42,4.66,22.0,10.0,2015
1.5,78.0,89.0,167.0,15.0,,,73.0,227.0,4.55,24.0,36.0,121.0,7.14,4.2,21.0,22.0,2015
5.0,108.0,87.0,195.0,16.0,,,72.0,245.0,4.77,22.0,37.0,119.0,7.21,4.2,22.0,10.0,2015
9.5,166.0,101.0,267.0,45.5,,,74.0,240.0,4.65,20.0,34.5,120.0,7.11,4.2,23.0,14.0,2015
5.5,78.0,66.0,144.0,28.5,,,73.0,304.0,5.06,30.0,31.0,112.0,7.37,4.56,22.0,56.0,2015
3.5,217.0,117.0,334.0,35.0,,,72.0,231.0,4.59,19.0,33.5,120.0,6.68,4.0,23.0,3.0,2015
2.0,77.0,73.0,150.0,11.5,,,72.0,236.0,4.81,25.0,35.0,120.0,7.66,4.39,22.0,6.0,2015
6.5,41.0,48.0,89.0,16.0,,,73.0,308.0,5.38,34.0,29.0,103.0,7.23,4.39,23.0,13.0,2015
14.5,95.0,65.0,160.0,27.5,,,74.0,316.0,5.18,32.0,33.0,105.0,7.53,4.46,22.0,16.0,2015
3.0,37.0,57.0,94.0,5.5,,,74.0,236.0,4.65,22.0,33.0,116.0,7.23,4.39,23.0,1.0,2015
10.0,101.0,48.0,149.0,25.0,,,76.0,269.0,4.75,25.0,32.5,119.0,7.25,4.47,23.0,0.0,2015
18.0,61.0,50.0,111.0,31.5,,,74.0,293.0,5.04,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2015
7.5,46.0,46.0,92.0,20.5,,,73.0,298.0,5.0,26.0,31.0,107.0,8.0,4.39,21.0,12.0,2015
6.0,46.0,60.0,106.0,19.5,,,77.0,319.0,5.25,25.0,27.0,103.0,7.91,4.78,23.0,4.0,2015
3.5,147.0,187.0,334.0,21.0,,,73.0,244.0,4.83,23.0,32.0,111.0,7.35,4.27,23.0,0.0,2015
15.5,87.0,84.0,171.0,25.0,,,75.0,267.0,4.79,27.0,34.5,114.0,7.17,4.25,22.0,9.0,2015
11.5,78.0,44.0,122.0,23.0,,,74.0,289.0,4.9,24.0,33.0,116.0,7.23,4.39,21.0,8.0,2015
4.0,56.0,47.0,103.0,20.5,,,74.0,307.0,5.02,26.0,34.0,114.0,7.67,4.69,22.0,7.0,2015
7.0,202.0,120.0,322.0,24.0,,,73.0,234.0,4.6,26.0,35.0,117.0,7.15,4.36,23.0,5.0,2015
3.0,80.0,50.0,130.0,10.0,,,74.0,232.0,4.56,24.0,33.0,116.0,7.23,4.39,25.0,0.0,2015
26.0,101.0,47.0,148.0,50.5,,,77.0,269.0,4.86,24.0,32.0,120.0,6.89,4.21,21.0,56.0,2016
18.0,109.0,122.0,231.0,35.5,,,79.0,291.0,5.05,24.0,32.0,116.0,7.51,4.47,22.0,34.0,2016
17.0,92.0,92.0,184.0,28.5,,,78.0,244.0,4.6,24.0,39.5,127.0,7.23,4.39,23.0,21.0,2016
19.0,73.0,61.0,134.0,32.5,,,73.0,299.0,5.03,28.0,34.5,118.0,7.44,4.59,22.0,15.0,2016
20.0,68.0,57.0,125.0,46.5,,,75.0,269.0,4.7,24.0,33.0,120.0,7.16,4.21,22.0,15.0,2016
12.0,90.0,57.0,147.0,27.5,,,73.0,232.0,4.47,17.0,35.5,133.0,7.12,4.2,21.0,17.0,2016
7.0,91.0,64.0,155.0,20.0,,,75.0,314.0,5.06,29.0,28.5,102.0,7.23,4.62,20.0,60.0,2016
6.0,44.0,48.0,92.0,17.0,,,75.0,294.0,4.87,28.0,35.0,116.0,7.23,4.39,21.0,5.0,2016
5.0,87.0,82.0,169.0,29.0,,,76.0,323.0,5.33,26.0,29.5,104.0,7.82,4.76,22.0,8.0,2016
28.0,96.0,37.0,133.0,40.5,,,76.0,273.0,4.63,20.0,35.5,121.0,7.26,4.5,22.0,14.0,2016
12.0,53.0,29.0,82.0,26.0,,,77.0,277.0,4.86,24.0,33.0,116.0,7.23,4.39,24.0,2.0,2016
4.5,169.0,115.0,284.0,23.5,,,74.0,223.0,4.67,24.0,33.0,116.0,7.23,4.39,21.0,32.0,2016
1.0,117.0,61.0,178.0,15.0,,,73.0,245.0,4.56,19.0,33.0,116.0,7.23,4.39,21.0,36.0,2016
8.5,42.0,60.0,102.0,18.0,,,78.0,310.0,5.03,26.0,24.5,106.0,7.44,4.62,22.0,96.0,2016
8.5,31.0,31.0,62.0,15.0,,,74.0,251.0,4.8,25.0,35.0,121.0,7.21,4.35,22.0,5.0,2016
20.0,69.0,41.0,110.0,31.5,,,75.0,243.0,4.69,21.0,33.0,108.0,7.23,4.39,22.0,3.0,2016
8.5,63.0,91.0,154.0,24.0,,,76.0,314.0,5.32,25.0,26.0,96.0,7.84,4.75,22.0,8.0,2016
4.5,45.0,59.0,104.0,12.0,,,77.0,297.0,5.11,20.0,25.0,111.0,7.38,4.63,22.0,6.0,2016
9.0,51.0,82.0,133.0,22.0,,,76.0,307.0,5.2,22.0,26.0,106.0,7.8,4.74,21.0,17.0,2016
2.0,39.0,73.0,112.0,11.0,,,75.0,307.0,5.21,24.0,31.0,104.0,7.77,4.75,23.0,37.0,2016
5.0,80.0,85.0,165.0,21.0,,,73.0,222.0,4.59,24.0,33.0,120.0,7.23,4.39,21.0,39.0,2016
11.5,67.0,38.0,105.0,26.0,,,76.0,287.0,4.88,24.0,33.0,116.0,7.23,4.39,23.0,15.0,2016
17.5,46.0,19.0,65.0,25.0,,,79.0,277.0,4.84,21.0,28.5,114.0,7.27,4.37,23.0,7.0,2016
8.0,37.0,49.0,86.0,18.0,,,74.0,311.0,5.03,25.0,29.5,109.0,7.53,4.52,21.0,23.0,2016
21.5,57.0,27.0,84.0,32.5,,,74.0,252.0,4.75,26.0,34.5,118.0,7.35,4.5,21.0,32.0,2016
26.5,110.0,61.0,171.0,44.0,,,78.0,285.0,4.87,25.0,30.0,111.0,7.03,4.25,25.0,1.0,2016
12.0,91.0,87.0,178.0,33.5,,,75.0,285.0,4.93,23.0,32.0,116.0,7.31,4.56,22.0,6.0,2016
27.0,74.0,57.0,131.0,44.0,,,76.0,251.0,4.82,23.0,35.0,115.0,6.97,4.25,24.0,2.0,2016
13.5,71.0,71.0,142.0,25.0,,,75.0,301.0,5.17,21.0,27.0,99.0,8.06,4.79,21.0,9.0,2016
19.0,108.0,97.0,205.0,40.0,,,75.0,259.0,4.8,16.0,36.5,121.0,7.23,4.39,22.0,28.0,2016
18.5,161.0,175.0,336.0,41.5,,,74.0,239.0,4.72,24.0,31.5,115.0,6.73,4.0,23.0,17.0,2016
12.0,104.0,149.0,253.0,36.0,,,77.0,245.0,4.72,15.0,34.5,121.0,7.23,4.39,24.0,9.0,2016
7.0,36.0,40.0,76.0,14.0,,,76.0,329.0,5.19,17.0,29.0,110.0,8.03,4.59,22.0,2.0,2016
13.5,95.0,77.0,172.0,35.5,,,73.0,244.0,4.76,22.0,33.5,111.0,7.11,4.3,22.0,25.0,2016
15.5,68.0,69.0,137.0,26.5,,,75.0,271.0,4.59,23.0,34.0,119.0,7.23,4.39,23.0,0.0,2016
7.5,169.0,127.0,296.0,18.0,,,76.0,254.0,4.68,20.0,33.5,124.0,7.23,4.39,22.0,1.0,2016
7.5,91.0,50.0,141.0,32.0,,,73.0,293.0,5.07,21.0,30.0,102.0,7.44,4.5,22.0,2.0,2016
6.5,77.0,60.0,137.0,17.5,,,73.0,242.0,4.69,30.0,34.5,118.0,7.05,4.51,23.0,9.0,2016
6.5,187.0,87.0,274.0,29.5,,,74.0,243.0,4.73,19.0,32.0,120.0,7.16,4.22,23.0,14.0,2016
6.5,127.0,79.0,206.0,16.0,,,76.0,232.0,4.58,16.0,34.0,116.0,7.23,4.39,23.0,20.0,2016
9.5,62.0,38.0,100.0,17.0,,,75.0,303.0,5.02,24.0,32.0,113.0,8.28,4.82,21.0,5.0,2016
8.0,74.0,32.0,106.0,29.5,,,73.0,311.0,5.05,31.0,27.5,113.0,8.05,4.82,21.0,14.0,2016
4.5,130.0,164.0,294.0,21.0,,,73.0,232.0,4.76,24.0,33.0,116.0,7.23,4.39,21.0,9.0,2016
6.0,138.0,119.0,257.0,13.5,,,74.0,237.0,4.71,22.0,28.5,113.0,6.98,4.2,22.0,29.0,2016
9.5,40.0,45.0,85.0,18.0,,,75.0,303.0,5.0,28.0,30.5,110.0,7.57,4.53,22.0,4.0,2016
12.5,87.0,52.0,139.0,31.5,,,78.0,296.0,4.87,30.0,32.5,114.0,7.26,4.38,22.0,35.0,2016
13.5,67.0,47.0,114.0,32.0,,,74.0,284.0,5.15,32.0,30.0,113.0,7.95,4.53,23.0,6.0,2016
10.5,52.0,55.0,107.0,21.5,,,76.0,291.0,4.95,24.0,29.0,116.0,7.95,4.37,23.0,12.0,2016
10.0,76.0,39.0,115.0,30.0,,,75.0,299.0,5.03,32.0,28.0,108.0,7.78,4.71,22.0,19.0,2016
4.5,182.0,176.0,358.0,23.5,,,72.0,245.0,4.89,19.0,28.5,110.0,6.99,4.11,23.0,4.0,2016
5.0,34.0,39.0,73.0,9.0,,,75.0,327.0,5.33,30.0,29.5,99.0,7.9,4.71,22.0,20.0,2016
3.0,46.0,26.0,72.0,11.0,,,73.0,235.0,4.7,21.0,37.5,121.0,7.07,4.36,23.0,4.0,2016
4.5,117.0,115.0,232.0,15.5,,,75.0,249.0,4.91,11.0,30.5,118.0,7.23,4.39,24.0,2.0,2016
20.0,69.0,51.0,120.0,38.0,,,76.0,277.0,4.81,28.0,30.5,109.0,7.63,4.39,24.0,8.0,2016
17.5,87.0,79.0,166.0,36.0,,,75.0,235.0,4.74,14.0,41.0,116.0,7.04,4.38,23.0,1.0,2016
11.5,71.0,48.0,119.0,27.0,,,76.0,267.0,4.61,23.0,31.0,117.0,7.23,4.39,22.0,8.0,2016
7.0,338.0,155.0,493.0,40.0,,,72.0,238.0,4.81,22.0,31.0,112.0,7.19,4.5,23.0,5.0,2016
32.5,84.0,61.0,145.0,48.5,,,76.0,272.0,4.64,33.0,41.0,128.0,7.23,4.39,21.0,104.0,2017
11.5,65.0,36.0,101.0,25.5,,,75.0,273.0,4.69,30.0,35.0,126.0,6.95,4.28,21.0,15.0,2017
18.0,99.0,49.0,148.0,46.0,,,73.0,237.0,4.52,24.0,36.5,133.0,7.01,4.37,22.0,14.0,2017
33.0,131.0,66.0,197.0,52.0,,,75.0,259.0,4.88,24.0,31.0,117.0,6.96,4.44,21.0,22.0,2017
28.5,78.0,75.0,153.0,45.0,,,75.0,286.0,5.0,21.0,30.0,108.0,7.49,4.5,22.0,48.0,2017
5.5,102.0,103.0,205.0,20.0,,,73.0,238.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,20.0,2017
18.0,80.0,56.0,136.0,34.5,,,75.0,253.0,4.82,21.0,32.0,109.0,7.47,4.42,22.0,4.0,2017
17.0,80.0,22.0,102.0,29.0,,,74.0,250.0,4.59,24.0,33.0,122.0,7.48,4.62,21.0,13.0,2017
18.5,55.0,39.0,94.0,27.5,,,78.0,277.0,4.92,25.0,33.0,116.0,7.17,4.39,22.0,6.0,2017
11.5,42.0,29.0,71.0,17.0,,,76.0,252.0,4.69,21.0,37.0,128.0,6.79,4.13,22.0,96.0,2017
8.0,123.0,99.0,222.0,24.0,,,72.0,229.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,8.0,2017
22.5,70.0,67.0,137.0,28.0,,,75.0,247.0,4.65,21.0,37.5,127.0,6.75,4.39,22.0,18.0,2017
19.5,66.0,62.0,128.0,40.0,,,74.0,253.0,4.78,24.0,33.0,116.0,7.23,4.39,23.0,6.0,2017
27.5,81.0,63.0,144.0,39.0,,,76.0,280.0,4.75,18.0,33.0,116.0,7.23,4.39,22.0,6.0,2017
6.0,136.0,139.0,275.0,17.5,,,74.0,240.0,4.61,23.0,33.0,121.0,7.15,4.39,21.0,9.0,2017
4.0,39.0,83.0,122.0,10.5,,,75.0,310.0,5.19,24.0,27.0,110.0,7.68,4.59,23.0,23.0,2017
6.0,177.0,118.0,295.0,39.5,,,75.0,234.0,4.67,15.0,35.0,125.0,7.03,4.29,22.0,29.0,2017
5.5,68.0,59.0,127.0,28.0,,,75.0,305.0,4.97,26.0,32.0,116.0,7.55,4.75,23.0,20.0,2017
16.5,72.0,65.0,137.0,38.5,,,75.0,264.0,4.77,24.0,29.5,117.0,7.18,4.39,22.0,16.0,2017
26.0,76.0,38.0,114.0,40.5,,,76.0,255.0,4.53,24.0,39.0,125.0,6.85,4.28,22.0,4.0,2017
18.0,61.0,62.0,123.0,33.0,,,77.0,298.0,4.75,23.0,33.0,116.0,7.23,4.39,23.0,8.0,2017
1.5,59.0,85.0,144.0,10.0,,,72.0,232.0,4.58,18.0,34.5,122.0,6.89,4.21,23.0,7.0,2017
3.0,32.0,43.0,75.0,5.0,,,75.0,241.0,4.63,16.0,30.5,116.0,6.88,4.25,22.0,8.0,2017
16.0,70.0,91.0,161.0,36.5,,,77.0,266.0,4.76,18.0,36.0,123.0,7.03,4.38,22.0,0.0,2017
21.0,39.0,19.0,58.0,31.0,,,75.0,244.0,4.68,24.0,33.5,124.0,7.36,4.57,23.0,2.0,2017
28.5,75.0,82.0,157.0,40.0,,,76.0,269.0,4.7,15.0,31.5,119.0,7.27,4.35,23.0,1.0,2017
4.0,69.0,55.0,124.0,13.5,,,75.0,305.0,4.99,28.0,28.5,111.0,7.69,4.39,22.0,5.0,2017
11.0,79.0,72.0,151.0,21.0,,,76.0,304.0,4.87,22.0,29.0,108.0,7.62,4.89,22.0,4.0,2017
5.0,71.0,74.0,145.0,21.0,,,77.0,304.0,5.11,24.0,24.5,101.0,7.93,4.63,22.0,3.0,2017
29.5,71.0,56.0,127.0,41.5,,,76.0,266.0,4.65,24.0,33.5,122.0,7.03,4.2,22.0,10.0,2017
7.5,124.0,139.0,263.0,24.5,,,74.0,243.0,4.75,20.0,33.0,116.0,7.23,4.39,22.0,5.0,2017
20.5,111.0,71.0,182.0,37.5,,,75.0,246.0,4.67,21.0,33.5,118.0,6.92,4.3,24.0,1.0,2017
12.0,53.0,59.0,112.0,18.0,,,75.0,316.0,5.38,19.0,28.0,100.0,7.64,4.62,23.0,12.0,2017
14.0,34.0,33.0,67.0,24.0,,,74.0,261.0,4.67,35.0,33.0,114.0,7.46,4.19,22.0,10.0,2017
6.5,80.0,96.0,176.0,21.0,,,74.0,244.0,4.75,27.0,34.5,119.0,6.98,4.13,22.0,15.0,2017
8.0,141.0,85.0,226.0,27.0,,,72.0,230.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,15.0,2017
16.5,51.0,61.0,112.0,23.0,,,77.0,274.0,4.92,22.0,33.0,124.0,7.23,4.39,23.0,38.0,2017
5.0,41.0,50.0,91.0,18.5,,,75.0,302.0,5.13,20.0,27.5,105.0,7.55,4.5,23.0,3.0,2017
14.0,56.0,49.0,105.0,24.0,,,75.0,309.0,4.75,25.0,33.0,116.0,7.23,4.39,23.0,9.0,2017
5.5,138.0,118.0,256.0,24.5,,,71.0,238.0,4.65,24.0,37.0,124.0,6.92,4.18,23.0,3.0,2017
3.0,136.0,87.0,223.0,9.0,,,72.0,231.0,4.7,17.0,31.5,120.0,7.23,4.39,22.0,23.0,2017
6.5,155.0,123.0,278.0,39.5,,,73.0,238.0,4.65,23.0,30.5,116.0,7.23,4.34,22.0,22.0,2017
14.0,104.0,32.0,136.0,31.5,,,72.0,223.0,4.67,24.0,35.0,126.0,7.23,4.39,23.0,57.0,2017
14.5,143.0,148.0,291.0,42.0,,,75.0,240.0,4.75,25.0,31.0,118.0,7.23,4.39,21.0,9.0,2017
12.5,51.0,88.0,139.0,19.0,,,75.0,310.0,5.27,18.0,33.0,116.0,7.23,4.39,22.0,12.0,2017
5.5,30.0,51.0,81.0,20.0,,,75.0,307.0,5.14,21.0,27.0,105.0,7.66,4.62,23.0,2.0,2017
9.5,104.0,86.0,190.0,40.5,,,73.0,296.0,5.24,22.0,27.0,105.0,7.53,4.57,22.0,4.0,2017
12.0,66.0,46.0,112.0,22.5,,,75.0,304.0,5.07,26.0,28.5,108.0,7.58,4.72,23.0,2.0,2017
5.5,163.0,113.0,276.0,36.0,,,73.0,228.0,4.67,24.0,33.5,121.0,7.23,4.39,22.0,1.0,2017
7.0,39.0,21.0,60.0,10.5,,,75.0,253.0,4.88,22.0,30.5,117.0,7.25,4.47,22.0,0.0,2017
6.0,34.0,36.0,70.0,8.5,,,73.0,319.0,5.04,25.0,28.5,108.0,7.73,4.65,22.0,20.0,2017
15.0,35.0,15.0,50.0,18.0,,,73.0,243.0,4.67,24.0,28.5,112.0,6.91,4.33,23.0,0.0,2017
7.5,41.0,63.0,104.0,15.0,,,75.0,280.0,4.84,29.0,32.5,113.0,7.55,4.56,23.0,1.0,2017
7.5,42.0,35.0,77.0,11.5,,,73.0,313.0,5.13,33.0,31.5,105.0,7.65,4.66,22.0,1.0,2017
13.5,25.0,14.0,39.0,14.5,,,75.0,258.0,4.72,25.0,31.5,128.0,7.26,4.4,23.0,9.0,2017
4.5,84.0,84.0,168.0,22.0,,,76.0,280.0,4.89,25.0,31.5,114.0,7.23,4.39,22.0,8.0,2017
19.0,64.0,69.0,133.0,27.5,,,75.0,242.0,4.74,25.0,29.5,120.0,7.2,4.44,23.0,0.0,2017
29.5,92.0,51.0,143.0,53.0,,,71.0,241.0,4.84,20.0,31.5,117.0,7.23,4.34,24.0,0.0,2017
13.0,77.0,84.0,161.0,31.5,,,74.0,300.0,4.75,24.0,33.0,116.0,7.23,4.39,24.0,1.0,2017
