Int,PD,Solo,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
12.0,18.0,60.0,72.0,202.0,4.37,20.0,35.5,126.0,6.92,4.16,22.0,3.0,2014
6.0,21.0,60.0,72.0,190.0,4.49,12.0,38.5,128.0,6.9,4.19,22.0,45.0,2014
7.0,9.0,60.0,71.0,207.0,4.58,18.0,34.5,116.0,6.94,4.16,22.0,13.0,2014
7.0,15.0,60.0,73.0,208.0,4.58,11.0,33.0,119.0,7.16,4.16,21.0,24.0,2014
10.0,13.0,60.0,71.0,199.0,4.52,15.0,36.0,122.0,6.94,4.16,22.0,12.0,2014
9.0,17.0,60.0,69.0,189.0,4.38,16.0,39.0,128.0,6.69,4.0,23.0,13.0,2014
15.0,9.0,60.0,73.0,211.0,4.49,19.0,36.5,125.0,6.96,4.26,22.0,29.0,2014
11.0,14.0,60.0,71.0,193.0,4.59,9.0,36.0,122.0,6.94,4.16,23.0,25.0,2014
8.0,19.0,60.0,71.0,194.0,4.39,17.0,38.5,124.0,6.94,4.04,22.0,14.0,2014
8.0,10.0,60.0,68.0,184.0,4.55,14.0,37.5,124.0,7.26,4.4,23.0,15.0,2014
6.0,12.0,60.0,75.0,218.0,4.61,13.0,41.5,128.0,6.94,4.33,24.0,0.0,2014
2.0,7.0,60.0,72.0,211.0,4.38,16.0,36.0,122.0,6.94,4.16,23.0,1.0,2014
5.0,11.0,60.0,71.0,198.0,4.42,10.0,38.0,119.0,7.35,4.16,22.0,2.0,2014
6.0,11.0,60.0,70.0,196.0,4.47,16.0,36.0,122.0,6.94,4.16,23.0,1.0,2014
4.0,38.0,60.0,72.0,193.0,4.38,11.0,36.5,122.0,6.62,4.04,23.0,6.0,2014
3.0,13.0,60.0,71.0,194.0,4.41,22.0,36.0,122.0,6.94,4.16,22.0,3.0,2014
6.0,17.0,60.0,71.0,197.0,4.62,11.0,34.5,123.0,7.04,4.33,22.0,20.0,2014
12.0,28.0,60.0,72.0,191.0,4.56,10.0,36.5,122.0,7.28,4.32,23.0,0.0,2014
1.0,6.0,60.0,73.0,220.0,4.5,16.0,38.0,123.0,7.05,4.51,23.0,10.0,2014
5.0,11.0,60.0,71.0,177.0,4.51,16.0,36.0,122.0,6.94,4.16,22.0,13.0,2014
1.0,13.0,60.0,75.0,211.0,4.51,16.0,39.0,129.0,7.29,4.18,25.0,4.0,2014
6.0,16.0,60.0,71.0,196.0,4.49,15.0,35.5,118.0,7.26,4.19,22.0,3.0,2014
6.0,14.5,60.0,73.0,198.0,4.59,11.0,35.0,133.0,6.86,4.3,23.0,2.0,2014
13.0,12.0,60.0,72.0,204.0,4.58,18.0,35.0,116.0,7.04,4.31,22.0,17.0,2014
3.0,15.0,60.0,74.0,200.0,4.41,12.0,38.5,124.0,6.82,4.24,22.0,15.0,2014
4.0,12.0,60.0,72.0,199.0,4.47,25.0,34.0,117.0,6.9,4.07,22.0,2.0,2014
6.0,34.0,60.0,69.0,190.0,4.48,16.0,33.0,120.0,7.12,4.4,23.0,17.0,2014
13.0,11.0,60.0,69.0,187.0,4.61,13.0,35.5,117.0,6.94,4.15,22.0,24.0,2014
14.0,17.0,60.0,71.0,195.0,4.59,10.0,40.5,122.0,6.94,4.38,23.0,6.0,2014
5.0,15.0,60.0,70.0,193.0,4.71,15.0,35.5,117.0,7.08,4.22,23.0,3.0,2014
7.0,4.0,60.0,73.0,207.0,4.57,15.0,32.5,117.0,6.94,4.16,22.0,1.0,2014
4.0,5.0,60.0,71.0,210.0,4.49,18.0,36.0,122.0,6.94,4.16,22.0,0.0,2014
5.0,11.0,60.0,71.0,189.0,4.43,22.0,36.0,122.0,6.94,4.16,23.0,2.0,2014
6.0,20.0,60.0,72.0,213.0,4.59,17.0,35.0,117.0,7.05,4.13,23.0,3.0,2014
8.0,20.0,60.0,70.0,190.0,4.44,15.0,36.0,122.0,6.94,4.16,22.0,9.0,2014
4.0,13.0,60.0,71.0,194.0,4.52,11.0,37.0,123.0,6.8,4.34,25.0,2.0,2014
6.0,17.0,60.0,70.0,188.0,4.5,15.0,35.5,119.0,7.14,4.27,22.0,17.0,2014
9.0,26.0,60.0,72.0,206.0,4.49,17.0,36.0,122.0,6.94,4.16,24.0,13.0,2014
2.0,16.0,60.0,71.0,200.0,4.45,16.0,36.0,122.0,7.04,4.3,21.0,1.0,2014
9.0,6.0,60.0,75.0,190.0,4.52,8.0,33.5,118.0,7.04,4.24,22.0,0.0,2014
7.0,25.0,60.0,71.0,192.0,4.63,16.0,34.0,117.0,6.57,4.0,22.0,0.0,2014
6.0,13.0,60.0,72.0,186.0,4.31,19.0,38.0,122.0,7.06,4.39,23.0,18.0,2015
7.0,20.0,60.0,72.0,188.0,4.52,16.0,41.5,130.0,6.79,3.89,23.0,8.0,2015
11.0,16.0,60.0,72.0,197.0,4.53,17.0,37.5,121.0,7.08,4.08,22.0,32.0,2015
8.0,16.0,60.0,73.0,199.0,4.43,16.0,44.5,147.0,6.78,3.94,22.0,29.0,2015
6.0,12.0,60.0,71.0,196.0,4.46,14.0,38.0,120.0,6.83,4.07,23.0,11.0,2015
5.0,13.0,60.0,72.0,228.0,4.53,16.0,35.0,120.0,7.38,4.33,21.0,32.0,2015
2.0,2.0,60.0,73.0,203.0,4.48,16.0,36.0,124.0,6.77,4.27,22.0,4.0,2015
6.0,14.5,60.0,73.0,221.0,4.53,16.0,36.0,124.0,6.94,4.16,23.0,21.0,2015
3.0,28.0,60.0,73.0,205.0,4.45,19.0,39.0,125.0,6.7,3.97,22.0,2.0,2015
2.0,16.0,60.0,71.0,193.0,4.38,12.0,41.5,129.0,6.94,4.14,21.0,9.0,2015
7.0,9.0,60.0,71.0,195.0,4.57,14.0,36.5,122.0,7.1,4.28,23.0,7.0,2015
9.0,9.0,60.0,71.0,211.0,4.65,13.0,32.0,111.0,6.74,4.22,22.0,5.0,2015
9.0,21.0,60.0,70.0,187.0,4.37,18.0,36.0,124.0,6.96,4.26,22.0,0.0,2015
4.0,18.0,60.0,72.0,194.0,4.57,12.0,40.0,132.0,7.08,4.28,22.0,19.0,2015
2.0,16.0,60.0,72.0,196.0,4.51,17.0,40.0,121.0,7.05,4.07,20.0,0.0,2015
7.0,19.0,60.0,71.0,201.0,4.44,17.0,38.0,130.0,6.83,4.07,23.0,4.0,2015
8.0,16.0,60.0,70.0,197.0,4.49,19.0,34.5,115.0,6.88,4.07,22.0,11.0,2015
4.0,8.0,60.0,74.0,209.0,4.56,16.0,32.5,123.0,7.04,4.16,23.0,1.0,2015
3.0,30.0,60.0,74.0,218.0,4.55,22.0,37.0,120.0,7.21,4.27,23.0,13.0,2015
10.0,12.0,60.0,71.0,208.0,4.52,23.0,36.0,122.0,6.94,4.16,23.0,5.0,2015
2.0,1.0,60.0,72.0,201.0,4.44,26.0,37.5,130.0,7.01,4.12,23.0,7.0,2015
9.0,19.0,60.0,70.0,200.0,4.44,21.0,33.0,116.0,6.94,4.33,22.0,0.0,2015
7.0,16.0,60.0,72.0,218.0,4.56,16.0,35.5,122.0,7.09,4.03,22.0,19.0,2015
12.0,12.0,60.0,69.0,195.0,4.51,17.0,36.0,130.0,6.8,3.82,22.0,17.0,2015
15.0,17.0,60.0,70.0,182.0,4.5,9.0,33.5,115.0,7.2,4.26,21.0,0.0,2015
8.0,16.0,60.0,72.0,189.0,4.5,16.0,33.0,118.0,6.94,4.16,22.0,1.0,2015
6.0,14.5,60.0,72.0,195.0,4.6,15.0,36.5,124.0,6.97,3.96,22.0,0.0,2015
5.0,7.0,60.0,70.0,200.0,4.57,21.0,33.0,109.0,6.95,4.4,22.0,3.0,2015
7.0,17.0,60.0,70.0,180.0,4.44,16.0,34.5,123.0,7.07,4.2,22.0,1.0,2015
15.0,16.0,60.0,70.0,200.0,4.61,16.0,36.0,122.0,6.94,4.16,23.0,2.0,2015
11.0,27.0,60.0,69.0,196.0,4.56,17.0,35.5,113.0,7.22,4.15,22.0,11.0,2015
3.0,23.0,60.0,73.0,209.0,4.41,14.0,41.5,135.0,6.94,4.18,21.0,28.0,2016
4.0,18.0,60.0,73.0,199.0,4.4,13.0,36.0,122.0,6.94,4.16,21.0,9.0,2016
10.0,27.0,60.0,70.0,204.0,4.5,15.0,39.0,130.0,6.94,3.98,21.0,10.0,2016
9.0,8.0,60.0,70.0,205.0,4.57,16.0,36.0,122.0,6.94,4.16,22.0,14.0,2016
4.0,5.0,60.0,72.0,211.0,4.62,17.0,38.0,132.0,7.09,4.38,21.0,17.0,2016
5.0,23.0,60.0,72.0,189.0,4.37,10.0,36.0,116.0,6.94,4.16,23.0,15.0,2016
7.0,14.0,60.0,72.0,193.0,4.46,16.0,31.5,122.0,6.94,4.16,21.0,14.0,2016
10.0,23.0,60.0,72.0,201.0,4.58,11.0,33.0,122.0,7.18,4.15,23.0,56.0,2016
0.0,11.0,60.0,70.0,190.0,4.43,11.0,36.0,122.0,6.94,4.16,22.0,8.0,2016
1.0,3.0,60.0,74.0,209.0,4.34,13.0,35.5,129.0,6.94,4.16,21.0,5.0,2016
5.0,14.0,60.0,73.0,201.0,4.46,21.0,37.5,126.0,6.64,3.97,22.0,18.0,2016
6.0,14.5,60.0,70.0,197.0,4.49,10.0,33.0,116.0,6.71,4.21,22.0,1.0,2016
9.0,15.0,60.0,71.0,199.0,4.52,16.0,36.0,122.0,6.94,4.16,21.0,12.0,2016
0.0,14.5,60.0,73.0,211.0,4.5,16.0,36.0,124.0,6.91,4.21,23.0,16.0,2016
19.0,6.0,60.0,74.0,208.0,4.69,12.0,32.5,118.0,7.26,4.33,22.0,6.0,2016
10.0,21.0,60.0,73.0,204.0,4.64,14.0,35.5,123.0,6.98,4.15,21.0,11.0,2016
8.0,27.0,60.0,71.0,187.0,4.48,15.0,36.0,122.0,6.94,4.16,21.0,26.0,2016
6.0,14.5,60.0,71.0,197.0,4.37,18.0,30.5,118.0,6.85,4.19,23.0,4.0,2016
8.0,10.0,60.0,74.0,202.0,4.61,16.0,40.0,126.0,6.58,3.85,22.0,56.0,2016
7.0,21.0,60.0,69.0,183.0,4.46,9.0,34.5,118.0,6.8,3.93,22.0,14.0,2016
2.0,24.0,60.0,71.0,199.0,4.49,15.0,39.5,124.0,7.08,4.05,22.0,5.0,2016
6.0,14.5,60.0,71.0,189.0,4.47,18.0,36.0,122.0,6.88,4.09,23.0,8.0,2016
6.0,14.5,60.0,74.0,217.0,4.65,22.0,38.0,127.0,6.93,4.18,23.0,5.0,2016
3.0,18.0,60.0,72.0,212.0,4.53,19.0,36.5,122.0,7.1,4.4,23.0,3.0,2016
4.0,13.0,60.0,72.0,199.0,4.64,17.0,36.0,123.0,6.94,4.16,23.0,7.0,2016
8.0,15.0,60.0,70.0,207.0,4.5,16.0,37.5,123.0,7.05,4.29,22.0,8.0,2016
1.0,3.0,60.0,73.0,171.0,4.49,16.0,35.5,121.0,6.94,4.16,21.0,6.0,2016
15.0,28.0,60.0,71.0,185.0,4.5,19.0,35.5,116.0,6.94,4.16,22.0,1.0,2016
6.0,14.5,60.0,72.0,203.0,4.53,11.0,37.0,120.0,7.08,4.19,22.0,7.0,2016
5.0,21.0,60.0,72.0,210.0,4.53,11.0,36.0,121.0,6.94,4.16,22.0,0.0,2016
7.0,21.0,60.0,71.0,193.0,4.49,17.0,33.0,132.0,7.18,4.33,22.0,1.0,2016
6.0,14.5,60.0,73.0,201.0,4.54,13.0,32.5,115.0,7.15,4.28,23.0,8.0,2016
4.0,19.0,60.0,71.0,192.0,4.33,19.0,35.0,115.0,7.03,4.19,22.0,23.0,2016
3.0,25.0,60.0,72.0,201.0,4.54,16.0,36.0,122.0,6.94,4.16,23.0,1.0,2016
6.0,14.5,60.0,72.0,182.0,4.65,6.0,35.5,118.0,7.44,4.43,22.0,2.0,2016
5.0,26.0,60.0,73.0,193.0,4.49,16.0,38.0,124.0,7.03,4.09,22.0,2.0,2016
5.0,13.0,60.0,72.0,217.0,4.53,18.0,36.0,122.0,6.94,4.16,22.0,3.0,2016
3.0,19.0,60.0,71.0,186.0,4.39,12.0,35.0,124.0,6.94,4.18,22.0,1.0,2016
6.0,11.0,60.0,72.0,191.0,4.61,16.0,37.0,123.0,6.86,4.0,22.0,18.0,2016
7.0,11.0,60.0,76.0,216.0,4.62,16.0,31.5,124.0,7.06,4.16,22.0,4.0,2016
5.0,15.0,60.0,72.0,214.0,4.56,18.0,31.5,120.0,6.96,4.13,21.0,29.0,2017
4.0,12.0,60.0,72.0,193.0,4.36,16.0,38.5,132.0,6.94,4.16,21.0,41.0,2017
7.0,4.0,60.0,73.0,206.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,13.0,2017
5.0,13.0,60.0,72.0,197.0,4.41,10.0,36.0,125.0,6.75,4.16,21.0,62.0,2017
6.0,29.0,60.0,70.0,186.0,4.42,16.0,36.0,122.0,6.94,4.16,21.0,15.0,2017
6.0,15.0,60.0,72.0,195.0,4.44,11.0,37.0,129.0,6.68,4.18,22.0,7.0,2017
0.0,10.0,60.0,71.0,213.0,4.46,19.0,35.5,128.0,6.94,4.16,21.0,11.0,2017
6.0,34.0,60.0,71.0,192.0,4.47,16.0,32.0,119.0,6.9,4.32,22.0,52.0,2017
6.0,22.0,60.0,75.0,200.0,4.43,11.0,39.5,122.0,6.56,3.89,22.0,15.0,2017
5.0,19.0,60.0,70.0,195.0,4.45,15.0,32.5,115.0,6.76,4.08,21.0,63.0,2017
5.0,17.0,60.0,72.0,210.0,4.49,16.0,36.0,122.0,6.94,4.16,24.0,21.0,2017
11.0,8.0,60.0,73.0,202.0,4.56,14.0,43.5,129.0,6.85,4.2,20.0,24.0,2017
9.0,21.0,60.0,72.0,186.0,4.47,16.0,33.5,123.0,7.02,4.28,21.0,5.0,2017
6.0,14.0,60.0,73.0,211.0,4.54,14.0,32.0,118.0,6.86,4.02,21.0,4.0,2017
5.0,11.0,60.0,72.0,199.0,4.49,14.0,36.0,122.0,6.94,4.16,22.0,8.0,2017
9.0,28.0,60.0,72.0,199.0,4.62,9.0,31.0,120.0,6.94,4.16,21.0,3.0,2017
8.0,16.0,60.0,76.0,224.0,4.4,17.0,44.0,141.0,6.94,4.16,23.0,1.0,2017
3.0,28.0,60.0,72.0,202.0,4.43,16.0,34.5,132.0,6.81,4.14,22.0,14.0,2017
8.0,17.0,60.0,73.0,220.0,4.41,20.0,37.5,132.0,6.94,4.16,22.0,5.0,2017
3.0,27.0,60.0,75.0,198.0,4.45,16.0,40.5,127.0,6.93,4.13,22.0,12.0,2017
3.0,23.0,60.0,72.0,206.0,4.35,16.0,38.0,136.0,6.94,4.12,23.0,8.0,2017
7.0,29.0,60.0,72.0,194.0,4.38,17.0,38.5,132.0,6.87,4.14,22.0,21.0,2017
6.0,14.0,60.0,73.0,205.0,4.61,14.0,37.0,119.0,6.72,4.18,21.0,19.0,2017
6.0,39.0,60.0,70.0,188.0,4.54,15.0,34.5,121.0,6.94,4.16,22.0,23.0,2017
7.0,30.0,60.0,71.0,188.0,4.52,11.0,34.0,120.0,6.81,4.16,22.0,16.0,2017
3.0,5.0,60.0,73.0,216.0,4.47,17.0,33.5,115.0,6.96,4.27,21.0,5.0,2017
9.0,20.0,60.0,73.0,199.0,4.4,13.0,29.5,121.0,7.0,4.32,23.0,4.0,2017
9.0,9.0,60.0,74.0,209.0,4.59,16.0,33.5,120.0,6.97,4.26,22.0,6.0,2017
13.0,26.0,60.0,72.0,204.0,4.6,17.0,32.5,117.0,7.11,4.36,22.0,8.0,2017
9.0,12.0,60.0,72.0,201.0,4.49,10.0,36.0,122.0,6.94,4.16,23.0,45.0,2017
9.0,15.0,60.0,73.0,214.0,4.51,19.0,37.0,128.0,6.94,4.16,23.0,11.0,2017
4.0,4.0,60.0,74.0,212.0,4.42,16.0,35.0,125.0,6.94,4.16,21.0,10.0,2017
17.0,30.0,60.0,70.0,184.0,4.54,11.0,34.0,124.0,6.94,4.16,24.0,12.0,2017
14.0,33.0,60.0,70.0,201.0,4.49,14.0,34.0,117.0,6.67,4.18,22.0,16.0,2017
3.0,27.0,60.0,70.0,183.0,4.55,16.0,36.0,122.0,6.94,4.16,22.0,2.0,2017
2.0,4.0,60.0,72.0,196.0,4.52,14.0,35.5,118.0,6.94,4.16,23.0,5.0,2017
2.0,15.0,60.0,74.0,206.0,4.62,11.0,31.0,116.0,6.94,4.16,24.0,1.0,2017
5.0,9.0,60.0,75.0,215.0,4.48,15.0,34.5,117.0,6.64,4.34,23.0,1.0,2017
13.0,19.0,60.0,74.0,218.0,4.58,17.0,30.5,122.0,6.94,4.16,22.0,18.0,2017
2.0,21.0,60.0,72.0,208.0,4.54,16.0,34.0,122.0,6.85,4.07,22.0,27.0,2017
14.0,18.0,60.0,71.0,197.0,4.54,19.0,33.5,122.0,6.72,4.13,22.0,16.0,2017
3.0,7.0,60.0,75.0,220.0,4.49,20.0,36.0,122.0,6.94,4.16,23.0,0.0,2017
5.0,3.0,60.0,71.0,205.0,4.49,20.0,36.0,122.0,6.94,4.16,22.0,2.0,2017
8.0,12.0,60.0,71.0,202.0,4.55,12.0,31.0,116.0,6.87,4.21,23.0,1.0,2017
5.0,21.0,60.0,70.0,200.0,4.28,13.0,37.5,124.0,7.06,4.22,22.0,0.0,2017
4.0,11.0,60.0,76.0,217.0,4.49,12.0,31.5,121.0,6.94,4.16,23.0,4.0,2017
2.0,24.0,60.0,70.0,183.0,4.32,16.0,39.0,136.0,6.94,4.16,21.0,49.0,2018
3.0,15.0,60.0,75.0,215.0,4.47,21.0,40.0,132.0,6.94,4.16,22.0,46.0,2018
7.0,15.0,60.0,71.0,192.0,4.38,14.0,35.0,127.0,6.71,3.98,21.0,34.0,2018
6.0,14.5,61.0,74.0,220.0,4.47,16.0,41.5,134.0,6.94,4.16,21.0,25.0,2018
4.0,14.0,60.0,71.0,191.0,4.53,20.0,35.5,127.0,6.7,4.13,21.0,4.0,2018
8.0,22.0,60.0,73.0,192.0,4.56,18.0,38.0,123.0,6.86,4.03,22.0,7.0,2018
6.0,41.0,60.0,71.0,200.0,4.54,18.0,35.0,118.0,6.9,4.28,22.0,3.0,2018
6.0,9.0,60.0,74.0,195.0,4.5,16.0,35.5,117.0,6.78,4.26,21.0,28.0,2018
4.0,20.0,60.0,71.0,175.0,4.32,7.0,36.0,124.0,6.94,4.16,22.0,23.0,2018
3.0,20.0,60.0,73.0,190.0,4.5,16.0,36.0,122.0,6.94,4.16,21.0,12.0,2018
4.0,29.0,60.0,73.0,203.0,4.53,16.0,34.0,124.0,6.94,4.16,21.0,24.0,2018
6.0,14.0,60.0,73.0,204.0,4.4,16.0,36.5,128.0,6.65,4.15,21.0,14.0,2018
1.0,9.0,60.0,73.0,193.0,4.61,8.0,30.0,119.0,7.16,4.33,23.0,1.0,2018
7.0,17.0,60.0,75.0,214.0,4.49,16.0,34.0,120.0,6.94,4.16,21.0,10.0,2018
3.0,23.0,60.0,73.0,190.0,4.52,8.0,36.0,120.0,6.94,4.18,22.0,5.0,2018
1.0,5.0,60.0,74.0,198.0,4.34,16.0,41.0,131.0,6.56,4.03,23.0,6.0,2018
0.0,42.0,60.0,71.0,208.0,4.52,17.0,36.0,123.0,6.94,4.16,21.0,1.0,2018
3.0,12.0,60.0,71.0,195.0,4.49,21.0,36.0,122.0,6.94,4.16,21.0,21.0,2018
1.0,16.0,60.0,72.0,185.0,4.36,13.0,31.5,119.0,6.93,4.4,23.0,10.0,2018
3.0,9.0,60.0,74.0,216.0,4.49,21.0,35.5,113.0,6.94,4.16,22.0,17.0,2018
6.0,14.5,60.0,72.0,180.0,4.5,17.0,33.0,118.0,7.03,4.28,22.0,36.0,2018
10.0,19.0,60.0,71.0,205.0,4.49,13.0,35.0,120.0,7.25,4.37,22.0,3.0,2018
8.0,34.0,60.0,69.0,180.0,4.39,13.0,37.0,125.0,6.51,4.0,22.0,16.0,2018
7.0,25.0,60.0,69.0,188.0,4.51,11.0,36.5,122.0,6.94,4.16,21.0,1.0,2018
4.0,25.0,60.0,75.0,200.0,4.45,18.0,34.5,122.0,6.94,4.16,23.0,15.0,2018
1.0,11.0,60.0,74.0,202.0,4.49,15.0,37.0,127.0,6.94,4.32,22.0,6.0,2018
6.0,14.5,60.0,72.0,200.0,4.43,22.0,32.5,123.0,6.96,4.4,23.0,0.0,2018
5.0,12.0,60.0,73.0,206.0,4.41,25.0,38.5,121.0,6.89,4.24,23.0,4.0,2018
6.0,14.5,60.0,72.0,199.0,4.56,17.0,40.5,122.0,7.0,4.28,24.0,5.0,2018
12.0,35.0,60.0,70.0,190.0,4.54,16.0,36.0,122.0,6.94,4.16,23.0,7.0,2018
16.0,31.0,60.0,72.0,180.0,4.32,15.0,36.0,122.0,6.94,4.16,23.0,1.0,2018
2.0,1.0,60.0,72.0,208.0,4.49,16.0,36.0,122.0,6.94,4.16,24.0,13.0,2018
9.0,14.0,60.0,74.0,205.0,4.58,15.0,36.0,121.0,6.94,4.16,21.0,9.0,2018
7.0,22.0,60.0,72.0,180.0,4.48,16.0,33.5,113.0,6.94,4.45,22.0,2.0,2018
8.0,14.0,60.0,71.0,198.0,4.36,11.0,39.5,126.0,7.03,4.14,22.0,21.0,2019
2.0,10.0,60.0,71.0,205.0,4.45,16.0,36.0,116.0,6.94,4.16,22.0,10.0,2019
1.0,7.0,60.0,71.0,193.0,4.52,14.0,36.0,118.0,6.94,4.16,22.0,5.0,2019
7.0,20.0,60.0,71.0,190.0,4.55,14.0,36.5,120.0,6.94,4.16,21.0,16.0,2019
2.0,12.0,60.0,72.0,192.0,4.51,18.0,39.5,120.0,7.31,4.31,23.0,11.0,2019
9.0,15.0,60.0,72.0,195.0,4.42,14.0,41.5,126.0,6.94,4.16,22.0,14.0,2019
4.0,7.0,60.0,73.0,199.0,4.46,16.0,34.5,123.0,6.94,4.16,21.0,11.0,2019
4.0,26.0,60.0,76.0,211.0,4.64,17.0,36.0,122.0,6.94,4.16,21.0,3.0,2019
8.0,20.0,60.0,74.0,185.0,4.37,16.0,36.0,122.0,6.94,4.16,21.0,8.0,2019
2.0,4.0,60.0,73.0,195.0,4.48,16.0,35.0,125.0,6.94,4.16,22.0,2.0,2019
1.0,9.0,60.0,74.0,213.0,4.52,15.0,38.0,129.0,7.01,4.1,23.0,8.0,2019
6.0,14.5,60.0,72.0,206.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,13.0,2019
7.0,7.0,60.0,72.0,208.0,4.49,17.0,35.0,115.0,6.82,3.99,21.0,18.0,2019
13.0,26.0,60.0,72.0,205.0,4.42,21.0,44.0,141.0,6.94,4.16,23.0,17.0,2019
3.0,14.0,60.0,71.0,196.0,4.45,15.0,39.5,120.0,6.45,3.97,21.0,6.0,2019
5.0,7.0,60.0,73.0,207.0,4.41,20.0,36.5,123.0,6.91,4.12,23.0,11.0,2019
2.0,23.0,60.0,74.0,192.0,4.5,16.0,37.5,134.0,6.9,4.09,21.0,3.0,2019
2.0,17.0,60.0,73.0,206.0,4.3,16.0,41.0,130.0,7.02,4.19,22.0,27.0,2019
10.0,23.0,60.0,70.0,205.0,4.49,16.0,36.0,122.0,6.94,4.16,23.0,14.0,2019
9.0,12.0,60.0,71.0,210.0,4.48,17.0,36.0,117.0,7.03,4.2,21.0,10.0,2019
5.0,39.0,60.0,71.0,195.0,4.54,14.0,36.0,121.0,6.72,4.1,21.0,12.0,2019
4.0,16.0,60.0,71.0,213.0,4.52,22.0,34.5,118.0,6.94,4.16,23.0,12.0,2019
2.0,17.0,60.0,71.0,193.0,4.49,16.0,36.0,122.0,6.94,4.16,23.0,6.0,2019
6.0,9.0,60.0,71.0,210.0,4.48,14.0,37.0,123.0,6.81,4.1,21.0,24.0,2019
5.0,10.0,60.0,72.0,196.0,4.44,16.0,39.0,130.0,6.94,4.14,22.0,4.0,2019
6.0,36.0,60.0,73.0,207.0,4.53,16.0,36.0,122.0,6.94,4.16,22.0,0.0,2019
4.0,14.0,60.0,74.0,208.0,4.4,16.0,36.5,133.0,6.81,4.06,23.0,1.0,2019
8.0,25.0,60.0,69.0,199.0,4.51,18.0,32.5,115.0,7.21,4.19,22.0,6.0,2019
3.0,7.0,60.0,73.0,195.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,4.0,2019
5.0,13.0,60.0,74.0,198.0,4.49,16.0,42.0,136.0,6.63,4.01,23.0,1.0,2019
8.0,22.0,60.0,74.0,205.0,4.47,17.0,36.5,120.0,6.82,4.16,23.0,11.0,2019
6.0,12.0,60.0,73.0,186.0,4.49,6.0,37.0,125.0,6.94,4.16,22.0,1.0,2019
5.0,19.0,60.0,73.0,206.0,4.48,14.0,36.0,125.0,6.94,4.16,23.0,0.0,2019
6.0,14.5,60.0,71.0,196.0,4.47,15.0,39.5,135.0,6.82,4.14,23.0,2.0,2019
8.0,7.0,60.0,70.0,191.0,4.69,18.0,33.0,121.0,6.94,4.16,23.0,5.0,2019
2.0,24.0,60.0,71.0,187.0,4.48,11.0,37.5,122.0,6.94,4.16,23.0,0.0,2019
4.0,19.0,60.0,73.0,198.0,4.49,15.0,36.0,122.0,6.94,4.16,23.0,5.0,2019
5.0,19.0,60.0,71.0,193.0,4.52,12.0,34.0,117.0,6.94,4.25,22.0,7.0,2019
8.0,8.0,60.0,72.0,199.0,4.49,18.0,36.0,127.0,6.94,4.16,24.0,23.0,2019
4.0,36.0,60.0,71.0,201.0,4.45,19.0,36.5,127.0,6.94,4.08,22.0,6.0,2019
3.0,18.0,60.0,73.0,205.0,4.48,11.0,41.0,135.0,6.94,4.16,21.0,7.0,2020
6.0,22.0,60.0,73.0,204.0,4.39,20.0,37.5,127.0,6.94,4.16,21.0,4.0,2020
6.0,14.0,60.0,73.0,195.0,4.42,15.0,34.5,129.0,6.94,4.16,21.0,31.0,2020
5.0,22.0,60.0,72.0,195.0,4.56,16.0,36.0,122.0,6.94,4.16,24.0,2.0,2020
6.0,14.5,60.0,70.0,198.0,4.48,15.0,37.0,128.0,6.94,4.16,20.0,4.0,2020
5.0,38.0,60.0,70.0,191.0,4.48,17.0,37.5,124.0,7.26,4.16,23.0,5.0,2020
5.0,15.0,60.0,72.0,201.0,4.63,19.0,36.0,122.0,6.94,4.16,22.0,15.0,2020
6.0,14.5,60.0,73.0,217.0,4.49,17.0,42.0,134.0,6.94,4.16,24.0,24.0,2020
8.0,24.0,60.0,74.0,213.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,26.0,2020
9.0,6.0,60.0,69.0,203.0,4.45,16.0,36.0,124.0,6.94,4.16,22.0,44.0,2020
7.0,21.0,60.0,72.0,193.0,4.5,15.0,36.5,124.0,7.01,4.13,21.0,30.0,2020
4.0,17.0,60.0,73.0,205.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,33.0,2020
2.0,23.0,60.0,72.0,197.0,4.46,16.0,35.5,123.0,6.94,4.36,22.0,13.0,2020
6.0,14.5,60.0,75.0,221.0,4.45,20.0,41.0,138.0,6.94,4.16,22.0,32.0,2020
7.0,12.0,60.0,73.0,202.0,4.49,14.0,36.0,122.0,6.94,4.16,23.0,10.0,2020
4.0,7.0,60.0,71.0,198.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,10.0,2020
6.0,17.0,60.0,73.0,200.0,4.45,16.0,36.0,122.0,6.87,4.21,22.0,4.0,2020
9.0,20.0,60.0,72.0,187.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,20.0,2020
5.0,20.0,60.0,74.0,188.0,4.64,16.0,34.5,122.0,6.94,4.16,22.0,10.0,2020
1.0,9.0,60.0,71.0,202.0,4.46,20.0,33.5,122.0,6.94,4.16,21.0,2.0,2020
8.0,20.0,60.0,70.0,195.0,4.48,12.0,36.0,122.0,6.94,4.16,22.0,7.0,2020
