draft_year,pick,round,pos,G,age,avg_team_sp,qb_Cmp,qb_Att,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_Y/A,qb_AY/A,qb_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,Sk,Solo,Ast,Comb,TFL,Int,PD
2020,140,4,LB,52.0,22.0,14.404545454545454,,,,,,,,,,,,,,,,,,,,,,,12.5,182.0,174.0,356.0,46.5,,
2015,175,5,WR,52.0,23.0,18.942857142857143,,,,,,,,,,,,,,,,,,88.0,1348.0,15.3,7.0,25.9,,,,,,,
2015,105,4,WR,52.0,22.0,-2.1052083333333336,,,,,,,,,,,,,,,,,,283.0,3641.0,12.9,23.0,70.0,,,,,,,
2015,200,6,DB,52.0,22.0,15.578571428571433,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,27.0
2015,194,6,TE,52.0,23.0,29.82,,,,,,,,,,,,,,,,,,114.0,1591.0,14.0,17.0,30.6,,,,,,,
2009,157,5,DB,52.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0
2011,104,4,TE,52.0,23.0,14.025,,,,,,,,,,,,,,,,,,85.0,956.0,11.2,8.0,18.4,,,,,,,
2011,113,4,DB,52.0,22.0,25.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2020,65,3,LB,52.0,24.0,-2.453191489361702,,,,,,,,,,,,,,,,,,,,,,,7.0,253.0,168.0,421.0,35.0,,
2020,82,3,DL,52.0,23.0,24.85,,,,,,,,,,,,,,,,,,,,,,,9.0,68.0,80.0,148.0,18.0,,
2011,95,3,DB,52.0,22.0,9.557575757575757,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0
2011,31,1,DL,52.0,22.0,30.0,,,,,,,,,,,,,,,,,,,,,,,15.5,80.0,83.0,163.0,37.5,,
2006,84,3,WR,52.0,22.0,3.719230769230769,,,,,,,,,,,,,,,,,,202.0,2924.0,14.5,10.0,56.2,,,,,,,
2010,225,7,DB,52.0,23.0,13.742307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2016,220,6,LB,52.0,23.0,6.949999999999999,,,,,,,,,,,,,,,,,,,,,,,15.5,168.0,79.0,247.0,33.0,,
2019,233,7,FB,52.0,23.0,20.357407407407408,,,,,,,,,,11.0,18.0,1.6,3.0,26.0,237.0,9.1,1.0,,,,,,,,,,,,
2019,210,6,LB,52.0,23.0,21.6375,,,,,,,,,,,,,,,,,,,,,,,7.0,129.0,137.0,266.0,29.0,,
2019,209,6,DT,52.0,24.0,17.696296296296296,,,,,,,,,,,,,,,,,,,,,,,3.5,48.0,57.0,105.0,10.5,,
2019,200,6,LB,52.0,22.0,6.1863636363636365,,,,,,,,,,,,,,,,,,,,,,,5.0,99.0,65.0,164.0,13.0,,
2019,199,6,LB,52.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,59.0,102.0,161.0,20.5,,
2010,240,7,LB,52.0,23.0,12.8,,,,,,,,,,,,,,,,,,,,,,,3.0,132.0,131.0,263.0,14.0,,
2010,254,7,LB,52.0,23.0,25.7,,,,,,,,,,,,,,,,,,,,,,,3.0,97.0,119.0,216.0,14.5,,
2015,219,7,LB,52.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,197.0,178.0,375.0,25.5,,
2009,234,7,DL,52.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,52.0,32.0,84.0,25.0,,
2019,156,5,LB,52.0,23.0,7.522857142857143,,,,,,,,,,,,,,,,,,,,,,,13.0,98.0,86.0,184.0,36.5,,
2019,152,5,RB,52.0,22.0,7.360294117647059,,,,,,,,,,529.0,2859.0,5.4,29.0,50.0,375.0,7.5,3.0,,,,,,,,,,,,
2019,150,5,DL,52.0,22.0,14.592592592592592,,,,,,,,,,,,,,,,,,,,,,,12.0,57.0,93.0,150.0,21.0,,
2010,90,3,WR,52.0,22.0,-9.663013698630136,,,,,,,,,,,,,,,,,,149.0,2019.0,13.6,14.0,38.8,,,,,,,
2018,126,4,RB,52.0,22.0,-3.892647058823529,,,,,,,,,,820.0,4536.0,5.5,42.0,140.0,1446.0,10.3,7.0,,,,,,,,,,,,
2018,60,2,WR,52.0,22.0,9.374782608695652,,,,,,,,,,,,,,,,,,226.0,4472.0,19.8,39.0,86.0,,,,,,,
2019,174,6,WR,52.0,22.0,-4.847368421052631,,,,,,,,,,,,,,,,,,275.0,3463.0,12.6,24.0,66.6,,,,,,,
2019,160,5,DL,52.0,22.0,14.333333333333334,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,56.0,108.0,27.0,,
2010,27,1,DB,52.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2010,50,2,DB,52.0,22.0,21.44210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2018,148,5,S,52.0,22.0,-4.505128205128205,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0
2010,19,1,LB,52.0,22.0,16.553846153846152,,,,,,,,,,,,,,,,,,,,,,,12.0,233.0,173.0,406.0,44.0,,
2010,65,3,DB,52.0,23.0,9.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2010,70,3,TE,52.0,23.0,19.78918918918919,,,,,,,,,,,,,,,,,,124.0,1557.0,12.6,12.0,29.9,,,,,,,
2010,9,1,RB,52.0,23.0,15.41645569620253,,,,,,,,,,606.0,3547.0,5.9,32.0,123.0,1420.0,11.5,11.0,,,,,,,,,,,,
2019,143,5,LB,52.0,23.0,20.26,,,,,,,,,,,,,,,,,,,,,,,6.0,157.0,94.0,251.0,29.0,,
2018,156,5,TE,52.0,23.0,21.425,,,,,,,,,,,,,,,,,,135.0,1627.0,12.1,7.0,31.3,,,,,,,
2018,165,5,TE,52.0,22.0,10.38101265822785,,,,,,,,,,,,,,,,,,202.0,1855.0,9.2,19.0,35.7,,,,,,,
2022,20,1,QB,52.0,24.0,4.520689655172414,1045.0,1674.0,62.4,12303.0,81.0,32.0,7.3,7.46,236.6,,,,,,,,,,,,,,,,,,,,
2022,126,4,DE,52.0,23.0,21.1,,,,,,,,,,,,,,,,,,,,,,,7.5,55.0,89.0,144.0,23.0,,
2013,38,2,LB,51.0,22.0,19.2,,,,,,,,,,,,,,,,,,,,,,,8.5,212.0,225.0,437.0,34.0,,
2019,85,3,DE,51.0,23.0,-3.1,,,,,,,,,,,,,,,,,,,,,,,45.0,111.0,76.0,187.0,66.5,,
2019,52,2,TE,51.0,23.0,18.11875,,,,,,,,,,,,,,,,,,46.0,487.0,10.6,5.0,9.5,,,,,,,
2019,30,1,CB,51.0,22.0,22.67948717948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0
2007,61,2,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2022,22,1,LB,51.0,22.0,26.26666666666667,,,,,,,,,,,,,,,,,,,,,,,5.0,81.0,58.0,139.0,11.0,,
2013,43,2,DB,51.0,23.0,7.926923076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
2020,217,7,WR,51.0,23.0,13.288235294117648,,,,,,,,,,,,,,,,,,146.0,2153.0,14.7,18.0,42.2,,,,,,,
2014,189,6,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,181.0,2429.0,13.4,19.0,47.6,,,,,,,
2014,82,3,DL,51.0,22.0,17.5,,,,,,,,,,,,,,,,,,,,,,,20.5,95.0,66.0,161.0,45.5,,
2014,65,3,TE,51.0,22.0,11.9,,,,,,,,,,,,,,,,,,91.0,899.0,9.9,10.0,17.6,,,,,,,
2014,139,4,LB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,19.5,71.0,74.0,145.0,24.5,,
2019,99,3,S,51.0,23.0,-3.5463157894736845,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,23.0
2012,46,2,LB,51.0,21.0,12.047058823529412,,,,,,,,,,,,,,,,,,,,,,,13.5,155.0,104.0,259.0,36.5,,
2012,34,2,TE,51.0,23.0,16.633333333333333,,,,,,,,,,,,,,,,,,96.0,1543.0,16.1,18.0,30.3,,,,,,,
2014,156,5,LB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,1.5,87.0,143.0,230.0,14.5,,
2014,152,5,DB,51.0,23.0,3.266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,15.0
2009,56,2,DL,51.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,9.5,46.0,44.0,90.0,23.5,,
2014,129,4,DB,51.0,22.0,4.944444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0
2014,108,4,DL,51.0,22.0,17.4,,,,,,,,,,,,,,,,,,,,,,,15.0,96.0,53.0,149.0,22.5,,
2012,80,3,DB,51.0,23.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2005,22,1,WR,51.0,23.0,,,,,,,,,,,,,,,,,,,220.0,3236.0,14.7,31.0,63.5,,,,,,,
2011,230,7,DL,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,15.5,108.0,41.0,149.0,26.0,,
2014,244,7,WR,51.0,24.0,15.190909090909091,,,,,,,,,,,,,,,,,,173.0,2704.0,15.6,17.0,53.0,,,,,,,
2009,37,2,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2009,36,2,WR,51.0,21.0,,,,,,,,,,,,,,,,,,,127.0,1866.0,14.7,24.0,36.6,,,,,,,
2009,35,2,LB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,159.0,216.0,375.0,24.5,,
2019,158,5,DB,51.0,22.0,16.725806451612904,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0
2010,104,4,DB,51.0,21.0,7.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
2018,69,3,DT,51.0,23.0,10.841176470588236,,,,,,,,,,,,,,,,,,,,,,,9.0,79.0,107.0,186.0,26.5,,
2018,42,2,TE,51.0,22.0,18.87037037037037,,,,,,,,,,,,,,,,,,129.0,1481.0,11.5,15.0,29.0,,,,,,,
2018,128,4,DE,51.0,22.0,10.8,,,,,,,,,,,,,,,,,,,,,,,9.5,48.0,73.0,121.0,19.5,,
2010,78,3,WR,51.0,23.0,,,,,,,,,,,,,,,,,,,175.0,2517.0,14.4,25.0,49.4,,,,,,,
2018,197,6,LB,51.0,22.0,32.400000000000006,,,,,,,,,,,,,,,,,,,,,,,4.5,65.0,69.0,134.0,16.0,,
2018,146,5,S,51.0,23.0,16.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,25.0
2010,10,1,DL,51.0,23.0,16.6,,,,,,,,,,,,,,,,,,,,,,,16.0,80.0,115.0,195.0,26.0,,
2009,34,2,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2014,87,3,DB,51.0,23.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,38.0
2009,50,2,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,158.0,2282.0,14.4,16.0,44.7,,,,,,,
2015,31,1,LB,51.0,23.0,20.366666666666667,,,,,,,,,,,,,,,,,,,,,,,10.0,151.0,104.0,255.0,35.0,,
2013,68,3,DB,51.0,22.0,-0.8416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23.0
2013,136,5,DB,51.0,23.0,4.533333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0
2017,177,5,WR,51.0,23.0,1.3081081081081083,,,,,,,,,,,,,,,,,,327.0,4179.0,12.8,32.0,81.9,,,,,,,
2009,247,7,DL,51.0,22.0,-15.2,,,,,,,,,,,,,,,,,,,,,,,29.5,85.0,63.0,148.0,51.5,,
2009,245,7,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0
2018,122,4,LB,51.0,23.0,-1.7432432432432432,,,,,,,,,,,,,,,,,,,,,,,6.5,193.0,111.0,304.0,22.0,,
2018,71,3,RB,51.0,22.0,14.003333333333332,,,,,,,,,,947.0,5621.0,5.9,60.0,79.0,814.0,10.3,4.0,,,,,,,,,,,,
2006,30,1,RB,51.0,23.0,,,,,,,,,,,490.0,2576.0,5.3,18.0,66.0,641.0,9.7,6.0,,,,,,,,,,,,
2020,177,5,DL,51.0,22.0,-5.405882352941177,,,,,,,,,,,,,,,,,,,,,,,18.0,112.0,77.0,189.0,31.0,,
2014,168,5,LB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,161.0,83.0,244.0,41.0,,
2012,29,1,DB,51.0,23.0,-9.339130434782607,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,20.0
2012,16,1,DL,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,80.0,64.0,144.0,40.5,,
2015,74,3,DL,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,85.0,51.0,136.0,24.5,,
2014,42,2,WR,51.0,22.0,6.6375,,,,,,,,,,,,,,,,,,262.0,3759.0,14.3,24.0,73.7,,,,,,,
2014,17,1,LB,51.0,22.0,33.03333333333333,,,,,,,,,,,,,,,,,,,,,,,6.5,175.0,142.0,317.0,23.0,,
2014,13,1,DL,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,29.5,115.0,66.0,181.0,66.0,,
2014,8,1,DB,51.0,22.0,19.2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0
2012,119,4,LB,51.0,23.0,10.6,,,,,,,,,,,,,,,,,,,,,,,5.5,167.0,108.0,275.0,20.5,,
2010,226,7,DL,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,28.5,145.0,61.0,206.0,69.0,,
2010,197,6,RB,51.0,24.0,25.00769230769231,,,,,,,,,,115.0,776.0,6.7,4.0,7.0,72.0,10.3,0.0,,,,,,,,,,,,
2006,5,1,LB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,9.5,69.0,52.0,121.0,16.5,,
2010,159,5,WR,51.0,22.0,31.4875,,,,,,,,,,,,,,,,,,81.0,1496.0,18.5,18.0,29.3,,,,,,,
2019,132,4,CB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,25.0
2013,26,1,DL,51.0,23.0,14.8,,,,,,,,,,,,,,,,,,,,,,,12.5,90.0,58.0,148.0,36.5,,
2004,76,3,DB,51.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
2013,74,3,WR,51.0,23.0,-0.2142857142857142,,,,,,,,,,,,,,,,,,202.0,3334.0,16.5,27.0,65.4,,,,,,,
2021,137,4,CB,51.0,23.0,21.40281690140845,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,31.0
2011,197,6,DL,51.0,23.0,15.466666666666669,,,,,,,,,,,,,,,,,,,,,,,25.5,76.0,52.0,128.0,33.5,,
2011,193,6,LB,51.0,22.0,24.566666666666663,,,,,,,,,,,,,,,,,,,,,,,2.5,85.0,117.0,202.0,19.0,,
2009,116,4,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2009,104,4,LB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,94.0,70.0,164.0,15.5,,
2015,139,5,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,270.0,3830.0,14.2,29.0,75.1,,,,,,,
2015,113,4,DL,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,43.0,40.0,83.0,20.5,,
2020,176,5,WR,51.0,23.0,-3.6978260869565216,,,,,,,,,,,,,,,,,,146.0,2037.0,14.0,17.0,39.9,,,,,,,
2013,134,5,DB,51.0,23.0,23.97307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2019,217,7,CB,51.0,22.0,10.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,36.0
2019,207,6,LB,51.0,22.0,-14.072222222222225,,,,,,,,,,,,,,,,,,,,,,,9.5,184.0,174.0,358.0,28.5,,
2017,206,6,FB,51.0,22.0,13.154929577464788,,,,,,,,,,165.0,692.0,4.2,4.0,72.0,802.0,11.1,7.0,,,,,,,,,,,,
2017,188,6,RB,51.0,23.0,-5.868831168831169,,,,,,,,,,711.0,4312.0,6.1,42.0,129.0,1383.0,10.7,10.0,,,,,,,,,,,,
2010,124,4,DL,51.0,22.0,15.177777777777775,,,,,,,,,,,,,,,,,,,,,,,29.0,176.0,79.0,255.0,55.0,,
2009,233,7,WR,51.0,23.0,,,,,,,,,,,,,,,,,,,164.0,2653.0,16.2,14.0,52.0,,,,,,,
2006,144,5,QB,51.0,23.0,,408.0,655.0,62.3,4877.0,27.0,18.0,7.4,7.03,95.6,,,,,,,,,,,,,,,,,,,,
2009,165,5,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
2009,4,1,LB,51.0,23.0,11.0,,,,,,,,,,,,,,,,,,,,,,,9.5,209.0,122.0,331.0,44.5,,
2008,174,6,WR,51.0,23.0,,,,,,,,,,,,,,,,,,,122.0,1817.0,14.9,16.0,35.6,,,,,,,
2013,244,7,DB,51.0,23.0,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0
2017,80,3,DL,51.0,23.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,28.5,75.0,82.0,157.0,40.0,,
2017,72,3,WR,51.0,22.0,7.27,,,,,,,,,,,,,,,,,,253.0,4234.0,16.7,41.0,83.0,,,,,,,
2011,36,2,QB,51.0,23.0,1.858490566037736,740.0,1271.0,58.2,10098.0,82.0,24.0,7.9,8.39,198.0,,,,,,,,,,,,,,,,,,,,
2006,7,1,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2006,249,7,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,97.0,1313.0,13.5,18.0,25.7,,,,,,,
2006,233,7,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,71.0,1333.0,18.8,9.0,26.1,,,,,,,
2008,69,3,RB,51.0,23.0,,,,,,,,,,,364.0,1780.0,4.9,20.0,62.0,459.0,7.4,4.0,,,,,,,,,,,,
2008,42,2,WR,51.0,22.0,,,,,,,,,,,,,,,,,,,119.0,1778.0,14.9,12.0,34.9,,,,,,,
2021,253,7,DL,51.0,24.0,8.566666666666666,,,,,,,,,,,,,,,,,,,,,,,7.0,53.0,53.0,106.0,22.5,,
2013,235,7,LB,51.0,23.0,1.4384615384615385,,,,,,,,,,,,,,,,,,,,,,,12.5,128.0,146.0,274.0,35.0,,
2020,141,4,CB,51.0,24.0,19.61111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,30.0
2020,138,4,CB,51.0,23.0,-2.2750000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0
2020,92,3,WR,51.0,22.0,11.31917808219178,,,,,,,,,,,,,,,,,,176.0,2468.0,14.0,16.0,48.4,,,,,,,
2020,77,3,DB,51.0,22.0,13.353846153846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0
2020,157,5,DB,51.0,22.0,14.894318181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0
2012,181,6,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0
2013,167,5,DL,51.0,24.0,8.225,,,,,,,,,,,,,,,,,,,,,,,8.5,47.0,78.0,125.0,18.0,,
2013,159,5,DB,51.0,22.0,8.531818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0
2013,148,5,LB,51.0,22.0,-0.5666666666666665,,,,,,,,,,,,,,,,,,,,,,,3.0,181.0,180.0,361.0,20.0,,
2006,86,3,TE,51.0,23.0,,,,,,,,,,,,,,,,,,,98.0,1367.0,13.9,15.0,26.8,,,,,,,
2009,197,6,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2005,87,3,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2011,141,5,TE,51.0,22.0,11.791489361702128,,,,,,,,,,,,,,,,,,152.0,1855.0,12.2,10.0,36.4,,,,,,,
2011,136,5,RB,51.0,22.0,3.22,,,,,,,,,,17.0,61.0,3.6,0.0,48.0,477.0,9.9,1.0,,,,,,,,,,,,
2003,1,1,QB,51.0,23.0,,895.0,1515.0,59.1,11388.0,71.0,49.0,7.5,7.0,223.3,,,,,,,,,,,,,,,,,,,,
2015,196,6,DB,51.0,23.0,20.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,21.0
2013,204,6,RB,51.0,23.0,10.975,,,,,,,,,,21.0,44.0,2.1,2.0,18.0,144.0,8.0,0.0,,,,,,,,,,,,
2013,202,6,DB,51.0,23.0,1.480434782608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0
2013,197,6,WR,51.0,22.0,19.34285714285714,,,,,,,,,,,,,,,,,,175.0,2854.0,16.3,18.0,56.0,,,,,,,
2013,188,6,DL,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,10.5,46.0,30.0,76.0,17.0,,
2013,185,6,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2009,121,4,TE,51.0,23.0,,,,,,,,,,,,,,,,,,,157.0,2054.0,13.1,16.0,40.3,,,,,,,
2009,118,4,LB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,131.0,120.0,251.0,21.5,,
2020,47,2,DL,51.0,22.0,20.951351351351352,,,,,,,,,,,,,,,,,,,,,,,17.0,90.0,85.0,175.0,29.5,,
2016,194,6,LB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,114.0,115.0,229.0,41.5,,
2016,162,5,QB,51.0,23.0,17.696551724137933,727.0,1103.0,65.9,9385.0,75.0,29.0,8.5,8.69,184.0,,,,,,,,,,,,,,,,,,,,
2016,160,5,LB,51.0,23.0,8.292307692307691,,,,,,,,,,,,,,,,,,,,,,,4.5,182.0,176.0,358.0,23.5,,
2016,154,5,WR,51.0,23.0,17.775,,,,,,,,,,,,,,,,,,201.0,2702.0,13.4,14.0,53.0,,,,,,,
2016,106,4,DB,51.0,22.0,7.199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0
2016,93,3,QB,51.0,23.0,19.03469387755102,851.0,1261.0,67.5,10339.0,88.0,19.0,8.2,8.92,202.7,,,,,,,,,,,,,,,,,,,,
2017,17,1,LB,51.0,22.0,31.7,,,,,,,,,,,,,,,,,,,,,,,28.5,78.0,75.0,153.0,45.0,,
2016,241,7,WR,51.0,23.0,15.875,,,,,,,,,,,,,,,,,,99.0,1172.0,11.8,10.0,23.0,,,,,,,
2016,219,6,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,20.0
2012,184,6,DB,51.0,22.0,2.711764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,27.0
2012,183,6,WR,51.0,23.0,12.842857142857143,,,,,,,,,,,,,,,,,,218.0,3086.0,14.2,25.0,60.5,,,,,,,
2019,7,1,LB,51.0,22.0,-3.3159574468085107,,,,,,,,,,,,,,,,,,,,,,,31.5,120.0,99.0,219.0,41.0,,
2018,251,7,RB,51.0,22.0,4.588157894736842,,,,,,,,,,1142.0,5440.0,4.8,41.0,122.0,858.0,7.0,1.0,,,,,,,,,,,,
2010,49,2,DB,51.0,22.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0
2006,48,2,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2012,210,7,LB,51.0,23.0,9.3,,,,,,,,,,,,,,,,,,,,,,,14.0,147.0,129.0,276.0,32.0,,
2007,6,1,DB,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2007,227,7,WR,51.0,24.0,,,,,,,,,,,,,,,,,,,151.0,2236.0,14.8,21.0,43.8,,,,,,,
2022,172,5,DB,51.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,41.0
2007,128,4,WR,51.0,23.0,13.857142857142858,,,,,,,,,,,,,,,,,,137.0,1842.0,13.4,12.0,36.1,,,,,,,
2012,233,7,TE,51.0,23.0,-1.725,,,,,,,,,,,,,,,,,,143.0,1567.0,11.0,14.0,30.7,,,,,,,
2012,188,6,LB,51.0,22.0,-3.2222222222222223,,,,,,,,,,,,,,,,,,,,,,,6.0,198.0,176.0,374.0,32.5,,
2012,202,6,RB,51.0,23.0,4.057142857142857,,,,,,,,,,473.0,2592.0,5.5,34.0,12.0,133.0,11.1,1.0,,,,,,,,,,,,
2022,79,3,S,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0
2022,74,3,QB,50.0,23.0,11.701694915254237,810.0,1304.0,62.1,10239.0,87.0,28.0,7.9,8.22,204.8,,,,,,,,,,,,,,,,,,,,
2022,63,2,RB,50.0,22.0,27.788679245283017,,,,,,,,,,230.0,1503.0,6.5,14.0,67.0,730.0,10.9,6.0,,,,,,,,,,,,
2012,192,6,DB,50.0,22.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0
2013,64,3,DB,50.0,23.0,-1.7666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0
2013,56,2,LB,50.0,20.0,8.92,,,,,,,,,,,,,,,,,,,,,,,3.0,132.0,86.0,218.0,17.0,,
2013,44,2,DL,50.0,24.0,5.1,,,,,,,,,,,,,,,,,,,,,,,19.5,124.0,62.0,186.0,49.0,,
2012,236,7,DL,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,28.0,51.0,79.0,8.5,,
2012,245,7,DB,50.0,23.0,8.50952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2012,246,7,DB,50.0,22.0,12.88181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0
2013,15,1,DB,50.0,22.0,15.933333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
2022,234,7,DL,50.0,22.0,13.125,,,,,,,,,,,,,,,,,,,,,,,3.0,21.0,39.0,60.0,8.0,,
2007,197,6,WR,50.0,23.0,,,,,,,,,,,,,,,,,,,153.0,2098.0,13.7,9.0,42.0,,,,,,,
2022,176,5,LB,50.0,22.0,21.1,,,,,,,,,,,,,,,,,,,,,,,10.0,123.0,126.0,249.0,23.5,,
2010,29,1,DB,50.0,23.0,11.943478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
2010,44,2,DL,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,86.0,50.0,136.0,35.5,,
2008,33,2,WR,50.0,24.0,,,,,,,,,,,,,,,,,,,210.0,3289.0,15.7,19.0,65.8,,,,,,,
2010,47,2,LB,50.0,23.0,16.538888888888888,,,,,,,,,,,,,,,,,,,,,,,5.5,148.0,72.0,220.0,20.5,,
2018,226,7,RB,50.0,24.0,-1.325757575757576,,,,,,,,,,304.0,1450.0,4.8,13.0,37.0,435.0,11.8,2.0,,,,,,,,,,,,
2018,227,7,LB,50.0,24.0,-1.3666666666666667,,,,,,,,,,,,,,,,,,,,,,,18.5,216.0,159.0,375.0,44.0,,
2013,105,4,DB,50.0,22.0,3.0461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0
2017,5,1,WR,50.0,22.0,2.048684210526316,,,,,,,,,,,,,,,,,,332.0,5285.0,15.9,52.0,105.7,,,,,,,
