draft_year,pick,round,pos,G,age,avg_team_sp,qb_Cmp,qb_Att,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_Y/A,qb_AY/A,qb_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,Sk,Solo,Ast,Comb,TFL,Int,PD
2007,98,3,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,35.0,32.0,67.0,15.0,,
2000,48,2,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2000,43,2,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
2007,123,4,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2007,107,4,RB,36.0,21.0,,,,,,,,,,,557.0,2945.0,5.3,22.0,37.0,314.0,8.5,0.0,,,,,,,,,,,,
2007,103,4,QB,36.0,23.0,,269.0,523.0,51.4,3868.0,22.0,12.0,7.4,7.2,107.4,,,,,,,,,,,,,,,,,,,,
2007,102,4,DL,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,41.0,20.0,61.0,21.0,,
2000,70,3,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,85.0,1363.0,16.0,8.0,37.9,,,,,,,
2013,153,5,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,15.5,63.0,50.0,113.0,23.0,,
2014,4,1,WR,36.0,21.0,16.933333333333334,,,,,,,,,,,,,,,,,,240.0,3391.0,14.1,27.0,94.2,,,,,,,
2014,1,1,DL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,85.0,44.0,129.0,47.0,,
2022,145,5,OL,36.0,22.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,213,6,TE,36.0,22.0,22.95,,,,,,,,,,,,,,,,,,17.0,200.0,11.8,1.0,5.6,,,,,,,
2009,25,1,DB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2012,197,6,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2015,96,3,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,70.0,52.0,122.0,32.5,,
2015,83,3,DB,36.0,23.0,-10.921739130434782,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,19.0
2015,82,3,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,21.0,77.0,37.0,114.0,33.5,,
2015,79,3,DL,36.0,21.0,1.85,,,,,,,,,,,,,,,,,,,,,,,17.5,75.0,66.0,141.0,36.5,,
2020,52,2,RB,36.0,21.0,7.455555555555557,,,,,,,,,,586.0,2874.0,4.9,27.0,69.0,486.0,7.0,7.0,,,,,,,,,,,,
2020,90,3,LB,36.0,23.0,22.571875,,,,,,,,,,,,,,,,,,,,,,,19.0,64.0,58.0,122.0,38.0,,
2020,62,2,RB,36.0,22.0,-0.1794117647058825,,,,,,,,,,845.0,4382.0,5.2,38.0,21.0,236.0,11.2,2.0,,,,,,,,,,,,
2003,69,3,TE,36.0,21.0,,,,,,,,,,,,,,,,,,,68.0,797.0,11.7,7.0,22.1,,,,,,,
2018,85,3,DB,36.0,23.0,6.233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0
2006,21,1,RB,36.0,21.0,,,,,,,,,,,660.0,3933.0,6.0,32.0,21.0,197.0,9.4,1.0,,,,,,,,,,,,
2017,1,1,DL,36.0,21.0,12.994736842105263,,,,,,,,,,,,,,,,,,,,,,,32.5,84.0,61.0,145.0,48.5,,
2016,253,7,DB,36.0,22.0,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,30.0
2009,22,1,WR,36.0,21.0,,,,,,,,,,,,,,,,,,,133.0,1929.0,14.5,13.0,53.6,,,,,,,
2006,171,6,WR,36.0,23.0,,,,,,,,,,,,,,,,,,,220.0,3924.0,17.8,20.0,109.0,,,,,,,
2004,160,5,DB,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2004,152,5,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2003,58,2,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2003,54,2,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,118.0,1790.0,15.2,21.0,49.7,,,,,,,
2003,51,2,LB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,31,1,RB,36.0,21.0,,,,,,,,,,,585.0,3382.0,5.8,30.0,15.0,84.0,5.6,0.0,,,,,,,,,,,,
2009,29,1,WR,36.0,21.0,,,,,,,,,,,,,,,,,,,181.0,2840.0,15.7,21.0,78.9,,,,,,,
2009,28,1,OL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,238,7,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,126.0,1177.0,9.3,8.0,32.7,,,,,,,
2008,197,6,LB,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,4.5,105.0,94.0,199.0,20.5,,
2006,221,7,LB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,81.0,75.0,156.0,7.0,,
2020,148,5,DL,36.0,22.0,3.4166666666666665,,,,,,,,,,,,,,,,,,,,,,,19.5,72.0,43.0,115.0,32.5,,
2012,225,7,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,10.5,41.0,56.0,97.0,22.0,,
2012,217,7,DB,36.0,23.0,18.444444444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
2015,11,1,DB,36.0,23.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13.0
2008,194,6,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2008,175,6,LB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,82.0,57.0,139.0,29.5,,
2020,2,1,DE,36.0,21.0,30.133333333333333,,,,,,,,,,,,,,,,,,,,,,,30.5,69.0,30.0,99.0,42.5,,
2019,253,7,DE,36.0,23.0,17.03888888888889,,,,,,,,,,,,,,,,,,,,,,,15.0,89.0,45.0,134.0,30.5,,
2019,251,7,LB,36.0,23.0,6.268421052631578,,,,,,,,,,,,,,,,,,,,,,,2.5,136.0,126.0,262.0,18.5,,
2009,46,2,TE,36.0,22.0,,,,,,,,,,,,,,,,,,,52.0,691.0,13.3,5.0,19.2,,,,,,,
2010,128,4,OL,36.0,22.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,112,4,RB,36.0,22.0,27.34,,,,,,,,,,347.0,2213.0,6.4,13.0,66.0,542.0,8.2,2.0,,,,,,,,,,,,
2010,100,4,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,48.0,36.0,84.0,21.0,,
2010,96,3,DB,36.0,23.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0
2002,19,1,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,194.0,3341.0,17.2,32.0,92.8,,,,,,,
2018,116,4,DE,36.0,21.0,-15.35,,,,,,,,,,,,,,,,,,,,,,,15.5,89.0,53.0,142.0,34.5,,
2020,200,6,WR,36.0,22.0,-4.4975609756097565,,,,,,,,,,,,,,,,,,159.0,2404.0,15.1,17.0,66.8,,,,,,,
2008,155,5,LB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,69.0,34.0,103.0,10.5,,
2015,3,1,LB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,14.5,73.0,67.0,140.0,33.0,,
2014,253,7,LB,36.0,22.0,-7.1,,,,,,,,,,,,,,,,,,,,,,,8.5,146.0,186.0,332.0,27.0,,
2010,185,6,TE,36.0,22.0,27.84,,,,,,,,,,,,,,,,,,46.0,731.0,15.9,3.0,20.3,,,,,,,
2005,251,7,RB,36.0,24.0,,,,,,,,,,,34.0,130.0,3.8,2.0,6.0,42.0,7.0,0.0,,,,,,,,,,,,
2011,145,5,RB,36.0,21.0,9.872727272727271,,,,,,,,,,788.0,3877.0,4.9,46.0,151.0,1056.0,7.0,5.0,,,,,,,,,,,,
2005,102,4,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2005,82,3,LB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,25,1,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,140.0,2295.0,16.4,25.0,63.8,,,,,,,
2009,92,3,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2009,89,3,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,73.0,1107.0,15.2,7.0,30.8,,,,,,,
2001,106,4,QB,36.0,29.0,,650.0,1107.0,58.7,9839.0,79.0,32.0,8.9,9.01,273.3,,,,,,,,,,,,,,,,,,,,
2004,173,6,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
2003,42,2,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2019,202,6,OL,36.0,22.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,163,5,LB,36.0,22.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,10.0,112.0,81.0,193.0,27.5,,
2012,158,5,DL,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,35.0,50.0,85.0,26.5,,
2018,59,2,RB,36.0,21.0,22.5,,,,,,,,,,471.0,3074.0,6.5,29.0,32.0,250.0,7.8,3.0,,,,,,,,,,,,
2000,214,7,QB,36.0,23.0,,306.0,536.0,57.1,4820.0,34.0,21.0,9.0,8.5,133.9,,,,,,,,,,,,,,,,,,,,
2000,202,6,QB,36.0,22.0,,465.0,872.0,53.3,6564.0,41.0,24.0,7.5,7.23,182.3,,,,,,,,,,,,,,,,,,,,
2021,29,1,DB,36.0,22.0,26.416666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0
2014,241,7,DB,36.0,22.0,25.21538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0
2004,122,4,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2014,222,7,RB,36.0,22.0,14.571428571428571,,,,,,,,,,335.0,1765.0,5.3,19.0,41.0,289.0,7.0,3.0,,,,,,,,,,,,
2003,123,4,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
2008,50,2,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,19.5,83.0,46.0,129.0,39.0,,
2008,49,2,WR,36.0,21.0,,,,,,,,,,,,,,,,,,,162.0,2423.0,15.0,22.0,67.3,,,,,,,
2008,89,3,RB,36.0,22.0,,,,,,,,,,,664.0,3923.0,5.9,50.0,65.0,805.0,12.4,5.0,,,,,,,,,,,,
2008,87,3,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,5.5,34.0,41.0,75.0,17.5,,
2008,82,3,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2003,106,4,WR,36.0,22.0,,,,,,,,,,,,,,,,,,,152.0,2806.0,18.5,24.0,77.9,,,,,,,
2021,72,3,DT,36.0,21.0,0.7750000000000001,,,,,,,,,,,,,,,,,,,,,,,10.0,36.0,42.0,78.0,17.5,,
2021,69,3,LB,36.0,21.0,11.00357142857143,,,,,,,,,,,,,,,,,,,,,,,11.0,101.0,64.0,165.0,30.5,,
2008,67,3,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2008,64,3,RB,36.0,21.0,8.023076923076923,,,,,,,,,,905.0,4679.0,5.2,45.0,55.0,444.0,8.1,1.0,,,,,,,,,,,,
2008,60,2,DB,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0
2008,52,2,DL,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,60.0,36.0,96.0,28.0,,
2021,118,4,DE,36.0,22.0,-0.1703703703703704,,,,,,,,,,,,,,,,,,,,,,,17.5,56.0,69.0,125.0,34.0,,
2007,4,1,DL,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,21.0,59.0,37.0,96.0,27.5,,
2006,115,4,DB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2009,112,4,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2009,111,4,RB,36.0,22.0,,,,,,,,,,,374.0,1964.0,5.3,13.0,90.0,860.0,9.6,7.0,,,,,,,,,,,,
2009,109,4,OL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,223,7,DB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2006,32,1,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,9.5,34.0,17.0,51.0,16.5,,
2021,91,3,WR,36.0,21.0,19.066666666666663,,,,,,,,,,,,,,,,,,117.0,1433.0,12.2,6.0,39.8,,,,,,,
2021,81,3,TE,36.0,23.0,-1.959375,,,,,,,,,,,,,,,,,,89.0,1297.0,14.6,9.0,36.0,,,,,,,
2021,141,4,WR,36.0,24.0,15.692592592592591,,,,,,,,,,,,,,,,,,49.0,987.0,20.1,9.0,27.4,,,,,,,
2021,136,4,CB,36.0,22.0,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0
2005,205,6,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
2017,247,7,WR,36.0,21.0,23.163636363636364,,,,,,,,,,,,,,,,,,98.0,1609.0,16.4,14.0,44.7,,,,,,,
2018,6,1,OL,36.0,22.0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,35,2,DL,36.0,21.0,10.381818181818184,,,,,,,,,,,,,,,,,,,,,,,7.5,50.0,38.0,88.0,24.5,,
2011,132,5,WR,36.0,23.0,0.1200000000000001,,,,,,,,,,,,,,,,,,183.0,2242.0,12.3,21.0,62.3,,,,,,,
2010,67,3,DB,36.0,22.0,-1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
2010,55,2,LB,36.0,24.0,18.266666666666666,,,,,,,,,,,,,,,,,,,,,,,11.0,147.0,166.0,313.0,29.5,,
2016,141,5,DB,36.0,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,28.0
2005,55,2,WR,36.0,23.0,,,,,,,,,,,,,,,,,,,86.0,1355.0,15.8,12.0,37.6,,,,,,,
2019,113,4,RB,36.0,21.0,16.188372093023258,,,,,,,,,,632.0,3539.0,5.6,30.0,49.0,304.0,6.2,1.0,,,,,,,,,,,,
2012,96,4,WR,36.0,22.0,-7.577310924369748,,,,,,,,,,,,,,,,,,163.0,2473.0,15.2,21.0,68.7,,,,,,,
2001,145,5,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
2011,118,4,DB,36.0,23.0,-1.4666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2018,29,1,DL,36.0,22.0,13.35,,,,,,,,,,,,,,,,,,,,,,,5.5,31.0,36.0,67.0,10.5,,
2007,1,1,QB,36.0,22.0,,493.0,797.0,61.9,6625.0,52.0,21.0,8.3,8.43,184.0,,,,,,,,,,,,,,,,,,,,
2008,36,2,WR,36.0,23.0,,,,,,,,,,,,,,,,,,,206.0,2822.0,13.7,20.0,78.4,,,,,,,
2004,85,3,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2014,121,4,LB,36.0,22.0,17.223076923076924,,,,,,,,,,,,,,,,,,,,,,,21.5,110.0,44.0,154.0,43.0,,
2014,117,4,RB,36.0,21.0,5.825,,,,,,,,,,743.0,4239.0,5.7,48.0,77.0,679.0,8.8,4.0,,,,,,,,,,,,
2014,112,4,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,3.5,45.0,41.0,86.0,13.5,,
2008,13,1,RB,36.0,21.0,6.6,,,,,,,,,,516.0,2891.0,5.6,27.0,49.0,334.0,6.8,4.0,,,,,,,,,,,,
2008,8,1,DL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,20.5,60.0,30.0,90.0,31.5,,
2017,143,4,RB,36.0,21.0,1.375757575757576,,,,,,,,,,586.0,3609.0,6.2,32.0,65.0,498.0,7.7,1.0,,,,,,,,,,,,
2016,115,4,LB,36.0,23.0,7.449999999999999,,,,,,,,,,,,,,,,,,,,,,,6.5,127.0,79.0,206.0,16.0,,
2016,113,4,LB,36.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,6.5,187.0,87.0,274.0,29.5,,
2016,35,2,TE,36.0,21.0,8.113636363636363,,,,,,,,,,,,,,,,,,116.0,1661.0,14.3,9.0,46.1,,,,,,,
2012,88,3,QB,36.0,23.0,7.349056603773585,938.0,1404.0,66.8,10068.0,67.0,33.0,7.2,7.07,279.7,,,,,,,,,,,,,,,,,,,,
2004,242,7,RB,36.0,23.0,,,,,,,,,,,468.0,2491.0,5.3,17.0,55.0,478.0,8.7,2.0,,,,,,,,,,,,
2004,241,7,RB,36.0,22.0,,,,,,,,,,,74.0,302.0,4.1,6.0,37.0,250.0,6.8,1.0,,,,,,,,,,,,
2018,175,6,WR,36.0,23.0,11.286206896551723,,,,,,,,,,,,,,,,,,47.0,920.0,19.6,8.0,25.6,,,,,,,
2017,138,4,DL,36.0,23.0,24.4,,,,,,,,,,,,,,,,,,,,,,,5.0,41.0,50.0,91.0,18.5,,
2017,171,5,QB,36.0,23.0,11.029411764705882,398.0,663.0,60.0,5236.0,47.0,17.0,7.9,8.16,145.4,,,,,,,,,,,,,,,,,,,,
2017,194,6,DT,36.0,23.0,16.4,,,,,,,,,,,,,,,,,,,,,,,12.0,66.0,46.0,112.0,22.5,,
2008,7,1,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,17.5,75.0,67.0,142.0,28.0,,
2007,255,7,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2021,144,4,DE,36.0,22.0,4.003125,,,,,,,,,,,,,,,,,,,,,,,8.5,36.0,23.0,59.0,17.0,,
2013,96,3,RB,36.0,21.0,18.23333333333333,,,,,,,,,,349.0,1862.0,5.3,19.0,32.0,297.0,9.3,2.0,,,,,,,,,,,,
2013,85,3,TE,36.0,23.0,15.61864406779661,,,,,,,,,,,,,,,,,,79.0,945.0,12.0,6.0,26.3,,,,,,,
2013,73,3,QB,36.0,23.0,3.5500000000000003,646.0,1069.0,60.4,7411.0,63.0,31.0,6.9,6.81,205.9,,,,,,,,,,,,,,,,,,,,
2019,93,3,WR,36.0,22.0,18.745454545454542,,,,,,,,,,,,,,,,,,77.0,1206.0,15.7,11.0,33.5,,,,,,,
2016,61,2,DB,36.0,21.0,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0
2016,43,2,DT,36.0,22.0,16.86521739130435,,,,,,,,,,,,,,,,,,,,,,,8.5,63.0,91.0,154.0,24.0,,
2006,60,2,RB,36.0,21.0,,,,,,,,,,,481.0,2503.0,5.2,26.0,64.0,819.0,12.8,7.0,,,,,,,,,,,,
2006,40,2,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2016,122,4,DL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,74.0,32.0,106.0,29.5,,
2000,168,6,QB,36.0,23.0,,571.0,933.0,61.2,7371.0,53.0,31.0,7.9,7.54,204.8,,,,,,,,,,,,,,,,,,,,
2013,104,4,LB,36.0,21.0,21.576470588235296,,,,,,,,,,,,,,,,,,,,,,,6.0,109.0,73.0,182.0,16.5,,
2004,67,3,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2004,60,2,LB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,217,7,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2021,230,7,OL,36.0,23.0,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,224,6,S,36.0,23.0,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0
2021,219,6,WR,36.0,21.0,9.791428571428572,,,,,,,,,,,,,,,,,,132.0,2124.0,16.1,17.0,59.0,,,,,,,
2011,30,1,DL,36.0,21.0,-5.2,,,,,,,,,,,,,,,,,,,,,,,17.0,88.0,56.0,144.0,26.0,,
2017,82,3,WR,36.0,22.0,3.2153846153846155,,,,,,,,,,,,,,,,,,147.0,2878.0,19.6,28.0,79.9,,,,,,,
2006,72,3,TE,36.0,22.0,,,,,,,,,,,,,,,,,,,65.0,1044.0,16.1,10.0,29.0,,,,,,,
2019,27,1,S,36.0,22.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0
2019,62,2,WR,36.0,22.0,-12.56590909090909,,,,,,,,,,,,,,,,,,229.0,3519.0,15.4,30.0,97.8,,,,,,,
2009,216,7,DB,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
2019,57,2,WR,36.0,22.0,15.528,,,,,,,,,,,,,,,,,,135.0,2219.0,16.4,28.0,61.6,,,,,,,
2019,51,2,WR,36.0,22.0,11.485714285714286,,,,,,,,,,,,,,,,,,189.0,2984.0,15.8,19.0,82.9,,,,,,,
2019,45,2,CB,36.0,21.0,3.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,26.0
2009,208,6,TE,36.0,22.0,-5.7,,,,,,,,,,,,,,,,,,67.0,643.0,9.6,4.0,17.9,,,,,,,
2017,57,2,LB,36.0,22.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,6.0,177.0,118.0,295.0,39.5,,
2017,51,2,DE,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,27.5,81.0,63.0,144.0,39.0,,
2011,18,1,DL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,57.0,68.0,125.0,25.5,,
2007,195,6,LB,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,39,2,WR,36.0,22.0,22.98,,,,,,,,,,,,,,,,,,248.0,3655.0,14.7,29.0,101.5,,,,,,,
2013,126,4,DL,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,62.0,80.0,142.0,30.0,,
2014,31,1,DB,36.0,22.0,24.4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,19.0
2014,26,1,DL,36.0,22.0,-12.359375,,,,,,,,,,,,,,,,,,,,,,,25.5,57.0,25.0,82.0,32.5,,
2022,1,1,DL,36.0,21.0,23.629411764705885,,,,,,,,,,,,,,,,,,,,,,,9.5,34.0,31.0,65.0,12.5,,
2021,233,7,RB,36.0,23.0,-2.2033898305084745,,,,,,,,,,135.0,968.0,7.2,10.0,23.0,134.0,5.8,3.0,,,,,,,,,,,,
2019,6,1,QB,36.0,22.0,1.4023529411764704,764.0,1275.0,59.9,8201.0,52.0,29.0,6.4,6.22,227.8,,,,,,,,,,,,,,,,,,,,
2016,74,3,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0
2016,63,2,DL,36.0,23.0,11.3,,,,,,,,,,,,,,,,,,,,,,,11.5,67.0,38.0,105.0,26.0,,
2019,44,2,OL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,241,7,TE,36.0,22.0,-17.5,,,,,,,,,,,,,,,,,,45.0,760.0,16.9,9.0,21.1,,,,,,,
2009,237,7,TE,36.0,23.0,,,,,,,,,,,,,,,,,,,46.0,453.0,9.8,4.0,12.6,,,,,,,
2018,205,6,DE,36.0,23.0,17.485714285714284,,,,,,,,,,,,,,,,,,,,,,,14.0,62.0,39.0,101.0,24.0,,
2016,110,4,WR,36.0,23.0,-2.82,,,,,,,,,,,,,,,,,,68.0,1054.0,15.5,14.0,29.3,,,,,,,
2012,12,1,DL,36.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,53.0,61.0,114.0,24.5,,
2022,38,2,DE,36.0,23.0,-2.3875,,,,,,,,,,,,,,,,,,,,,,,15.5,76.0,45.0,121.0,28.0,,
2022,36,2,RB,36.0,21.0,12.903333333333334,,,,,,,,,,718.0,3933.0,5.5,50.0,82.0,734.0,9.0,6.0,,,,,,,,,,,,
2014,18,1,DB,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0
2003,252,7,DB,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
2022,68,3,CB,36.0,21.0,1.5944444444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0
2017,114,4,RB,36.0,21.0,22.97878787878788,,,,,,,,,,685.0,4122.0,6.0,49.0,40.0,321.0,8.0,2.0,,,,,,,,,,,,
2017,91,3,CB,36.0,21.0,-2.418691588785047,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14.0
2005,139,5,DL,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,24,1,DB,35.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
2006,6,1,WR,35.0,22.0,2.82,,,,,,,,,,,,,,,,,,83.0,1371.0,16.5,9.0,39.2,,,,,,,
2022,163,5,WR,35.0,23.0,-1.8765625,,,,,,,,,,,,,,,,,,163.0,1821.0,11.2,17.0,52.0,,,,,,,
2010,168,5,QB,35.0,23.0,16.825,348.0,629.0,55.3,4187.0,36.0,22.0,6.7,6.23,119.6,,,,,,,,,,,,,,,,,,,,
2018,78,3,LB,35.0,21.0,10.6,,,,,,,,,,,,,,,,,,,,,,,12.0,158.0,72.0,230.0,25.5,,
2002,48,2,WR,35.0,23.0,,,,,,,,,,,,,,,,,,,141.0,2088.0,14.8,18.0,59.7,,,,,,,
2010,116,4,LB,35.0,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,33.0,82.0,25.0,,
2018,118,4,DB,35.0,23.0,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0
2002,32,1,QB,35.0,23.0,,798.0,1355.0,58.9,9205.0,72.0,51.0,6.8,6.16,263.0,,,,,,,,,,,,,,,,,,,,
2017,178,5,DT,35.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,51.0,88.0,139.0,19.0,,
2017,182,5,RB,35.0,22.0,-8.3989898989899,,,,,,,,,,658.0,4114.0,6.3,33.0,71.0,646.0,9.1,7.0,,,,,,,,,,,,
2018,164,5,CB,35.0,22.0,20.734782608695653,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0
2017,172,5,WR,35.0,22.0,16.67142857142857,,,,,,,,,,,,,,,,,,60.0,823.0,13.7,7.0,23.5,,,,,,,
2011,12,1,QB,35.0,23.0,14.2,596.0,965.0,61.8,6872.0,49.0,30.0,7.1,6.74,196.3,,,,,,,,,,,,,,,,,,,,
2010,48,2,QB,35.0,22.0,2.7,695.0,1110.0,62.6,8148.0,60.0,27.0,7.3,7.33,232.8,,,,,,,,,,,,,,,,,,,,
2002,1,1,QB,35.0,23.0,,530.0,845.0,62.7,6927.0,61.0,20.0,8.2,8.58,197.9,,,,,,,,,,,,,,,,,,,,
2005,192,6,WR,35.0,21.0,,,,,,,,,,,,,,,,,,,238.0,3030.0,12.7,22.0,86.6,,,,,,,
