Solo,Ast,Comb,TFL,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
31.0,16.0,47.0,13.5,77.0,262.0,4.65,23.0,37.0,124.0,7.09,4.275,22.0,5.0,2020
98.0,95.0,193.0,33.5,74.0,256.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,22.0,2020
96.0,122.0,218.0,13.5,75.0,229.0,4.66,23.0,39.0,126.0,7.38,4.33,21.0,5.0,2020
136.0,69.0,205.0,29.0,75.0,247.0,4.66,23.0,36.0,122.0,6.83,4.32,22.0,16.0,2020
99.0,29.0,128.0,18.0,72.0,228.0,4.49,21.0,35.0,127.0,6.96,4.26,22.0,3.0,2020
121.0,119.0,240.0,25.5,73.0,224.0,4.65,21.0,34.5,119.0,7.09,4.275,22.0,9.0,2020
94.0,88.0,182.0,22.5,75.0,230.0,4.65,20.0,33.0,122.0,7.09,4.25,23.0,11.0,2020
237.0,160.0,397.0,44.0,75.0,231.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,6.0,2020
182.0,174.0,356.0,46.5,72.0,234.0,4.74,23.0,31.0,120.0,7.09,4.275,22.0,4.0,2020
65.0,82.0,147.0,8.0,71.0,224.0,4.56,30.0,33.0,120.0,7.09,4.275,22.0,7.0,2020
106.0,71.0,177.0,13.0,75.0,240.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,3.0,2020
145.0,99.0,244.0,22.5,75.0,238.0,4.74,23.0,29.0,113.0,7.09,4.49,24.0,14.0,2020
99.0,100.0,199.0,15.0,77.0,233.0,4.72,16.0,35.5,123.0,7.09,4.275,22.0,4.0,2020
168.0,88.0,256.0,22.0,73.0,235.0,4.51,14.0,32.5,121.0,7.07,4.24,23.0,3.0,2020
229.0,97.0,326.0,28.0,72.0,235.0,4.65,15.0,34.5,119.0,7.09,4.275,23.0,7.0,2020
107.0,52.0,159.0,40.0,75.0,236.0,4.57,23.0,36.0,126.0,7.09,4.275,23.0,5.0,2020
71.0,59.0,130.0,22.0,76.0,250.0,4.62,17.0,39.0,126.0,7.08,4.21,24.0,0.0,2020
151.0,86.0,237.0,19.5,74.0,236.0,4.69,21.0,35.0,121.0,7.38,4.41,23.0,1.0,2020
100.0,92.0,192.0,19.0,75.0,246.0,4.39,19.0,34.0,126.0,6.89,4.4,22.0,56.0,2021
129.0,107.0,236.0,29.0,76.0,259.0,4.67,19.0,35.0,122.0,7.09,4.36,22.0,24.0,2021
68.0,76.0,144.0,5.0,75.0,234.0,4.47,23.0,42.0,132.0,7.09,4.275,22.0,16.0,2021
37.0,24.0,61.0,14.5,77.0,259.0,4.69,22.0,35.0,116.0,7.18,4.36,22.0,22.0,2021
41.0,30.0,71.0,19.5,74.0,249.0,4.63,26.0,30.0,127.0,7.27,4.34,21.0,16.0,2021
96.0,46.0,142.0,24.5,73.0,221.0,4.65,23.0,36.5,124.0,6.8,4.15,21.0,22.0,2021
141.0,83.0,224.0,16.5,71.0,237.0,4.6,24.0,32.0,119.0,7.4,4.5,21.0,30.0,2021
111.0,74.0,185.0,16.0,74.0,238.0,4.58,20.0,39.5,122.0,6.95,4.38,22.0,30.0,2021
101.0,64.0,165.0,30.5,75.0,256.0,4.63,19.0,41.5,131.0,7.09,4.275,21.0,10.0,2021
115.0,91.0,206.0,22.5,74.0,229.0,4.58,25.0,31.0,119.0,7.02,4.16,24.0,1.0,2021
115.0,104.0,219.0,10.5,72.0,233.0,4.58,23.0,32.0,121.0,7.34,4.33,22.0,6.0,2021
111.0,88.0,199.0,10.5,73.0,230.0,4.65,23.0,38.5,119.0,7.09,4.275,21.0,13.0,2021
65.0,45.0,110.0,18.0,74.0,245.0,4.58,23.0,40.0,130.0,6.78,4.23,22.0,15.0,2021
39.0,19.0,58.0,6.5,75.0,232.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,2.0,2021
58.0,38.0,96.0,27.0,77.0,264.0,4.8,16.0,33.0,117.0,7.09,4.275,23.0,0.0,2021
215.0,160.0,375.0,21.0,72.0,222.0,4.64,17.0,34.0,114.0,7.15,4.48,22.0,9.0,2021
173.0,114.0,287.0,32.5,74.0,239.0,4.65,22.0,32.5,122.0,6.87,4.12,22.0,4.0,2021
64.0,55.0,119.0,13.0,72.0,235.0,4.76,24.0,32.5,118.0,7.38,4.4,22.0,10.0,2021
65.0,55.0,120.0,30.5,75.0,252.0,4.74,23.0,34.5,119.0,7.14,4.26,23.0,0.0,2021
81.0,58.0,139.0,11.0,76.0,241.0,4.52,23.0,32.0,122.0,7.09,4.275,22.0,22.0,2022
149.0,106.0,255.0,43.0,75.0,237.0,4.66,25.0,35.0,126.0,7.09,4.275,23.0,35.0,2022
109.0,83.0,196.0,23.0,76.0,243.0,4.42,23.0,36.0,128.0,7.09,4.275,23.0,6.0,2022
100.0,79.0,179.0,13.0,72.0,226.0,4.56,23.0,36.5,124.0,7.09,4.275,22.0,3.0,2022
147.0,119.0,266.0,19.0,75.0,239.0,4.63,27.0,40.0,129.0,7.06,4.28,23.0,6.0,2022
126.0,95.0,221.0,27.0,73.0,226.0,4.44,23.0,34.5,132.0,7.09,4.275,21.0,14.0,2022
90.0,78.0,168.0,13.5,71.0,229.0,4.65,23.0,34.5,119.0,7.09,4.275,21.0,14.0,2022
174.0,143.0,317.0,31.5,73.0,224.0,4.65,22.0,35.5,123.0,7.03,4.25,23.0,25.0,2022
54.0,54.0,108.0,16.0,74.0,230.0,4.47,23.0,42.0,129.0,7.09,4.275,22.0,3.0,2022
106.0,74.0,180.0,25.5,75.0,250.0,4.53,23.0,40.5,128.0,7.09,4.275,21.0,20.0,2022
68.0,64.0,132.0,19.0,76.0,250.0,4.52,23.0,37.5,128.0,7.09,4.275,21.0,1.0,2022
149.0,67.0,216.0,37.0,73.0,240.0,4.65,21.0,34.5,119.0,7.09,4.275,22.0,18.0,2022
134.0,160.0,294.0,34.0,73.0,233.0,4.55,23.0,33.0,125.0,7.09,4.275,24.0,3.0,2022
123.0,126.0,249.0,23.5,75.0,239.0,4.57,23.0,36.5,127.0,7.12,4.275,22.0,14.0,2022
130.0,103.0,233.0,28.0,76.0,237.0,4.65,23.0,36.5,125.0,6.91,4.275,23.0,0.0,2022
109.0,83.0,196.0,23.0,71.0,232.0,4.52,23.0,39.5,120.0,7.09,4.275,23.0,12.0,2022
113.0,103.0,216.0,22.5,74.0,232.0,4.57,23.0,39.5,127.0,7.09,4.275,22.0,0.0,2022
99.0,93.0,192.0,22.0,72.0,233.0,4.6,23.0,36.0,122.0,7.09,4.275,23.0,5.0,2022
85.0,66.0,151.0,11.5,75.0,253.0,4.89,23.0,37.5,114.0,7.09,4.275,23.0,3.0,2022
109.0,83.0,196.0,23.0,77.0,249.0,4.65,23.0,37.5,128.0,6.74,4.24,23.0,26.0,2023
109.0,83.0,196.0,23.0,76.0,235.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,2.0,2023
109.0,83.0,196.0,23.0,73.0,225.0,4.54,23.0,35.0,125.0,7.09,4.275,23.0,18.0,2023
109.0,83.0,196.0,23.0,74.0,235.0,4.43,25.0,34.5,119.0,7.09,4.275,22.0,11.0,2023
109.0,83.0,196.0,23.0,75.0,229.0,4.56,15.0,34.5,124.0,7.09,4.275,23.0,8.0,2023
109.0,83.0,196.0,23.0,73.0,228.0,4.49,23.0,33.5,120.0,7.09,4.275,22.0,13.0,2023
109.0,83.0,196.0,23.0,72.0,232.0,4.65,23.0,34.5,119.0,7.09,4.275,24.0,6.0,2023
109.0,83.0,196.0,23.0,73.0,237.0,4.47,23.0,36.5,129.0,7.09,4.275,23.0,3.0,2023
109.0,83.0,196.0,23.0,74.0,246.0,4.64,27.0,33.0,115.0,7.09,4.275,21.0,6.0,2023
109.0,83.0,196.0,23.0,73.0,226.0,4.65,19.0,34.5,119.0,7.09,4.275,23.0,8.0,2023
109.0,83.0,196.0,23.0,73.0,227.0,4.62,23.0,32.0,116.0,7.09,4.4,22.0,17.0,2023
109.0,83.0,196.0,23.0,72.0,225.0,4.39,29.0,35.5,126.0,7.09,4.275,22.0,3.0,2023
109.0,83.0,196.0,23.0,71.0,227.0,4.49,23.0,30.5,117.0,7.09,4.275,22.0,13.0,2023
109.0,83.0,196.0,23.0,74.0,220.0,4.64,23.0,30.5,112.0,7.09,4.275,22.0,0.0,2023
109.0,83.0,196.0,23.0,74.0,230.0,4.51,23.0,34.5,118.0,7.09,4.275,22.0,10.0,2024
109.0,83.0,196.0,23.0,74.0,238.0,4.65,23.0,34.5,119.0,7.09,4.275,21.0,1.0,2024
109.0,83.0,196.0,23.0,73.0,237.0,4.51,23.0,37.5,127.0,7.09,4.275,21.0,8.0,2024
109.0,83.0,196.0,23.0,74.0,234.0,4.64,23.0,34.5,119.0,7.09,4.275,23.0,6.0,2024
109.0,83.0,196.0,23.0,74.0,231.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,3.0,2024
109.0,83.0,196.0,23.0,76.0,233.0,4.43,23.0,34.5,119.0,7.09,4.275,24.0,7.0,2024
109.0,83.0,196.0,23.0,74.0,234.0,4.64,17.0,35.5,120.0,7.09,4.275,21.0,6.0,2024
109.0,83.0,196.0,23.0,73.0,233.0,4.63,21.0,34.5,119.0,7.25,4.4,23.0,9.0,2024
109.0,83.0,196.0,23.0,73.0,228.0,4.55,23.0,35.5,124.0,7.09,4.275,23.0,4.0,2024
109.0,83.0,196.0,23.0,73.0,235.0,4.65,20.0,34.5,119.0,7.09,4.275,24.0,3.0,2024
109.0,83.0,196.0,23.0,74.0,233.0,4.65,23.0,32.5,116.0,7.09,4.24,23.0,2.0,2024
109.0,83.0,196.0,23.0,72.0,228.0,4.65,21.0,34.5,119.0,7.13,4.4,21.0,4.0,2024
109.0,83.0,196.0,23.0,73.0,236.0,4.56,23.0,39.5,128.0,7.09,4.275,24.0,1.0,2024
109.0,83.0,196.0,23.0,74.0,240.0,4.65,23.0,33.5,121.0,7.09,4.275,22.0,2.0,2024
109.0,83.0,196.0,23.0,72.0,225.0,4.7,23.0,36.5,117.0,7.09,4.275,23.0,8.0,2024
109.0,83.0,196.0,23.0,74.0,233.0,4.63,23.0,31.0,111.0,7.09,4.275,24.0,1.0,2024
109.0,83.0,196.0,23.0,72.0,229.0,4.65,16.0,34.5,119.0,7.09,4.275,23.0,5.0,2024
109.0,83.0,196.0,23.0,73.0,243.0,4.65,23.0,34.5,119.0,7.09,4.275,21.0,5.0,2025
109.0,83.0,196.0,23.0,75.0,235.0,4.52,23.0,34.5,127.0,7.09,4.275,21.0,6.0,2025
109.0,83.0,196.0,23.0,75.0,242.0,4.65,20.0,39.5,119.0,7.09,4.275,22.0,8.0,2025
109.0,83.0,196.0,23.0,74.0,235.0,4.58,22.0,31.5,118.0,7.12,4.25,25.0,6.0,2025
109.0,83.0,196.0,23.0,72.0,221.0,4.53,26.0,38.0,123.0,7.09,4.275,22.0,1.0,2025
109.0,83.0,196.0,23.0,74.0,231.0,4.65,23.0,34.5,119.0,7.09,4.275,24.0,1.0,2025
109.0,83.0,196.0,23.0,75.0,233.0,4.52,23.0,34.0,119.0,7.09,4.275,22.0,1.0,2025
109.0,83.0,196.0,23.0,74.0,229.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,3.0,2025
109.0,83.0,196.0,23.0,72.0,231.0,4.65,23.0,34.5,116.0,7.09,4.41,22.0,5.0,2025
109.0,83.0,196.0,23.0,74.0,233.0,4.6,26.0,40.0,125.0,7.09,4.275,22.0,5.0,2025
109.0,83.0,196.0,23.0,73.0,222.0,4.69,23.0,32.0,117.0,7.09,4.27,21.0,2.0,2025
109.0,83.0,196.0,23.0,73.0,232.0,4.63,21.0,38.5,118.0,7.34,4.275,22.0,1.0,2025
109.0,83.0,196.0,23.0,74.0,224.0,4.58,23.0,34.5,130.0,7.09,4.275,22.0,1.0,2025
109.0,83.0,196.0,23.0,74.0,233.0,4.6,23.0,35.0,121.0,7.15,4.24,22.0,3.0,2025
109.0,83.0,196.0,23.0,73.0,236.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,0.0,2025
109.0,83.0,196.0,23.0,74.0,236.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,1.0,2025
